gap_id,exit_time_replay,exit_time_native,exit_raw_price_replay,exit_raw_price_native,identity
600616.SH|2018-10-11,2018-11-05 14:36:00,2018-11-05 14:36:00,5.13999986649,5.13999986649,True
600736.SH|2018-10-11,2018-11-05 10:36:00,2018-11-05 10:36:00,5.21,5.21,True
600770.SH|2018-10-11,2018-11-05 10:37:00,2018-11-05 10:37:00,4.79,4.79,True
600829.SH|2018-10-11,2018-11-05 10:10:00,2018-11-05 10:10:00,6.14,6.14,True
600839.SH|2018-10-11,2018-11-13 10:12:00,2018-11-13 10:12:00,2.53,2.53,True
600846.SH|2018-10-11,2018-11-05 09:38:00,2018-11-05 09:38:00,6.56,6.56,True
600862.SH|2018-10-11,2018-11-05 13:25:00,2018-11-05 13:25:00,5.49,5.49,True
600975.SH|2018-10-11,2018-11-06 14:52:00,2018-11-06 14:52:00,3.66,3.66,True
601038.SH|2018-10-11,2018-11-13 13:45:00,2018-11-13 13:45:00,4.80000019073,4.80000019073,True
601369.SH|2018-10-11,2018-11-01 10:20:00,2018-11-01 10:20:00,5.79,5.79,True
601611.SH|2018-10-11,2018-11-01 09:30:00,2018-11-01 09:30:00,7.05999994278,7.05999994278,True
601700.SH|2018-10-11,2018-11-09 09:45:00,2018-11-09 09:45:00,2.94,2.94,True
601777.SH|2018-10-11,2018-11-13 14:00:00,2018-11-13 14:00:00,4.34,4.34,True
601828.SH|2018-10-11,2018-11-02 09:31:00,2018-11-02 09:31:00,11.95,11.95,True
601890.SH|2018-10-11,2018-11-09 14:40:00,2018-11-09 14:40:00,3.87,3.87,True
603022.SH|2018-10-11,2018-11-07 10:57:00,2018-11-07 10:57:00,7.43,7.43,True
603180.SH|2018-10-11,2018-11-02 14:37:00,2018-11-02 14:37:00,52.22,52.22,True
603366.SH|2018-10-11,2018-11-05 11:03:00,2018-11-05 11:03:00,3.64,3.64,True
300183.SZ|2018-10-11,2018-11-14 13:19:00,2018-11-14 13:19:00,12.12,12.12,True
002213.SZ|2018-10-12,2018-11-12 14:44:00,2018-11-12 14:44:00,8.42,8.42,True
002293.SZ|2018-10-11,2018-11-13 10:16:00,2018-11-13 10:16:00,9.55,9.55,True
300100.SZ|2018-10-11,2018-11-06 11:07:00,2018-11-06 11:07:00,8.46,8.46,True
600343.SH|2018-10-11,2018-11-13 11:27:00,2018-11-13 11:27:00,8.3,8.3,True
600874.SH|2018-10-11,2018-11-13 13:27:00,2018-11-13 13:27:00,7.61,7.61,True
002907.SZ|2018-10-12,2018-11-30 09:30:00,2018-11-30 09:30:00,17.1399993896,17.1399993896,True
300069.SZ|2018-10-11,2018-11-05 09:50:00,2018-11-05 09:50:00,9.64,9.64,True
300081.SZ|2018-10-11,2018-11-05 09:40:00,2018-11-05 09:40:00,8.33,8.33,True
300119.SZ|2018-10-11,2018-11-13 13:02:00,2018-11-13 13:02:00,7.6,7.6,True
300171.SZ|2018-10-11,2018-11-07 09:30:00,2018-11-07 09:30:00,6.09000015259,6.09000015259,True
300272.SZ|2018-10-11,2018-11-05 09:57:00,2018-11-05 09:57:00,6.37,6.37,True
300274.SZ|2018-10-11,2018-11-02 09:31:00,2018-11-02 09:31:00,6.19999980927,6.19999980927,True
300275.SZ|2018-10-11,2018-11-02 09:31:00,2018-11-02 09:31:00,7.63,7.63,True
300334.SZ|2018-10-11,2018-11-08 10:26:00,2018-11-08 10:26:00,6.84,6.84,True
300364.SZ|2018-10-11,2018-11-05 09:55:00,2018-11-05 09:55:00,5.36,5.36,True
300390.SZ|2018-10-11,2018-11-05 09:55:00,2018-11-05 09:55:00,8.23,8.23,True
300584.SZ|2018-10-11,2018-11-05 09:41:00,2018-11-05 09:41:00,23.2,23.2,True
300627.SZ|2018-10-11,2018-11-20 09:41:00,2018-11-20 09:41:00,18.03,18.03,True
600702.SH|2018-10-11,2018-11-30 09:30:00,2018-11-30 09:30:00,20.8500003815,20.8500003815,True
002042.SZ|2018-10-19,2018-11-13 09:41:00,2018-11-13 09:41:00,5.47,5.47,True
300645.SZ|2018-12-25,2019-01-28 10:15:00,2019-01-28 10:15:00,33.87,33.87,True
000820.SZ|2019-01-15,2019-02-14 09:31:00,2019-02-14 09:31:00,5.31,5.31,True
603725.SH|2019-01-22,2019-02-15 14:11:00,2019-02-15 14:11:00,10.97,10.97,True
002881.SZ|2019-04-26,2019-06-03 13:34:00,2019-06-03 13:34:00,19.22,19.22,True
002055.SZ|2019-04-29,2019-06-18 09:30:00,2019-06-18 09:30:00,10.6199998856,10.6199998856,True
600268.SH|2019-04-29,2019-05-28 11:27:00,2019-05-28 11:27:00,6.56,6.56,True
002354.SZ|2019-04-26,2019-06-21 09:30:00,2019-06-21 09:30:00,3.78999996185,3.78999996185,True
300494.SZ|2019-04-30,2019-06-21 09:30:00,2019-06-21 09:30:00,11.8000001907,11.8000001907,True
300571.SZ|2019-04-26,2019-06-21 09:30:00,2019-06-21 09:30:00,42.5,42.5,True
600235.SH|2019-04-29,2019-06-21 09:30:00,2019-06-21 09:30:00,5.96000003815,5.96000003815,True
002670.SZ|2019-04-29,2019-06-12 09:30:00,2019-06-12 09:30:00,11.8000001907,11.8000001907,True
600703.SH|2019-05-06,2019-06-24 09:30:00,2019-06-24 09:30:00,11.5100002289,11.5100002289,True
000723.SZ|2019-08-02,2019-08-23 14:42:00,2019-08-23 14:42:00,9.49,9.49,True
000859.SZ|2019-08-02,2019-08-22 10:06:00,2019-08-22 10:06:00,4.6,4.6,True
002219.SZ|2019-08-02,2019-08-23 11:07:00,2019-08-23 11:07:00,2.63,2.63,True
300194.SZ|2019-08-02,2019-08-22 13:43:00,2019-08-22 13:43:00,4.61,4.61,True
600568.SH|2019-08-02,2019-08-23 11:13:00,2019-08-23 11:13:00,1.75,1.75,True
600604.SH|2019-07-31,2019-08-22 09:30:00,2019-08-22 09:30:00,9.86999988556,9.86999988556,True
600638.SH|2019-08-02,2019-09-19 09:30:00,2019-09-19 09:30:00,7.80000019073,7.80000019073,True
600736.SH|2019-08-02,2019-08-21 10:07:00,2019-08-21 10:07:00,6.61,6.61,True
600733.SH|2019-10-30,2019-12-02 13:18:00,2019-12-02 13:18:00,5.68,5.68,True
603738.SH|2019-11-01,2019-12-16 10:03:00,2019-12-16 10:03:00,17.29,17.29,True
002535.SZ|2019-11-22,2019-12-18 09:42:00,2019-12-18 09:42:00,2.83,2.83,True
002234.SZ|2020-01-22,2020-02-19 09:30:00,2020-02-19 09:30:00,28.8199996948,28.8199996948,True
002565.SZ|2020-01-23,2020-02-26 10:34:00,2020-02-26 10:34:00,5.7,5.7,True
603085.SH|2020-01-23,2020-03-06 14:01:00,2020-03-06 14:01:00,7.36,7.36,True
603101.SH|2020-01-22,2020-03-03 09:30:00,2020-03-03 09:30:00,8.47000026703,8.47000026703,True
603121.SH|2020-01-20,2020-02-26 09:42:00,2020-02-26 09:42:00,19.95,19.95,True
603333.SH|2020-02-03,2020-03-18 09:30:00,2020-03-18 09:30:00,6.92000007629,6.92000007629,True
601601.SH|2020-03-09,2020-04-24 09:30:00,2020-04-24 09:30:00,28.9400005341,28.9400005341,True
603888.SH|2020-03-09,2020-04-09 14:11:00,2020-04-09 14:11:00,25.11,25.11,True
300691.SZ|2020-04-10,2020-06-04 09:30:00,2020-06-04 09:30:00,15.6800003052,15.6800003052,True
601788.SH|2020-10-26,2020-12-09 09:30:00,2020-12-09 09:30:00,18.9799995422,18.9799995422,True
300501.SZ|2020-12-25,2021-02-23 09:30:00,2021-02-23 09:30:00,15.9399995804,15.9399995804,True
300494.SZ|2021-01-07,2021-01-27 11:17:00,2021-01-27 11:17:00,13.31,13.31,True
002348.SZ|2021-01-22,2021-02-22 09:30:00,2021-02-22 09:30:00,1.96000003815,1.96000003815,True
300184.SZ|2021-01-27,2021-02-22 09:30:00,2021-02-22 09:30:00,3.82999992371,3.82999992371,True
300278.SZ|2021-01-26,2021-02-22 09:46:00,2021-02-22 09:46:00,3.46,3.46,True
002992.SZ|2021-01-29,2021-03-02 09:30:00,2021-03-02 09:30:00,22.5900001526,22.5900001526,True
