blind_id,sheet,direction,turn,retention,quieting,spike_distribution,volume_alignment,rejection,context
CASE_000597,25,0,-1,-1.0,0.0,0,0.0,0.0,-1
CASE_000637,25,-1,1,0.0,0.0,-1,1.0,0.0,-2
CASE_000311,25,-1,1,-1.0,1.0,-1,1.0,0.0,-1
CASE_000537,25,-1,1,0.0,0.0,0,1.0,0.0,-1
CASE_000700,26,1,1,0.0,0.0,1,1.0,0.0,0
CASE_000607,26,1,0,1.0,1.0,1,1.0,0.0,2
CASE_000661,26,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000322,26,-1,1,0.0,0.0,1,1.0,0.0,0
CASE_000647,26,2,1,1.0,0.0,1,1.0,0.0,2
CASE_000496,26,0,1,0.0,0.0,0,0.0,0.0,1
CASE_000720,26,-1,1,-1.0,0.0,1,1.0,0.0,-2
CASE_000524,26,1,-2,-1.0,1.0,-1,1.0,0.0,-1
CASE_000516,26,1,2,2.0,-1.0,1,1.0,0.0,2
CASE_000293,26,0,-1,-1.0,1.0,-2,1.0,0.0,-1
CASE_000115,26,-1,1,0.0,0.0,1,1.0,0.0,-1
CASE_000057,26,2,1,2.0,0.0,1,1.0,0.0,2
CASE_000722,26,-2,-1,-1.0,0.0,0,0.0,0.0,-1
CASE_000021,26,-2,-2,-2.0,1.0,1,1.0,0.0,-2
CASE_000318,26,-2,-1,-2.0,1.0,0,1.0,0.0,-2
CASE_000272,26,1,-1,-1.0,,-1,,0.0,0
CASE_000078,27,2,1,1.0,0.0,1,1.0,0.0,2
CASE_000008,27,-1,-1,-1.0,0.0,1,1.0,0.0,-2
CASE_000425,27,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000435,27,2,1,1.0,0.0,1,0.0,0.0,2
CASE_000790,27,1,2,2.0,0.0,0,1.0,0.0,2
CASE_000675,27,-1,1,0.0,0.0,0,1.0,0.0,0
CASE_000743,27,-1,-2,-2.0,0.0,1,1.0,0.0,0
CASE_000094,27,0,-2,-2.0,0.0,0,1.0,0.0,-1
CASE_000007,27,0,0,0.0,0.0,0,1.0,0.0,1
CASE_000240,27,-2,0,-1.0,1.0,-1,1.0,0.0,-2
CASE_000552,27,-2,1,-1.0,1.0,1,1.0,0.0,-2
CASE_000340,27,-1,1,-1.0,0.0,0,0.0,0.0,-1
CASE_000079,27,1,0,1.0,0.0,0,1.0,0.0,2
CASE_000472,27,-2,-2,,,-2,,,-2
CASE_000547,27,1,-1,-1.0,1.0,1,1.0,0.0,1
CASE_000527,27,0,1,0.0,0.0,-1,1.0,0.0,1
CASE_000304,28,-2,-1,-2.0,1.0,1,2.0,0.0,-2
CASE_000258,28,-2,-1,-2.0,0.0,1,1.0,0.0,-1
CASE_000231,28,-1,-1,-2.0,0.0,0,1.0,0.0,-2
CASE_000631,28,-1,1,0.0,-1.0,-1,0.0,0.0,0
CASE_000067,28,1,1,1.0,1.0,-1,1.0,0.0,1
CASE_000369,28,0,-1,-1.0,-1.0,0,1.0,0.0,-1
CASE_000633,28,1,2,2.0,-1.0,0,1.0,0.0,2
CASE_000344,28,-1,-1,-1.0,0.0,0,1.0,0.0,-1
CASE_000570,28,1,1,1.0,0.0,1,1.0,0.0,0
CASE_000138,28,-1,1,0.0,0.0,1,1.0,0.0,-1
CASE_000505,28,-1,1,0.0,1.0,-1,1.0,0.0,1
CASE_000124,28,0,0,0.0,0.0,-1,1.0,0.0,-1
CASE_000680,28,1,-1,-1.0,0.0,1,1.0,0.0,0
CASE_000080,28,-2,-2,-2.0,,-1,,0.0,-2
CASE_000668,28,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000533,28,-1,-1,-1.0,0.0,-1,1.0,0.0,-1
CASE_000715,29,-2,-1,-2.0,0.0,1,1.0,0.0,-2
CASE_000130,29,-1,1,-1.0,0.0,1,1.0,0.0,-1
CASE_000280,29,0,-1,-1.0,0.0,1,1.0,0.0,1
CASE_000049,29,1,1,1.0,-1.0,0,1.0,0.0,1
CASE_000405,29,-1,0,-1.0,1.0,-2,1.0,0.0,-1
CASE_000235,29,-1,-1,-2.0,1.0,1,1.0,0.0,-1
CASE_000250,29,-2,-2,-2.0,1.0,1,1.0,0.0,-2
CASE_000682,29,-1,1,0.0,,-2,,0.0,-1
CASE_000386,29,-2,1,-1.0,0.0,0,1.0,0.0,-2
CASE_000036,29,1,0,1.0,0.0,0,1.0,0.0,1
CASE_000698,29,-1,2,0.0,0.0,1,1.0,0.0,0
CASE_000034,29,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000135,29,1,2,1.0,0.0,0,1.0,0.0,2
CASE_000729,29,2,1,2.0,0.0,1,1.0,0.0,2
CASE_000179,29,-2,-2,-2.0,1.0,1,1.0,0.0,-2
CASE_000334,29,1,0,1.0,-1.0,0,1.0,0.0,1
CASE_000127,30,-1,1,-1.0,0.0,-1,1.0,0.0,-1
CASE_000467,30,-1,1,0.0,-1.0,0,0.0,0.0,-1
CASE_000741,30,1,-1,1.0,0.0,-1,1.0,0.0,2
CASE_000651,30,1,0,1.0,0.0,0,1.0,0.0,1
CASE_000147,30,0,-2,-2.0,-2.0,-2,1.0,-1.0,0
CASE_000245,30,-2,0,-2.0,1.0,1,2.0,0.0,-2
CASE_000649,30,2,0,1.0,1.0,-1,1.0,0.0,1
CASE_000463,30,1,-1,-1.0,0.0,0,0.0,0.0,0
CASE_000746,30,1,-1,1.0,0.0,1,1.0,0.0,1
CASE_000750,30,1,2,1.0,0.0,1,1.0,0.0,0
CASE_000230,30,1,-1,0.0,1.0,-1,1.0,0.0,0
CASE_000539,30,-2,-1,-1.0,1.0,1,1.0,0.0,-1
CASE_000046,30,1,2,2.0,-2.0,-1,1.0,0.0,1
CASE_000530,30,0,-2,-1.0,-1.0,0,1.0,0.0,0
CASE_000084,30,-2,-2,,,-2,,,-2
CASE_000172,30,-1,-1,-1.0,0.0,-1,1.0,0.0,0
CASE_000764,31,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000335,31,1,2,1.0,-1.0,1,1.0,0.0,1
CASE_000569,31,-1,1,-1.0,0.0,1,1.0,0.0,-1
CASE_000465,31,-2,1,-1.0,,-2,,0.0,-1
CASE_000555,31,-2,-1,-1.0,0.0,1,1.0,0.0,-1
CASE_000650,31,-2,-1,-2.0,0.0,1,1.0,0.0,-2
CASE_000394,31,1,1,1.0,0.0,-1,1.0,0.0,1
CASE_000411,31,1,-1,0.0,0.0,1,1.0,0.0,0
CASE_000761,31,-2,-1,-1.0,,-1,,0.0,-2
CASE_000346,31,2,-1,1.0,0.0,1,1.0,0.0,2
CASE_000671,31,2,-2,1.0,-1.0,-1,1.0,0.0,1
CASE_000757,31,-1,0,-1.0,1.0,1,1.0,0.0,-1
CASE_000685,31,1,0,1.0,1.0,1,1.0,0.0,1
CASE_000154,31,-2,-1,-1.0,1.0,1,1.0,0.0,-2
CASE_000609,31,1,-1,1.0,-1.0,0,1.0,0.0,1
CASE_000300,31,1,-1,-1.0,0.0,1,1.0,0.0,1
CASE_000192,32,-2,-2,-2.0,1.0,-1,1.0,0.0,-2
CASE_000518,32,0,2,2.0,,-2,,0.0,0
CASE_000517,32,-2,-1,-2.0,0.0,1,1.0,0.0,-2
CASE_000019,32,-2,-1,-1.0,0.0,1,1.0,0.0,-2
CASE_000775,32,-2,0,-1.0,0.0,1,1.0,0.0,-2
CASE_000615,32,2,0,1.0,1.0,-2,1.0,0.0,1
CASE_000695,32,1,-1,-1.0,0.0,1,1.0,0.0,1
CASE_000012,32,-2,-2,-2.0,0.0,1,0.0,0.0,-2
CASE_000721,32,-1,-1,-1.0,0.0,0,0.0,0.0,-2
CASE_000375,32,-1,0,-1.0,0.0,0,1.0,0.0,-1
CASE_000726,32,-1,0,-1.0,0.0,0,1.0,0.0,-1
CASE_000548,32,-2,-1,-2.0,1.0,1,1.0,0.0,-2
CASE_000512,32,2,0,1.0,0.0,1,1.0,0.0,2
CASE_000018,32,-1,2,0.0,0.0,1,1.0,0.0,-1
CASE_000780,32,1,1,1.0,0.0,1,1.0,0.0,1
CASE_000499,32,-1,0,-1.0,1.0,-1,1.0,0.0,-1
CASE_000591,33,0,-1,0.0,1.0,1,1.0,0.0,0
CASE_000194,33,0,1,0.0,-1.0,0,1.0,0.0,-1
CASE_000306,33,2,0,1.0,1.0,-1,1.0,0.0,2
CASE_000571,33,-1,1,-1.0,1.0,-1,1.0,0.0,-2
CASE_000628,33,-2,-2,-2.0,1.0,1,1.0,0.0,-2
CASE_000041,33,-1,-1,-1.0,,-1,,0.0,-1
CASE_000177,33,-1,1,0.0,0.0,0,1.0,0.0,0
CASE_000254,33,0,1,0.0,-2.0,-1,1.0,0.0,0
CASE_000398,33,-1,-1,-1.0,0.0,1,1.0,0.0,-2
CASE_000800,33,1,-1,-1.0,0.0,1,1.0,0.0,1
CASE_000534,33,2,2,2.0,0.0,1,1.0,0.0,1
CASE_000316,33,0,-2,-2.0,1.0,-2,1.0,-1.0,0
CASE_000371,33,0,0,-1.0,1.0,0,1.0,0.0,-1
CASE_000455,33,-2,-1,-1.0,0.0,0,1.0,0.0,-2
CASE_000605,33,0,1,0.0,0.0,1,1.0,0.0,-1
CASE_000153,33,-2,-1,-1.0,1.0,1,1.0,0.0,-2
CASE_000271,34,0,-2,-1.0,-1.0,-2,1.0,-1.0,0
CASE_000621,34,0,-1,-1.0,0.0,0,0.0,0.0,0
CASE_000679,34,-2,-1,-1.0,-1.0,0,-1.0,-1.0,-2
CASE_000666,34,-1,-2,-1.0,0.0,-1,-1.0,-1.0,-2
CASE_000181,34,1,-1,1.0,-1.0,-2,1.0,0.0,2
CASE_000030,34,-1,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000453,34,-1,-2,-1.0,-1.0,-1,-1.0,-1.0,-2
CASE_000451,34,0,1,1.0,0.0,0,-1.0,0.0,0
CASE_000285,34,0,-1,-1.0,0.0,-1,0.0,-1.0,0
CASE_000183,34,-1,-1,-1.0,0.0,-1,-1.0,0.0,-2
CASE_000436,34,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000353,34,0,-2,-1.0,-1.0,-2,-1.0,-1.0,0
CASE_000279,34,-1,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000430,34,1,-1,-1.0,-1.0,-1,1.0,0.0,1
CASE_000634,34,-1,-2,-1.0,0.0,0,-1.0,0.0,-1
CASE_000791,34,1,-1,-1.0,0.0,-1,0.0,-1.0,1
CASE_000749,35,1,2,2.0,-1.0,1,1.0,0.0,2
CASE_000528,35,-1,-2,-1.0,0.0,-2,-1.0,-1.0,-2
CASE_000588,35,-1,1,1.0,-1.0,0,0.0,0.0,-1
CASE_000403,35,-1,-2,-1.0,-1.0,-1,-1.0,-1.0,-2
CASE_000270,35,1,0,1.0,0.0,0,0.0,0.0,1
CASE_000288,35,1,-1,1.0,-1.0,1,0.0,0.0,1
CASE_000352,35,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000611,35,-1,0,0.0,0.0,-1,0.0,0.0,-1
CASE_000286,35,-2,1,1.0,-1.0,-1,1.0,0.0,-1
CASE_000606,35,1,-1,1.0,0.0,-2,-1.0,0.0,2
CASE_000136,35,0,-1,-1.0,0.0,-2,-1.0,-1.0,0
CASE_000627,35,1,-2,-1.0,-1.0,-2,-1.0,-1.0,1
CASE_000331,35,1,-1,1.0,-1.0,-2,1.0,0.0,2
CASE_000445,35,-2,0,0.0,1.0,1,-1.0,0.0,-2
CASE_000485,35,0,0,1.0,-1.0,0,0.0,0.0,0
CASE_000701,35,-2,-1,-1.0,0.0,-1,-1.0,-1.0,-2
CASE_000275,36,-2,0,0.0,1.0,1,-1.0,0.0,-2
CASE_000684,36,2,2,2.0,-1.0,-1,1.0,0.0,2
CASE_000740,36,-1,-1,-1.0,0.0,-1,0.0,0.0,-1
CASE_000217,36,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000365,36,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000307,36,-1,-1,-1.0,1.0,-2,-1.0,0.0,-1
CASE_000744,36,-1,0,0.0,1.0,0,-1.0,0.0,-1
CASE_000086,36,1,1,1.0,0.0,1,1.0,0.0,1
CASE_000287,36,-2,1,2.0,-1.0,1,1.0,0.0,-1
CASE_000513,36,-2,-2,-1.0,1.0,1,-1.0,0.0,-2
CASE_000051,36,-1,-2,-1.0,0.0,0,-1.0,0.0,-1
CASE_000004,36,-2,-2,-1.0,0.0,-2,-1.0,0.0,-2
CASE_000284,36,-1,-1,0.0,0.0,-1,-1.0,0.0,-1
CASE_000619,36,0,0,1.0,0.0,-1,0.0,0.0,0
CASE_000384,36,2,2,2.0,1.0,1,1.0,0.0,2
CASE_000379,36,1,-1,1.0,0.0,-1,0.0,0.0,1
CASE_000739,37,-1,1,2.0,-1.0,1,1.0,0.0,-1
CASE_000688,37,1,-1,1.0,-1.0,-1,1.0,0.0,2
CASE_000388,37,-1,-1,-1.0,0.0,0,-1.0,0.0,-1
CASE_000391,37,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000381,37,-2,-2,-1.0,-1.0,1,-1.0,0.0,-2
CASE_000332,37,0,1,1.0,-1.0,1,0.0,0.0,1
CASE_000636,37,-2,-2,-1.0,1.0,1,-1.0,0.0,-2
CASE_000529,37,-2,-2,-1.0,0.0,0,-1.0,0.0,-2
CASE_000372,37,1,2,2.0,-1.0,1,1.0,0.0,2
CASE_000159,37,1,0,1.0,0.0,0,0.0,0.0,2
CASE_000755,37,-2,0,0.0,1.0,1,-1.0,0.0,-2
CASE_000219,37,1,-1,-1.0,-1.0,-1,0.0,0.0,1
CASE_000152,37,0,1,1.0,-1.0,1,0.0,0.0,-1
CASE_000200,37,-1,1,1.0,0.0,-1,-1.0,0.0,-2
CASE_000420,37,0,1,1.0,0.0,0,0.0,0.0,0
CASE_000758,37,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000123,38,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000269,38,1,-1,1.0,1.0,-2,-1.0,0.0,0
CASE_000173,38,-2,-2,-1.0,0.0,0,-1.0,0.0,-2
CASE_000290,38,1,-2,-1.0,-1.0,-2,-1.0,0.0,1
CASE_000111,38,0,1,1.0,-1.0,0,0.0,0.0,0
CASE_000064,38,-2,-2,-1.0,0.0,0,-1.0,0.0,-2
CASE_000087,38,1,2,2.0,-1.0,-1,1.0,0.0,2
CASE_000247,38,2,2,2.0,0.0,1,1.0,0.0,2
CASE_000145,38,1,0,1.0,0.0,0,0.0,0.0,1
CASE_000092,38,-2,1,1.0,0.0,1,-1.0,0.0,-2
CASE_000326,38,1,2,1.0,-1.0,1,0.0,0.0,2
CASE_000674,38,-1,1,2.0,-1.0,-1,1.0,0.0,-1
CASE_000502,38,-1,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000408,38,0,1,1.0,0.0,-2,-1.0,0.0,1
CASE_000709,38,-1,-1,-1.0,-1.0,-2,-1.0,0.0,-2
CASE_000494,38,-1,-2,-1.0,0.0,-1,0.0,0.0,0
CASE_000212,39,-1,1,2.0,0.0,1,1.0,0.0,1
CASE_000320,39,-2,-2,-1.0,0.0,0,-1.0,0.0,-1
CASE_000333,39,-1,-2,-1.0,0.0,0,-1.0,0.0,-1
CASE_000622,39,-2,-2,-1.0,0.0,1,-1.0,0.0,-2
CASE_000776,39,-2,-2,-1.0,1.0,1,-1.0,0.0,-2
CASE_000120,39,-1,-1,0.0,0.0,-2,-1.0,0.0,-1
CASE_000643,39,-2,0,0.0,1.0,1,-1.0,0.0,-2
CASE_000329,39,0,2,2.0,-1.0,-2,1.0,0.0,1
CASE_000139,39,0,1,1.0,-1.0,0,0.0,0.0,-1
CASE_000364,39,1,-1,1.0,-1.0,1,0.0,0.0,1
CASE_000652,39,-1,1,1.0,0.0,0,0.0,0.0,0
CASE_000140,39,-2,-2,-1.0,1.0,-2,-1.0,0.0,-2
CASE_000370,39,0,-2,-2.0,-1.0,-1,-1.0,0.0,-1
