year,strategy,route,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2023,ATRDR,BULL,137850.15951494512,130639.01730977702,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,7211.1422051681
2023,ATRDR,FAST_BEAR,-92799.66200903224,-6708.822500369286,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-86090.83950866296
2023,ATRDR,SLOW_BEAR,519772.16254129796,83027.10275216492,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,436745.059789133
2023,IFCGR,FIXED_BELOW_L_REPAIR,13966.685165250208,1088.3488236568667,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,12878.336341593342
2023,MCB,MCB,32618.06901630926,60514.057820771486,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-27895.988804462228
2023,SMV6,NATIVE_CALLBACK,88244.03460951595,70387.31365555695,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,17856.720953958997
2024,ATRDR,BULL,-40953.15293243849,277768.5107477528,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-318721.66368019127
2024,ATRDR,FAST_BEAR,11118.526867532553,18306.45056220863,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-7187.923694676076
2024,ATRDR,SLOW_BEAR,96467.81008454598,121879.47217018402,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-25411.662085638032
2024,IFCGR,FIXED_BELOW_L_REPAIR,-412120.0510099363,29140.707772993228,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-441260.75878292957
2024,MCB,MCB,-20132.45842792108,87471.67851813014,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-107604.13694605122
2024,SMV6,NATIVE_CALLBACK,228862.98253993815,466833.41609049734,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-237970.4335505592
2025,ATRDR,BULL,-78586.0777123252,226731.03631247435,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-305317.11402479955
2025,ATRDR,FAST_BEAR,164201.33594045573,91080.67797400487,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,73120.65796645086
2025,ATRDR,SLOW_BEAR,43982.635883582916,33842.49731452232,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,10140.138569060597
2025,IFCGR,FIXED_BELOW_L_REPAIR,364058.97411636275,6743.981085751679,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,357314.9930306111
2025,MCB,MCB,5403.5966292135445,23467.513634033254,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-18063.91700481971
2025,SMV6,NATIVE_CALLBACK,438910.63239711785,384178.6856417313,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,54731.94675538654
2026,ATRDR,BULL,-218625.54140594773,233540.61734368885,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-452166.1587496366
2026,ATRDR,FAST_BEAR,133566.4704308563,36925.318701336946,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,96641.15172951936
2026,ATRDR,SLOW_BEAR,-738045.5007494547,-3910.9643316901347,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-734134.5364177646
2026,IFCGR,FIXED_BELOW_L_REPAIR,-154534.5684406485,12143.623981578541,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-166678.19242222703
2026,MCB,MCB,-3526.30720314144,8660.237690092468,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-12186.544893233908
2026,SMV6,NATIVE_CALLBACK,625259.2746636493,622044.8254142485,IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,3214.4492494007573
2018,ATRDR,BULL,-35840.246961640914,-23377.885945315284,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-12462.36101632563
2018,ATRDR,SLOW_BEAR,204963.0801079209,244538.4691879087,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-39575.3890799878
2018,IFCGR,FIXED_BELOW_L_REPAIR,73918.54438069084,87460.77183940033,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-13542.227458709487
2018,MCB,MCB,35897.308531051574,33476.11853456644,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2421.1899964851327
2018,SMV6,NATIVE_CALLBACK,52148.88750206759,22037.74926284229,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,30111.1382392253
2019,ATRDR,BULL,730358.9834516312,245447.47698634237,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,484911.5064652888
2019,ATRDR,FAST_BEAR,372240.0711499397,4300.582713448923,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,367939.48843649076
2019,ATRDR,SLOW_BEAR,-71543.67511332844,3453.283503774573,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-74996.95861710301
2019,IFCGR,FIXED_BELOW_L_REPAIR,10011.092958669607,7730.883573860368,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2280.209384809239
2019,MCB,MCB,49159.85342868911,80814.8695064485,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-31655.016077759385
2019,SMV6,NATIVE_CALLBACK,143780.05224980545,27905.10637949992,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,115874.94587030553
2020,ATRDR,BULL,249804.7767222828,192843.8297891357,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,56960.94693314712
2020,ATRDR,FAST_BEAR,454313.75180626503,52368.00943257643,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,401945.7423736886
2020,ATRDR,SLOW_BEAR,198135.48906889,6141.289210562751,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,191994.19985832725
2020,IFCGR,FIXED_BELOW_L_REPAIR,375700.1299549658,4202.940944051678,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,371497.1890109141
2020,MCB,MCB,29469.168890013458,3073.629161994255,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,26395.539728019205
2020,SMV6,NATIVE_CALLBACK,97588.32986477442,169138.00508529018,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-71549.67522051575
2021,ATRDR,BULL,1266759.8053628923,260092.7081599194,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1006667.097202973
2021,ATRDR,FAST_BEAR,1325097.2935755858,25537.424389361637,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1299559.8691862242
2021,ATRDR,SLOW_BEAR,732865.4717229537,93000.07341768114,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,639865.3983052726
2021,IFCGR,FIXED_BELOW_L_REPAIR,772911.5897663235,5782.611785829486,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,767128.9779804939
2021,MCB,MCB,-18555.39053680152,9715.12458983369,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-28270.515126635208
2021,SMV6,NATIVE_CALLBACK,120157.1065383663,41175.11735871985,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,78981.98917964645
2022,ATRDR,BULL,1151078.9966288074,19322.04575624994,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1131756.9508725575
2022,ATRDR,FAST_BEAR,357261.98629570194,67274.00460192299,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,289987.98169377894
2022,ATRDR,SLOW_BEAR,224501.46746296147,121998.84125622097,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,102502.6262067405
2022,IFCGR,FIXED_BELOW_L_REPAIR,-83319.60467658847,16907.873267857733,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-100227.4779444462
2022,MCB,MCB,25170.83399647329,4700.969031382894,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,20469.864965090397
2022,SMV6,NATIVE_CALLBACK,77514.51018868168,34415.49890170461,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,43099.011286977075
2023,ATRDR,BULL,548984.1585519972,130639.01730977702,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,418345.1412422201
2023,ATRDR,FAST_BEAR,-316590.0803455752,-6708.822500369286,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-309881.2578452059
2023,ATRDR,SLOW_BEAR,1690518.1035488101,83027.10275216492,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1607491.0007966452
2023,IFCGR,FIXED_BELOW_L_REPAIR,37409.19905726399,1088.3488236568667,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,36320.850233607125
2023,MCB,MCB,99289.79571814873,60514.057820771486,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,38775.73789737724
2023,SMV6,NATIVE_CALLBACK,267203.94154947624,70387.31365555695,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,196816.6278939193
2024,ATRDR,BULL,-227641.00649744115,277768.5107477528,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-505409.51724519394
2024,ATRDR,FAST_BEAR,37022.88126726117,18306.45056220863,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,18716.43070505254
2024,ATRDR,SLOW_BEAR,290660.79733453685,121879.47217018402,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,168781.32516435283
2024,IFCGR,FIXED_BELOW_L_REPAIR,-1480575.460378836,29140.707772993228,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-1509716.1681518292
2024,MCB,MCB,-73406.9837573695,87471.67851813014,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-160878.66227549964
2024,SMV6,NATIVE_CALLBACK,778984.2668932491,466833.41609049734,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,312150.8508027518
2025,ATRDR,BULL,122402.03771445152,226731.03631247435,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-104328.99859802282
2025,ATRDR,FAST_BEAR,543682.773688801,91080.67797400487,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,452602.0957147961
2025,ATRDR,SLOW_BEAR,146599.87232936962,33842.49731452232,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,112757.3750148473
2025,IFCGR,FIXED_BELOW_L_REPAIR,1420255.9374997334,6743.981085751679,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1413511.9564139817
2025,MCB,MCB,18413.8270740341,23467.513634033254,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-5053.686559999154
2025,SMV6,NATIVE_CALLBACK,1367710.9460570936,384178.6856417313,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,983532.2604153622
2026,ATRDR,BULL,-548615.0886343872,233540.61734368885,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-782155.7059780761
2026,ATRDR,FAST_BEAR,486391.82960929,36925.318701336946,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,449466.510907953
2026,ATRDR,SLOW_BEAR,-2786606.2544316095,-3910.9643316901347,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-2782695.2900999193
2026,IFCGR,FIXED_BELOW_L_REPAIR,-591640.3897319849,12143.623981578541,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-603784.0137135634
2026,MCB,MCB,-23282.37450675379,8660.237690092468,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-31942.612196846258
2026,SMV6,NATIVE_CALLBACK,2115080.514932888,622044.8254142485,IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,1493035.6895186396
2018,ATRDR,BULL,-60587.072202821226,-23377.885945315284,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-37209.18625750594
2018,ATRDR,SLOW_BEAR,295553.00018391997,244538.4691879087,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,51014.53099601128
2018,IFCGR,FIXED_BELOW_L_REPAIR,109337.35172436974,87460.77183940033,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,21876.57988496941
2018,MCB,MCB,52528.85210081316,33476.11853456644,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,19052.733566246716
2018,SMV6,NATIVE_CALLBACK,76658.74892063186,22037.74926284229,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,54620.999657789565
2019,ATRDR,BULL,991069.2641286256,245447.47698634237,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,745621.7871422833
2019,ATRDR,FAST_BEAR,588693.2864723555,4300.582713448923,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,584392.7037589066
2019,ATRDR,SLOW_BEAR,-123453.12518096948,3453.283503774573,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-126906.40868474405
2019,IFCGR,FIXED_BELOW_L_REPAIR,18136.25965061038,7730.883573860368,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,10405.376076750012
2019,MCB,MCB,77403.78219603293,80814.8695064485,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-3411.0873104155617
2019,SMV6,NATIVE_CALLBACK,140656.6813136766,27905.10637949992,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,112751.5749341767
2020,ATRDR,BULL,760316.0543525403,192843.8297891357,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,567472.2245634046
2020,ATRDR,FAST_BEAR,724660.8994688203,52368.00943257643,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,672292.8900362438
2020,ATRDR,SLOW_BEAR,304722.6513384115,6141.289210562751,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,298581.3621278487
2020,IFCGR,FIXED_BELOW_L_REPAIR,653899.497785914,4202.940944051678,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,649696.5568418623
2020,MCB,MCB,51033.66521306416,3073.629161994255,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,47960.0360510699
2020,SMV6,NATIVE_CALLBACK,203462.13540523368,169138.00508529018,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,34324.130319943506
2021,ATRDR,BULL,2654536.199152061,260092.7081599194,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2394443.4909921414
2021,ATRDR,FAST_BEAR,2808345.8762560254,25537.424389361637,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2782808.451866664
2021,ATRDR,SLOW_BEAR,1413430.793277876,93000.07341768114,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1320430.719860195
2021,IFCGR,FIXED_BELOW_L_REPAIR,1550388.719254875,5782.611785829486,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1544606.1074690456
2021,MCB,MCB,-62848.10651050406,9715.12458983369,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-72563.23110033775
2021,SMV6,NATIVE_CALLBACK,248195.979644406,41175.11735871985,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,207020.86228568616
2022,ATRDR,BULL,2584479.594145157,19322.04575624994,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2565157.5483889068
2022,ATRDR,FAST_BEAR,778370.4394604237,67274.00460192299,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,711096.4348585007
2022,ATRDR,SLOW_BEAR,498496.9101883528,121998.84125622097,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,376498.06893213186
2022,IFCGR,FIXED_BELOW_L_REPAIR,-200625.10761430504,16907.873267857733,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-217532.98088216278
2022,MCB,MCB,59408.619130927575,4700.969031382894,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,54707.650099544684
2022,SMV6,NATIVE_CALLBACK,124368.58676909877,34415.49890170461,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,89953.08786739415
2023,ATRDR,BULL,1359755.9894028658,130639.01730977702,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1229116.9720930888
2023,ATRDR,FAST_BEAR,-835300.6683688499,-6708.822500369286,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-828591.8458684806
2023,ATRDR,SLOW_BEAR,4244058.34602665,83027.10275216492,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,4161031.2432744848
2023,IFCGR,FIXED_BELOW_L_REPAIR,137285.7792268622,1088.3488236568667,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,136197.43040320533
2023,MCB,MCB,229417.0515207281,60514.057820771486,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,168902.99369995663
2023,SMV6,NATIVE_CALLBACK,576900.0099163606,70387.31365555695,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,506512.69626080367
2024,ATRDR,BULL,-551029.1398280107,277768.5107477528,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-828797.6505757635
2024,ATRDR,FAST_BEAR,140341.8143513391,18306.45056220863,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,122035.36378913047
2024,ATRDR,SLOW_BEAR,943859.7963180579,121879.47217018402,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,821980.3241478739
2024,IFCGR,FIXED_BELOW_L_REPAIR,-4073652.3507487345,29140.707772993228,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-4102793.0585217276
2024,MCB,MCB,-210325.80092022687,87471.67851813014,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-297797.479438357
2024,SMV6,NATIVE_CALLBACK,2052911.646615993,466833.41609049734,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1586078.2305254957
2025,ATRDR,BULL,-561579.8687490383,226731.03631247435,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-788310.9050615127
2025,ATRDR,FAST_BEAR,1391935.855871508,91080.67797400487,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1300855.1778975031
2025,ATRDR,SLOW_BEAR,2385686.0342503926,33842.49731452232,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2351843.53693587
2025,IFCGR,FIXED_BELOW_L_REPAIR,3599277.9939075243,6743.981085751679,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,3592534.0128217726
2025,MCB,MCB,43742.88102262471,23467.513634033254,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,20275.367388591454
2025,SMV6,NATIVE_CALLBACK,2322375.8387227007,384178.6856417313,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1938197.1530809694
2026,ATRDR,BULL,-1274727.2702479563,233540.61734368885,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-1508267.8875916451
2026,ATRDR,FAST_BEAR,1334389.7110641105,36925.318701336946,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,1297464.3923627737
2026,ATRDR,SLOW_BEAR,-7183269.680941855,-3910.9643316901347,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-7179358.716610164
2026,IFCGR,FIXED_BELOW_L_REPAIR,-1614591.7206992537,12143.623981578541,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-1626735.3446808322
2026,MCB,MCB,-85656.19569363266,8660.237690092468,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,-94316.43338372513
2026,SMV6,NATIVE_CALLBACK,4475952.535418807,622044.8254142485,IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,3853907.710004558
2018,ATRDR,BULL,-23377.885945315284,-23377.885945315284,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,SLOW_BEAR,244538.4691879087,244538.4691879087,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,IFCGR,FIXED_BELOW_L_REPAIR,87460.77183940033,87460.77183940033,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,MCB,MCB,33476.11853456644,33476.11853456644,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,SMV6,NATIVE_CALLBACK,22037.74926284229,22037.74926284229,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,BULL,245447.47698634237,245447.47698634237,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,FAST_BEAR,4300.582713448923,4300.582713448923,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,SLOW_BEAR,3453.283503774573,3453.283503774573,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,IFCGR,FIXED_BELOW_L_REPAIR,7730.883573860368,7730.883573860368,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,MCB,MCB,80814.8695064485,80814.8695064485,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,SMV6,NATIVE_CALLBACK,27905.10637949992,27905.10637949992,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,BULL,192843.8297891357,192843.8297891357,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,FAST_BEAR,52368.00943257643,52368.00943257643,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,SLOW_BEAR,6141.289210562751,6141.289210562751,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,IFCGR,FIXED_BELOW_L_REPAIR,4202.940944051678,4202.940944051678,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,MCB,MCB,3073.629161994255,3073.629161994255,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,SMV6,NATIVE_CALLBACK,169138.00508529018,169138.00508529018,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,BULL,260092.7081599194,260092.7081599194,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,FAST_BEAR,25537.424389361637,25537.424389361637,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,SLOW_BEAR,93000.07341768114,93000.07341768114,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,IFCGR,FIXED_BELOW_L_REPAIR,5782.611785829486,5782.611785829486,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,MCB,MCB,9715.12458983369,9715.12458983369,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,SMV6,NATIVE_CALLBACK,41175.11735871985,41175.11735871985,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,BULL,19322.04575624994,19322.04575624994,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,FAST_BEAR,67274.00460192299,67274.00460192299,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,SLOW_BEAR,121998.84125622097,121998.84125622097,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,IFCGR,FIXED_BELOW_L_REPAIR,16907.873267857733,16907.873267857733,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,MCB,MCB,4700.969031382894,4700.969031382894,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,SMV6,NATIVE_CALLBACK,34415.49890170461,34415.49890170461,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,BULL,130639.01730977702,130639.01730977702,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,FAST_BEAR,-6708.822500369286,-6708.822500369286,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,SLOW_BEAR,83027.10275216492,83027.10275216492,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,IFCGR,FIXED_BELOW_L_REPAIR,1088.3488236568667,1088.3488236568667,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,MCB,MCB,60514.057820771486,60514.057820771486,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,SMV6,NATIVE_CALLBACK,70387.31365555695,70387.31365555695,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,BULL,277768.5107477528,277768.5107477528,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,FAST_BEAR,18306.45056220863,18306.45056220863,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,SLOW_BEAR,121879.47217018402,121879.47217018402,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,IFCGR,FIXED_BELOW_L_REPAIR,29140.707772993228,29140.707772993228,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,MCB,MCB,87471.67851813014,87471.67851813014,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,SMV6,NATIVE_CALLBACK,466833.41609049734,466833.41609049734,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,BULL,226731.03631247435,226731.03631247435,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,FAST_BEAR,91080.67797400487,91080.67797400487,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,SLOW_BEAR,33842.49731452232,33842.49731452232,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,IFCGR,FIXED_BELOW_L_REPAIR,6743.981085751679,6743.981085751679,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,MCB,MCB,23467.513634033254,23467.513634033254,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,SMV6,NATIVE_CALLBACK,384178.6856417313,384178.6856417313,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,BULL,233540.61734368885,233540.61734368885,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,FAST_BEAR,36925.318701336946,36925.318701336946,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,0.0
