architecture,variant,split,eligible_symbol_days,distinct_candidate_episodes,distinct_candidate_symbols,candidate_episodes_per_symbol_year,candidate_symbol_days_per_symbol_year,median_candidate_duration,p25_candidate_duration,p75_candidate_duration,max_candidate_duration,total_symbol_days,symbol_day_candidate_rate,labelled_candidate_days,labelled_positive_days,candidate_precision,candidate_precision_wilson_low,candidate_precision_wilson_high,raw_label_base_rate,precision_lift_over_raw_base,wave_n,wave_candidates,wave_recall,wave_wilson_low,wave_wilson_high,wave_symbol_cluster_low,wave_symbol_cluster_high,control_n,control_candidates,control_acceptance,control_wilson_low,control_wilson_high,control_symbol_cluster_low,control_symbol_cluster_high,matched_enrichment,matched_enrichment_cluster_low,matched_enrichment_cluster_high,balanced_matched_precision,temporal_state_composition_json,candidate_definition,pnl_swing_sample_large_enough
D_ANY_2_BASE_FREE_COMPONENTS,D,total,32479,10817,490,21.634,64.958,1.0,1.0,3.0,49,121251,0.267865832034375,32479,8992,0.2768558145263093,0.27201626386508687,0.2817481437722293,0.25125014440611954,1.101913056331625,1599,215,0.1344590368980613,0.1186111834460636,0.15205904187983804,0.11692442399179884,0.1540439314960451,1599,277,0.1732332707942464,0.15547266651725591,0.19256016963806247,0.15186284722222224,0.19313724263729087,0.776173285198556,0.6440623087479201,0.9285510316428208,0.4369918699186992,"{""ENSEMBLE_AMBIGUOUS"":15102,""LOST/TRANSITION"":3700,""MERGE"":1163,""SPLIT"":2703,""VALID_CANONICAL_BASE"":9811}",Candidate-first intake with at least two of four exactly observable base-free accumulation predicates true; fixed conjunction diagnostic.,False
D_ANY_2_BASE_FREE_COMPONENTS,D,discovery,2366,1027,332,2.054,4.732,1.0,1.0,3.0,39,39425,0.06001268230818009,2366,575,0.24302620456466612,0.22616919799027796,0.2607163084329581,0.22102432713528322,1.0995450487941814,643,10,0.015552099533437015,0.008469132877350663,0.028389139726513204,0.0060720051662899585,0.026475846146446262,643,21,0.03265940902021773,0.021458938871767398,0.049410759097610106,0.018517133718977955,0.04919583854696175,0.4761904761904762,0.1697528352457138,1.0271037296037295,0.3225806451612903,"{""ENSEMBLE_AMBIGUOUS"":1136,""LOST/TRANSITION"":281,""MERGE"":89,""SPLIT"":188,""VALID_CANONICAL_BASE"":672}",Candidate-first intake with at least two of four exactly observable base-free accumulation predicates true; fixed conjunction diagnostic.,False
D_ANY_2_BASE_FREE_COMPONENTS,D,validation,16256,4808,489,9.616,32.512,2.0,1.0,3.0,49,40918,0.39728236961728336,16256,5668,0.3486712598425197,0.3413820848121121,0.3560319390293699,0.3570555745637617,0.9765181800298576,541,123,0.22735674676524953,0.19403357178345684,0.26452451842038766,0.18968560013306493,0.267543871593675,541,155,0.28650646950092423,0.2500176098473515,0.3260058438376929,0.24577469463621882,0.3249133211678832,0.7935483870967741,0.6400472048890679,0.9661324949099017,0.44244604316546765,"{""ENSEMBLE_AMBIGUOUS"":7187,""LOST/TRANSITION"":1938,""MERGE"":677,""SPLIT"":1567,""VALID_CANONICAL_BASE"":4887}",Candidate-first intake with at least two of four exactly observable base-free accumulation predicates true; fixed conjunction diagnostic.,False
D_ANY_2_BASE_FREE_COMPONENTS,D,holdout,13857,4982,481,9.964,27.714,1.0,1.0,2.0,40,40908,0.3387356996186565,13857,2749,0.19838348848957205,0.1918277567811246,0.2051064030363848,0.17443141479178398,1.1373151374503228,415,82,0.19759036144578312,0.16212993274349216,0.23859796867599695,0.1591598455051203,0.2395356442119032,415,101,0.2433734939759036,0.20456372557169616,0.28689062901934437,0.1997645739910314,0.2887678743628599,0.8118811881188119,0.6154870128052545,1.06478793147101,0.44808743169398907,"{""ENSEMBLE_AMBIGUOUS"":6779,""LOST/TRANSITION"":1481,""MERGE"":397,""SPLIT"":948,""VALID_CANONICAL_BASE"":4252}",Candidate-first intake with at least two of four exactly observable base-free accumulation predicates true; fixed conjunction diagnostic.,False
D_ANY_1_PLUS_AMBIGUITY,D,total,31461,10974,492,21.948,62.922,2.0,1.0,3.0,44,121251,0.2594700249894846,31443,8231,0.2617752758960659,0.2569456109069048,0.2666631426266588,0.25125014440611954,1.0418910465298423,1599,311,0.1944965603502189,0.17583765404203167,0.2146198396649024,0.17620271156789855,0.21347849535617774,1599,316,0.19762351469668543,0.17884028151022938,0.21785613242488341,0.17577743180505984,0.21964453959119234,0.9841772151898734,0.8571088451142811,1.1388765231738576,0.4960127591706539,"{""ENSEMBLE_AMBIGUOUS"":31461}",Any one base-free accumulation predicate plus explicit ENSEMBLE_AMBIGUOUS state; no fake canonical base.,False
D_ANY_1_PLUS_AMBIGUITY,D,discovery,2964,1358,403,2.716,5.928,1.0,1.0,3.0,33,39425,0.07518072289156627,2964,623,0.2101889338731444,0.1959005950784833,0.22522751306423844,0.22102432713528322,0.9509764676016557,643,18,0.027993779160186624,0.017779515589406734,0.04381433909846705,0.016639087057724922,0.04105486250162059,643,31,0.04821150855365474,0.03416995492024757,0.06761922065414233,0.03210257391918954,0.06467420688935578,0.5806451612903226,0.2840910231375571,1.0518743642249246,0.3673469387755102,"{""ENSEMBLE_AMBIGUOUS"":2964}",Any one base-free accumulation predicate plus explicit ENSEMBLE_AMBIGUOUS state; no fake canonical base.,False
D_ANY_1_PLUS_AMBIGUITY,D,validation,13776,4928,485,9.856,27.552,2.0,1.0,3.0,44,40918,0.3366733466933868,13776,4841,0.3514082462253194,0.3434784729347984,0.359420866492698,0.3570555745637617,0.9841836152667774,541,158,0.2920517560073937,0.25530909334412405,0.33172673816728265,0.2527337928937098,0.3283609839318977,541,142,0.26247689463955637,0.2271694287579526,0.30113372101285424,0.22049922318954177,0.30511206383356476,1.112676056338028,0.9205444599803876,1.3585852896501862,0.5266666666666666,"{""ENSEMBLE_AMBIGUOUS"":13776}",Any one base-free accumulation predicate plus explicit ENSEMBLE_AMBIGUOUS state; no fake canonical base.,False
D_ANY_1_PLUS_AMBIGUITY,D,holdout,14721,4688,475,9.376,29.442,2.0,1.0,3.0,43,40908,0.35985626283367556,14703,2767,0.1881928858056179,0.18195672496997647,0.19459193602747196,0.17443141479178398,1.0788933061757298,415,135,0.3253012048192771,0.28200849303969294,0.3717984619635976,0.27903885216553054,0.37425844018828114,415,143,0.344578313253012,0.3004692861279235,0.3915382807370728,0.2931536779793943,0.3948792627397791,0.9440559440559441,0.7756786314313638,1.1907732939515212,0.4856115107913669,"{""ENSEMBLE_AMBIGUOUS"":14721}",Any one base-free accumulation predicate plus explicit ENSEMBLE_AMBIGUOUS state; no fake canonical base.,False
D_ANY_1_PLUS_VALID_BASE,D,total,20528,6859,478,13.718,41.056,2.0,1.0,3.0,99,121251,0.16930169648085377,20527,5041,0.2455789935207288,0.23973868412352115,0.25151451068830183,0.25125014440611954,0.9774282681556437,1599,174,0.10881801125703565,0.09448142480578883,0.12502965464904683,0.09419885965822161,0.1260042564511838,1599,250,0.15634771732332708,0.13937232629437665,0.1749703406287764,0.13714800603941746,0.17956167559033231,0.696,0.5755461350711595,0.8674169333165712,0.41037735849056606,"{""VALID_CANONICAL_BASE"":20528}",Any one base-free accumulation predicate plus a valid canonical base; comparison confirmation architecture.,False
D_ANY_1_PLUS_VALID_BASE,D,discovery,1984,950,305,1.9,3.968,1.0,1.0,2.0,46,39425,0.050323398858592265,1984,456,0.22983870967741934,0.21185819683827944,0.24886338372681543,0.22102432713528322,1.039879694042643,643,14,0.02177293934681182,0.013013212938725356,0.036212850707143474,0.011379608477695285,0.03356809257859181,643,29,0.04510108864696734,0.03158338147494849,0.06402189857843892,0.028141918161944866,0.06504710773280199,0.4827586206896552,0.23620172820809765,0.8918818466353673,0.32558139534883723,"{""VALID_CANONICAL_BASE"":1984}",Any one base-free accumulation predicate plus a valid canonical base; comparison confirmation architecture.,False
D_ANY_1_PLUS_VALID_BASE,D,validation,9353,3153,444,6.306,18.706,2.0,1.0,3.0,99,40918,0.22857910943838897,9353,3265,0.3490858548059446,0.33948907504894066,0.35880655041142673,0.3570555745637617,0.9776793297022341,541,85,0.15711645101663585,0.12888171827036352,0.19018625279955623,0.12747820085283182,0.18939801046782345,541,137,0.2532347504621072,0.2184185525990936,0.2915306341277758,0.20937806466441924,0.29753017510944335,0.6204379562043796,0.4619663167205292,0.8000963072048956,0.38288288288288286,"{""VALID_CANONICAL_BASE"":9353}",Any one base-free accumulation predicate plus a valid canonical base; comparison confirmation architecture.,False
D_ANY_1_PLUS_VALID_BASE,D,holdout,9191,2756,396,5.512,18.382,2.0,1.0,3.0,68,40908,0.22467488021902807,9190,1320,0.14363438520130578,0.13661274200677503,0.15095382857881595,0.17443141479178398,0.8234433308516123,415,75,0.18072289156626506,0.1466843611117925,0.22061800492870398,0.14421945009584514,0.21880829126379736,415,84,0.20240963855421687,0.1665629041341539,0.2437151502507617,0.16023830538393646,0.24285421972927335,0.8928571428571428,0.6715601784762592,1.1820397691739153,0.4716981132075472,"{""VALID_CANONICAL_BASE"":9191}",Any one base-free accumulation predicate plus a valid canonical base; comparison confirmation architecture.,False
