trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,normalized_excursion_order,oriented_order,mfe_at_entry,mae_at_entry,mfe_at_exit,mae_at_exit,boundary_clean,strict_interior,round_trip_return,realized_pnl,false_breakout
HOLDOUT_O0_2022_2023:300782.SZ-001,HOLDOUT_O0_2022_2023,300782.SZ,2023,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,19,0.066272189349112401,-0.1031065088757394,5,19,-0.73684210526315785,0.73684210526315785,False,False,False,True,False,False,-0.1048985038630007,-8517.8759999999893,True
HOLDOUT_O0_2022_2023:300782.SZ-002,HOLDOUT_O0_2022_2023,300782.SZ,2023,半导体,MARKET_MA20_X2,2,0.0124999999999999,-0.015625,1,0,0.5,-0.5,False,True,False,False,True,False,0.0045513861138859,349.89599999999336,False
HOLDOUT_O0_2022_2023:300792.SZ-001,HOLDOUT_O0_2022_2023,300792.SZ,2023,互联网电商,MARKET_MA20_X2,9,0.0065769805680118004,-0.064275037369207699,0,6,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.027104826032254802,-2357.601999999999,True
HOLDOUT_O0_2022_2023:300793.SZ-001,HOLDOUT_O0_2022_2023,300793.SZ,2022,消费电子,MARKET_MA20_X2,6,0.10397196261682221,-0.069509345794392496,1,5,-0.66666666666666663,0.66666666666666663,False,False,False,False,True,True,-0.049126870613211401,-4377.8440000000101,False
HOLDOUT_O0_2022_2023:300809.SZ-001,HOLDOUT_O0_2022_2023,300809.SZ,2023,通用设备,MARKET_MA20_X2,19,0.054393305439330603,-0.068619246861924402,14,7,0.36842105263157893,-0.36842105263157893,False,False,False,False,True,True,-0.025950953835024802,-2294.5399999999936,True
HOLDOUT_O0_2022_2023:300811.SZ-001,HOLDOUT_O0_2022_2023,300811.SZ,2023,金属新材料,MARKET_MA20_X2,4,0.1169496956103812,-0.034924703620634302,1,3,-0.5,0.5,False,False,False,False,True,True,-0.0232627033331936,-2034.9140000000043,False
HOLDOUT_O0_2022_2023:300832.SZ-001,HOLDOUT_O0_2022_2023,300832.SZ,2022,医疗器械,MARKET_MA20_X2,10,0.069977426636568904,-0.0356659142212188,3,9,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,-0.026553807366448402,-2590.5220000000122,True
HOLDOUT_O0_2022_2023:300855.SZ-001,HOLDOUT_O0_2022_2023,300855.SZ,2022,金属新材料,MARKET_MA20_X2,5,0.0506545247581104,-0.022955795864162298,2,1,0.20000000000000001,-0.20000000000000001,False,False,False,False,True,True,0.026213399577087501,2074.6349999999948,False
HOLDOUT_O0_2022_2023:300857.SZ-001,HOLDOUT_O0_2022_2023,300857.SZ,2023,消费电子,MARKET_MA20_X2,15,0.14711729622266401,-0.053280318091451201,2,14,-0.80000000000000004,0.80000000000000004,False,False,False,False,True,True,-0.043135668619147201,-3907.2499999999854,False
HOLDOUT_O0_2022_2023:300888.SZ-001,HOLDOUT_O0_2022_2023,300888.SZ,2022,个护用品,MARKET_MA20_X2,8,0.079480519480519402,-0.080519480519480505,5,2,0.375,-0.375,False,False,False,False,True,True,-0.003553329787096,-273.88000000000466,True
HOLDOUT_O0_2022_2023:300925.SZ-001,HOLDOUT_O0_2022_2023,300925.SZ,2023,软件开发,MARKET_MA20_X2,21,0.2166666666666667,-0.0134615384615384,16,0,0.76190476190476175,-0.76190476190476175,False,True,False,False,True,False,-0.012341766271342701,-1079.9220000000082,False
HOLDOUT_O0_2022_2023:300939.SZ-001,HOLDOUT_O0_2022_2023,300939.SZ,2023,光学光电子,MARKET_MA20_X2,2,0.0548763150412283,-0.0204719931760022,1,0,0.5,-0.5,False,True,False,False,True,False,0.0031097705251812002,273.69999999999709,False
HOLDOUT_O0_2022_2023:300994.SZ-001,HOLDOUT_O0_2022_2023,300994.SZ,2022,摩托车及其他,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.0015015015015015,-0.1570570570570568,0,4,-1,1,True,False,False,True,False,False,-0.15149520616628981,-16021.473999999987,True
HOLDOUT_O0_2022_2023:301039.SZ-001,HOLDOUT_O0_2022_2023,301039.SZ,2023,商用车,MARKET_MA20_X2,4,0.022906227630636801,-0.038654259126700001,3,2,0.25,-0.25,False,False,False,False,True,True,-0.037295106482872001,-3232.0899999999965,True
HOLDOUT_O0_2022_2023:301091.SZ-001,HOLDOUT_O0_2022_2023,301091.SZ,2023,工程咨询服务Ⅱ,MARKET_MA20_X2,2,0.0103519668737059,-0.024327122153209001,0,1,-0.5,0.5,True,False,False,False,False,False,-0.019044619976297,-1583.7330000000077,True
HOLDOUT_O0_2022_2023:301160.SZ-001,HOLDOUT_O0_2022_2023,301160.SZ,2023,特钢Ⅱ,MARKET_MA20_X2,13,0.1088305489260144,-0.032219570405727802,8,1,0.53846153846153844,-0.53846153846153844,False,False,False,False,True,True,0.029680820372944301,2489.7399999999907,False
HOLDOUT_O0_2022_2023:301321.SZ-001,HOLDOUT_O0_2022_2023,301321.SZ,2023,光学光电子,MARKET_MA20_X2,16,0.2449425915800984,-0.018589393110989502,1,0,0.0625,-0.0625,False,True,False,False,True,False,0.0094816821785346991,816.87600000001748,False
HOLDOUT_O0_2022_2023:301327.SZ-001,HOLDOUT_O0_2022_2023,301327.SZ,2023,电池,MARKET_MA20_X2,2,0.011229171697657501,-0.0141270224583432,1,0,0.5,-0.5,False,True,False,False,True,False,-0.015976296101869701,-1324.4800000000105,True
