trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,entry_industry,outcome_class,return_5d,return_10d,return_20d,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason
DEVELOPMENT_2024_2025:300803.SZ-001,DEVELOPMENT_2024_2025,300803.SZ,2024-09-24,2024-09-25,2024,软件开发,extreme_winner,0.9559574468085108,0.639787234042553,1.0548936170212766,True,True,False,False,1.6570212765957444,0.95634009985871238,94276.467999999993,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300827.SZ-001,DEVELOPMENT_2024_2025,300827.SZ,2025-09-03,2025-09-04,2025,光伏设备,ordinary_winner,0.074193548387096506,0.054838709677419398,0.18225806451612889,False,False,False,False,0.23645161290322561,0.027804414703237301,5020.8210000000126,23,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300863.SZ-001,DEVELOPMENT_2024_2025,300863.SZ,2025-06-23,2025-06-24,2025,汽车零部件,ordinary_winner,0.1081081081081081,0.031914893617021198,,False,False,False,False,0.12392179413456,0.0074712521521032001,1066.4510000000007,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300910.SZ-001,DEVELOPMENT_2024_2025,300910.SZ,2025-01-23,2025-01-24,2025,化学制品,ordinary_winner,-0.0136054421768706,0.084724799010513302,0.0243248814677385,False,False,False,False,0.1612038754895897,0.13387577570596271,20133.073999999982,36,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300919.SZ-001,DEVELOPMENT_2024_2025,300919.SZ,2024-03-11,2024-03-12,2024,电池,ordinary_loser,0.052641509433962203,-0.012830188679245199,,False,False,True,False,0.060377358490565899,-0.0164972763085969,-1575.4139999999898,12,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300938.SZ-001,DEVELOPMENT_2024_2025,300938.SZ,2025-10-29,2025-10-30,2025,专业服务,ordinary_winner,0.040682891391209397,0.083181983290955205,,False,False,False,False,0.17544496912459101,0.15360835805980691,26245.015000000018,13,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300945.SZ-001,DEVELOPMENT_2024_2025,300945.SZ,2024-12-02,2024-12-03,2024,饰品,severe_loser,-0.1149179157744467,-0.062098501070663698,,False,False,True,True,0.0435403283369021,-0.15764819969007871,-29089.929999999986,12,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300947.SZ-001,DEVELOPMENT_2024_2025,300947.SZ,2025-03-17,2025-03-18,2025,一般零售,severe_loser,-0.093735054997608799,,,False,False,True,True,0.0043041606886655998,-0.1003186196873426,-15538.223999999987,5,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300971.SZ-001,DEVELOPMENT_2024_2025,300971.SZ,2024-12-05,2024-12-06,2024,专用设备,severe_loser,-0.025716694772343899,,,False,False,True,True,0.0067453625632376999,-0.10057463697852891,-16710.575000000012,9,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300987.SZ-001,DEVELOPMENT_2024_2025,300987.SZ,2025-06-12,2025-06-13,2025,数字媒体,severe_loser,-0.068150840527033102,,,False,False,True,True,0.089959109495683504,-0.1588342614720761,-26436.418000000005,6,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301048.SZ-001,DEVELOPMENT_2024_2025,301048.SZ,2025-06-10,2025-06-11,2025,轨交设备Ⅱ,ordinary_loser,0.0119156736938588,,,False,False,True,False,0.025664527956003599,-0.065544633435917404,-10500.909000000012,8,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301048.SZ-002,DEVELOPMENT_2024_2025,301048.SZ,2025-08-08,2025-08-11,2025,轨交设备Ⅱ,severe_loser,-0.093640810621942697,-0.073375262054507395,,False,False,False,True,0.13207547169811301,-0.13520894689725871,-24949.071000000025,18,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:301052.SZ-001,DEVELOPMENT_2024_2025,301052.SZ,2025-06-10,2025-06-11,2025,出版,ordinary_loser,0.0088648116227528998,,,False,False,True,False,0.095789214479192197,-0.041564197929625103,-6251.5570000000007,8,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025-11-05,2025-11-06,2025,专用设备,ordinary_winner,0.11876355748373089,,,False,False,False,False,0.1366594360086768,0.094142151381549605,15813.226999999992,8,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025-06-23,2025-06-24,2025,医疗器械,strong_winner,-0.0457831325301205,-0.0090361445783132995,0.077349397590361399,False,True,False,False,0.80722891566265065,0.4026989734923595,70089.303299999985,75,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025-07-30,2025-07-31,2025,医疗服务,ordinary_winner,0.11738317757009351,0.11308411214953271,0.024299065420560501,False,False,False,False,0.30859813084112148,0.027682230986636799,4150.9450000000197,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025-06-04,2025-06-05,2025,金属新材料,strong_winner,0.61024390243902427,0.40243902439024382,,False,True,False,False,0.72878048780487803,0.342693529562414,52587.453000000001,12,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025-06-25,2025,通信设备,strong_winner,0.0082159624413145008,0.022635814889335901,0.036384976525821698,False,True,False,False,0.79074446680080468,0.46936602829865082,74354.740000000034,70,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025-09-04,2025,计算机设备,ordinary_loser,-0.0057832537088257996,-0.0517978375660045,,False,False,True,False,0.093789288408347798,-0.078813852343560906,-14077.13400000002,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025-05-19,2025-05-20,2025,医疗器械,ordinary_loser,-0.023391812865496998,,,False,False,False,False,0.1106237816764131,-0.033606257290467803,-5039.1169999999984,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025-02-17,2025-02-18,2025,军工电子Ⅱ,ordinary_loser,0.064285714285714196,-0.075714285714285706,,False,False,False,False,0.1224489795918365,-0.0747114545533515,-11352.539999999981,10,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
