baseline_block,source_execution_ledger_sha256,strategy_sha256,feature_artifact_sha256,trade_id,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,entry_year,entry_quarter,canonical_exit_reason,breadth_above_ma20,breadth_positive_return20,breadth_above_ma20_change20,breadth_above_ma20_within_year_rank,breadth_positive_return20_within_year_rank,breadth_above_ma20_change20_within_year_rank,breadth_composite,breadth_tercile,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,return_5d,return_10d,return_20d,round_trip_return,realized_pnl,giveback_from_peak,opportunity20,opportunity50,converted20,converted50,conversion20_within_opportunity,conversion50_within_opportunity,capture_ratio_opportunity20,false_breakout,severe_loss,extreme_loss
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300357.SZ-002,300357.SZ,2020-07-31,2020-08-03,2020-08-12,2020-08-13,2020,2020Q3,MARKET_MA20_X2,0.5,0.7343096234309623,-0.34615384615384615,0.3076923076923077,0.8153846153846154,0.09230769230769231,0.4051282051282052,MIDDLE,8,0.0056699492688752,-0.0898239331542822,0,7,-0.0531184720978811,,,-0.0731329572969497,-9786.848999999987,0.0682090539845057,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300595.SZ-002,300595.SZ,2020-09-03,2020-09-04,2020-09-07,2020-09-08,2020,2020Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.7786561264822134,0.6264822134387352,0.1356453737940413,0.7538461538461538,0.5076923076923077,0.7384615384615385,0.6666666666666666,HIGH,2,0.0145985401459853,-0.1503649635036495,0,1,,,,-0.1369103888811917,-17836.70599999999,0.0516549144286369,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300702.SZ-002,300702.SZ,2020-08-28,2020-08-31,2020-09-08,2020-09-09,2020,2020Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.6735112936344969,0.6776180698151951,0.1735112936344969,0.5461538461538461,0.6846153846153846,0.8076923076923077,0.6794871794871794,HIGH,7,0.0582857142857142,-0.1020408163265306,0,6,-0.0644897959183673,,,-0.0848509418765859,-11387.001999999991,0.1215856357541369,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300529.SZ-001,300529.SZ,2020-08-28,2020-08-31,2020-09-09,2020-09-10,2020,2020Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.6735112936344969,0.6776180698151951,0.1735112936344969,0.5461538461538461,0.6846153846153846,0.8076923076923077,0.6794871794871794,HIGH,8,0.0398709677419355,-0.1161290322580644,3,7,0.0076129032258065,,,-0.0822372016414765,-11430.547999999995,0.0944952661576055,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300725.SZ-001,300725.SZ,2020-08-27,2020-08-28,2020-09-09,2020-09-10,2020,2020Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.5847457627118644,0.6758474576271186,0.12272044625616818,0.4461538461538462,0.6461538461538462,0.6461538461538462,0.5794871794871795,MIDDLE,9,0.0374252602052114,-0.1400310031741345,1,8,-0.0003690854063631,,,-0.1202294723657409,-16165.733000000007,0.12643010719264,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300044.SZ-002,300044.SZ,2020-08-27,2020-08-28,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.5847457627118644,0.6758474576271186,0.12272044625616818,0.4461538461538462,0.6461538461538462,0.6461538461538462,0.5794871794871795,MIDDLE,10,0.2068095838587642,-0.0416141235813367,8,9,0.0529634300126102,-0.0264817150063051,,-0.0275352736396646,-3652.6509999999994,0.1763372912941412,True,False,False,False,0.0,,-0.1331431219283782,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300075.SZ-001,300075.SZ,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.702048417132216,0.7411545623836127,0.23280012556046203,0.6615384615384615,0.8307692307692308,0.8307692307692308,0.7743589743589744,HIGH,2,0.0006246096189879,-0.1449094316052468,0,1,,,,-0.1410076494398793,-18530.27800000001,0.1091525588714844,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300110.SZ-001,300110.SZ,2020-08-27,2020-08-28,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.5847457627118644,0.6758474576271186,0.12272044625616818,0.4461538461538462,0.6461538461538462,0.6461538461538462,0.5794871794871795,MIDDLE,10,0.46875,-0.0208333333333332,8,2,0.3083333333333333,0.06875,,0.096370909780674,13479.758999999996,0.2890457568859927,True,False,False,False,0.0,,0.2055912741987712,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300194.SZ-001,300194.SZ,2020-09-02,2020-09-03,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.7987927565392354,0.6599597585513078,0.1490037270033705,0.8461538461538461,0.6153846153846154,0.7538461538461538,0.7384615384615385,HIGH,6,0.0833333333333334,-0.1257575757575757,4,6,-0.0015151515151514,,,-0.1150703019735407,-15574.099000000006,0.1877975747008134,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300310.SZ-001,300310.SZ,2020-09-01,2020-09-02,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.6843177189409368,0.6130346232179226,0.06036813910900407,0.6153846153846154,0.4153846153846154,0.38461538461538464,0.47179487179487184,MIDDLE,7,0.2852713178294572,-0.0728682170542635,5,7,0.2759689922480621,,,-0.0365877601394105,-5202.158999999973,0.3125567523874726,True,False,False,False,0.0,,-0.12825600701043363,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300452.SZ-001,300452.SZ,2020-08-25,2020-08-26,2020-09-10,2020-09-11,2020,2020Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.6355555555555555,0.7644444444444445,0.2723076923076923,0.47692307692307695,0.8769230769230769,0.9230769230769231,0.7589743589743589,HIGH,12,0.0985221674876846,-0.1002814919071076,6,12,0.0763546798029555,-0.0228712174524983,,-0.0935478793628624,-13284.722000000014,0.1699025591658179,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300593.SZ-001,300593.SZ,2020-09-07,2020-09-08,2020-09-10,2020-09-11,2020,2020Q3,SET_REMOVAL,0.7090558766859345,0.6994219653179191,0.1309308766859345,0.676923076923077,0.7538461538461538,0.676923076923077,0.7025641025641026,HIGH,3,0.0654761904761904,-0.1319444444444444,1,2,,,,-0.1293785620040621,-17223.00200000002,0.1383071334326335,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300124.SZ-001,300124.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.3938814531548757,0.30592734225621415,-0.38477467332733767,0.24615384615384617,0.06153846153846154,0.06153846153846154,0.12307692307692308,LOW,16,0.2655948553054661,-0.067524115755627,16,10,0.0035369774919613,-0.0003215434083602,,0.2627456461988227,31090.22199999999,0.0028492091066434,True,False,True,False,1.0,,0.9892723482788607,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300177.SZ-001,300177.SZ,2020-10-16,2020-10-19,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.6836518046709129,0.7876857749469215,0.522071912390841,0.6,0.9076923076923077,1.0,0.8358974358974359,HIGH,11,0.0662047729022323,-0.0993071593533487,0,10,-0.0669745958429561,-0.0500384911470361,,-0.0205698732744941,-2611.2800000000134,0.0529024367848866,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300408.SZ-002,300408.SZ,2020-10-12,2020-10-13,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.6992337164750958,0.4099616858237548,-0.0722506585249042,0.6307692307692307,0.27692307692307694,0.18461538461538463,0.36410256410256414,MIDDLE,15,0.0482469283787834,-0.1387473778843272,0,4,-0.1321546299071021,-0.065028468684447,,-0.0028386957961213,-374.4289999999706,-0.0082491076201206,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300409.SZ-001,300409.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.5539714867617108,0.6232179226069247,0.24332576250342114,0.36153846153846153,0.46923076923076923,0.8692307692307693,0.5666666666666667,MIDDLE,3,0.0907811400422238,-0.0323715693173821,2,1,,,,0.0675320457164228,7972.896999999997,0.0021372012927255,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300503.SZ-001,300503.SZ,2020-10-26,2020-10-27,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.5610766045548654,0.5755693581780539,0.15033137058606127,0.4,0.36923076923076925,0.7692307692307693,0.5128205128205129,MIDDLE,5,0.0537046245648931,-0.0308304326205868,4,3,0.026355047240179,,,0.0271979030249221,3230.230999999996,0.01258330035648,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300520.SZ-001,300520.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.3938814531548757,0.30592734225621415,-0.38477467332733767,0.24615384615384617,0.06153846153846154,0.06153846153846154,0.12307692307692308,LOW,16,0.6025482942868887,-0.0131524866420056,7,0,0.1220715166461159,0.321002877106453,,0.1844743113673066,23704.279000000013,0.409442663560766,True,True,False,False,0.0,0.0,0.30615688919280826,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300586.SZ-001,300586.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.5539714867617108,0.6232179226069247,0.24332576250342114,0.36153846153846153,0.46923076923076923,0.8692307692307693,0.5666666666666667,MIDDLE,3,0.0526785714285713,-0.0357142857142855,2,2,,,,0.0389913657770802,4589.970000000016,0.0020800627943484,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300631.SZ-001,300631.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.5539714867617108,0.6232179226069247,0.24332576250342114,0.36153846153846153,0.46923076923076923,0.8692307692307693,0.5666666666666667,MIDDLE,3,0.0602866779089374,-0.0505902192242833,0,2,,,,-0.0070469159845213,-819.8680000000022,0.0378226326792938,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300732.SZ-001,300732.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.5539714867617108,0.6232179226069247,0.24332576250342114,0.36153846153846153,0.46923076923076923,0.8692307692307693,0.5666666666666667,MIDDLE,3,0.1056818181818182,-0.0170454545454545,0,0,,,,0.04676800472255,5520.3979999999865,0.0384592680047226,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300750.SZ-001,300750.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,2020,2020Q4,MARKET_MA20_X2,0.3938814531548757,0.30592734225621415,-0.38477467332733767,0.24615384615384617,0.06153846153846154,0.06153846153846154,0.12307692307692308,LOW,16,0.1644736842105263,-0.0380263157894735,15,10,0.0004385964912281,-0.0131578947368421,,0.1380724538619275,15756.0,0.0028924584187741,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300327.SZ-001,300327.SZ,2020-11-09,2020-11-10,2020-11-12,2020-11-13,2020,2020Q4,MARKET_MA20_X2,0.5489130434782609,0.5253623188405797,-0.15032067299683494,0.3230769230769231,0.3230769230769231,0.15384615384615385,0.26666666666666666,LOW,3,0.030520646319569,-0.08951013080277,1,2,,,,-0.0851861654631595,-10639.136,0.1100643393539006,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300429.SZ-001,300429.SZ,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020,2020Q4,MARKET_MA20_X2,0.4007285974499089,0.4335154826958106,-0.3922401525500911,0.27692307692307694,0.3076923076923077,0.03076923076923077,0.20512820512820515,LOW,2,0.0144478844169246,-0.04437564499484,0,1,,,,-0.0153870896904952,-1940.25,0.0060991639939008,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300271.SZ-005,300271.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37971698113207547,0.36556603773584906,-0.01844815648260345,0.13076923076923078,0.16153846153846155,0.2692307692307692,0.18717948717948718,LOW,4,0.010939268200679,-0.039230479064504,0,3,,,,-0.0215740502424774,-2690.750000000029,0.0125208627660534,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300347.SZ-001,300347.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37971698113207547,0.36556603773584906,-0.01844815648260345,0.13076923076923078,0.16153846153846155,0.2692307692307692,0.18717948717948718,LOW,4,0.1072826938136257,-0.0047768206734534,3,0,,,,0.0847508012739025,9750.150000000023,0.0044426208091045,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300390.SZ-001,300390.SZ,2020-12-07,2020-12-08,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37799043062200954,0.24880382775119617,-0.17092261285625132,0.08461538461538462,0.023076923076923078,0.13076923076923078,0.0794871794871795,LOW,3,0.0973684210526315,-0.0168421052631578,0,0,,,,0.0310936431989063,3843.904999999999,0.0120642515379357,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300408.SZ-003,300408.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37971698113207547,0.36556603773584906,-0.01844815648260345,0.13076923076923078,0.16153846153846155,0.2692307692307692,0.18717948717948718,LOW,4,0.0179710144927536,-0.0217391304347825,2,3,,,,-0.0034443817052511,-428.2199999999866,0.0173574251835119,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300476.SZ-001,300476.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37971698113207547,0.36556603773584906,-0.01844815648260345,0.13076923076923078,0.16153846153846155,0.2692307692307692,0.18717948717948718,LOW,4,0.0237203495630462,-0.0595089471493965,0,3,,,,-0.0389610389610389,-4779.5669999999955,0.0576876307213386,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300595.SZ-003,300595.SZ,2020-12-07,2020-12-08,2020-12-10,2020-12-11,2020,2020Q4,MARKET_MA20_X2,0.37799043062200954,0.24880382775119617,-0.17092261285625132,0.08461538461538462,0.023076923076923078,0.13076923076923078,0.0794871794871795,LOW,3,0.038293813028073,-0.0156718451894247,2,0,,,,0.034587244317416,4318.934999999998,0.0020712457343692,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300308.SZ-002,300308.SZ,2020-12-21,2020-12-22,2020-12-25,2020-12-28,2020,2020Q4,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.38202247191011235,0.36797752808988765,0.10011771000535047,0.19230769230769232,0.2230769230769231,0.5,0.30512820512820515,LOW,4,0.0063636363636363,-0.1087272727272726,0,4,,,,-0.1105080374171283,-13993.246,0.0599625828716737,False,False,False,False,,,,True,True,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300015.SZ-002,300015.SZ,2020-12-25,2020-12-28,2020-12-29,2020-12-30,2020,2020Q4,MARKET_MA20_X2,0.3196480938416422,0.36070381231671556,0.07948246237166293,0.038461538461538464,0.11538461538461539,0.45384615384615384,0.2025641025641026,LOW,2,0.0,-0.0326116744313511,0,1,,,,-0.0263395141443921,-3271.106,0.0133222491402814,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300285.SZ-001,300285.SZ,2020-12-21,2020-12-22,2020-12-29,2020-12-30,2020,2020Q4,MARKET_MA20_X2,0.38202247191011235,0.36797752808988765,0.10011771000535047,0.19230769230769232,0.2230769230769231,0.5,0.30512820512820515,LOW,6,0.0682222222222221,-0.0335555555555555,4,2,0.0333333333333334,,,-0.0241758241758241,-3049.199999999997,0.0575091575091575,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300406.SZ-001,300406.SZ,2020-12-25,2020-12-28,2020-12-29,2020-12-30,2020,2020Q4,MARKET_MA20_X2,0.3196480938416422,0.36070381231671556,0.07948246237166293,0.038461538461538464,0.11538461538461539,0.45384615384615384,0.2025641025641026,LOW,2,0.0612331081081081,-0.0097128378378378,1,0,,,,0.047312062937063,5943.791000000012,0.0020967208467207,False,False,False,False,,,,False,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300408.SZ-004,300408.SZ,2020-12-21,2020-12-22,2020-12-29,2020-12-30,2020,2020Q4,MARKET_MA20_X2,0.38202247191011235,0.36797752808988765,0.10011771000535047,0.19230769230769232,0.2230769230769231,0.5,0.30512820512820515,LOW,6,0.0441216771718278,-0.0326116744313511,4,3,-0.0106878596875856,,,-0.003092002543907,-383.99599999998463,0.0121355761257101,False,False,False,False,,,,True,False,False
EXTENDED_2018_2021,878e5d52661323507d62ae5d72bcf8f050d005f8c64a631ab6fb5ae59b7bd249,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,EXTENDED_2018_2021:300750.SZ-002,300750.SZ,2020-12-15,2020-12-16,2020-12-29,2020-12-30,2020,2020Q4,MARKET_MA20_X2,0.3485254691689008,0.3726541554959786,0.133710654354086,0.06153846153846154,0.26153846153846155,0.7230769230769231,0.34871794871794876,LOW,10,0.1789079229122054,-0.0114204139900071,4,0,0.1193433261955745,0.099214846538187,,0.1397595980037093,15679.919999999998,0.0201261978563905,False,False,False,False,,,,False,False,False
