scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,target_gross,average_gross_exposure,median_exposure,p90_exposure,p95_exposure,max_exposure,observed_checkpoint_max_gross,share_checkpoints_90pct_target,share_days_90pct_target,zero_actual_exposure_days,pending_adjustments_at_end,normalization_weight_error_max,normalization_weight_error_p95,normalization_weight_error_median,normalization_max_gross_overshoot,observed_completed_timestamp_MaxDD
SINGLE,SMV6,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.0984656416904463,0.0,0.4963912012059948,0.5057804300069981,0.5224201450394611,0.5224201450394611,0.5327102803738317,0.1233299075025693,698,0,0.3767265789731476,0.2222755984374257,0.0004325140380859,4.98439007162732e-05,0.0514606402876633
SINGLE,SMV6,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.0767676179057694,0.0,0.432245549774317,0.5119404681920965,0.5253213933979201,0.5258486358393599,0.5384615384615384,0.0950413223140495,385,0,0.4460657843913385,0.1539301310176228,0.0001906076572349,0.0,0.0526896516593645
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4073097307489698,0.4859091592344244,0.5036603992804415,0.5069253299058792,0.5284273322778479,0.5284273322778479,0.8760255241567912,0.671120246659815,72,0,0.8822427683195944,0.2342696792981827,0.0007398273490964,0.0087821075133462,0.1527444424401071
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.416617386723593,0.4907625319395239,0.5031633553092028,0.5058191599564611,0.5322804100858947,0.543660448769936,0.912,0.768595041322314,54,0,0.8774026929953931,0.2016588121147282,5.551115123125783e-17,0.0015532970900469,0.0919551801160494
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4065933236274918,0.4845513456809435,0.5036456024456986,0.5069805596010672,0.5284273322778481,0.5284273322778481,0.8689717925386715,0.6762589928057554,72,0,0.8822427683195939,0.2485487605790546,0.0009935989404198,0.0108676047742994,0.1538465221286212
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.412278762927827,0.4903817252780278,0.5030269643466502,0.5058191599564611,0.5322804100858953,0.5436604487699367,0.9093333333333332,0.7582644628099173,57,0,0.8776032336544964,0.2167268888271278,5.551115123125783e-17,0.0014351361405697,0.0919551801160493
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4065159382680888,0.4857389944092778,0.5036612254920528,0.5069253299058789,0.5284273322778482,0.5284273322778482,0.8771929824561403,0.671120246659815,72,0,0.8829071268561051,0.2348954378397599,0.0007143364552247,0.0082942676316326,0.1568221365126839
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4166219795968587,0.4907760409121385,0.503163355309203,0.5058192338404301,0.5322804100858949,0.5436604487699362,0.912,0.768595041322314,54,0,0.8773807793466171,0.2015526119428462,5.551115123125783e-17,0.0015515465653035,0.0919438805693912
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4058197538600048,0.4845499205744552,0.5036612254920537,0.5069806490137899,0.5284273322778481,0.5284273322778481,0.8683241252302025,0.6752312435765673,72,0,0.8829071268561053,0.2498683434444549,0.0008698909074958,0.0108605158284162,0.1579184967865404
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.5,0.4122837219811875,0.4903817252780279,0.5030269643466504,0.5058192338404301,0.532280410085896,0.5436604487699375,0.9093333333333332,0.7582644628099173,57,0,0.8775814596682859,0.2166636420201662,5.551115123125783e-17,0.0014338450795953,0.0919438805693915
SINGLE,ATRDR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.598607929604818,0.7387170301503647,0.7528982428276755,0.7554287427575056,0.7739006587146144,0.7739006587146144,0.9649805447470816,0.736896197327852,139,0,0.5319889194722732,0.0441943810965153,1.3877787807814457e-17,1.1102230246251563e-16,0.2967903903969574
SINGLE,ATRDR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.5688219327210192,0.7443645798086165,0.7524214572548891,0.7543035296217382,0.77158923550676,0.7795580824395903,1.0,0.7355371900826446,109,0,0.0844191776228775,5.551115123125783e-17,1.3877787807814457e-17,1.1102230246251563e-16,0.1365583147428545
SINGLE,MCB,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.2573225307620005,0.0,0.7495874787312415,0.7516566672472292,0.7573582644418306,0.7590926591280157,1.0,0.3278520041109969,631,0,0.0814019902304745,0.0007989283819311,1.3877787807814457e-17,1.1102230246251563e-16,0.1197952032640561
SINGLE,MCB,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.3000255098269765,0.0,0.7511415576075521,0.7522417940621976,0.7581135784251168,0.7610980228069394,1.0,0.384297520661157,286,0,1.1102230246251563e-16,5.551115123125783e-17,1.3877787807814457e-17,0.0,0.1022233680639852
SINGLE,OGR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.2715434267706777,0.0,0.7506856642281355,0.7530729745491992,0.7696812615690768,0.7696812615690768,0.97624703087886,0.3103802672147996,568,0,0.502001787951263,0.4999450207182051,0.019261758011288,0.0008937994742365,0.1361070447208879
SINGLE,OGR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.2925470250710555,0.0,0.7518634545778559,0.7536441827381104,0.7608994501178309,0.7608994501178309,1.0,0.3884297520661157,293,0,0.499975915276145,0.1010803963122458,5.551115123125783e-17,0.0005597318409841,0.2010219724555393
SINGLE,IFCGR,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.2665767611626795,0.0,0.7506017441605801,0.7535292055631074,0.76473296590461,0.7678328041584263,0.9753694581280788,0.3001027749229188,570,0,0.5020017879512632,0.4999600558396102,0.019170810964109,0.000893707213003,0.1381620332461686
SINGLE,IFCGR,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.2925469685975141,0.0,0.7518634545778557,0.7536441827381103,0.7608994501178308,0.7608994501178308,1.0,0.3884297520661157,293,0,0.499975915276145,0.1012020972196261,5.551115123125783e-17,0.0005603019988263,0.2010219724555393
SINGLE,SMV6,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.1378661516292285,0.0,0.6716457668161663,0.7533748049633279,0.7663595597586945,0.7663595597586945,0.4392523364485981,0.0996916752312435,695,0,0.419424804778404,0.2763912156759548,0.0007165581701494,6.713450959039413e-06,0.0741376281715924
SINGLE,SMV6,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.1098190521781893,0.0,0.5912491244426588,0.7588160018247,0.7685177860125475,0.7688938166196609,0.3846153846153846,0.0909090909090909,384,0,0.4641534119356649,0.2000952075111395,0.0254372032792581,0.0,0.0757424453268216
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6050545062929171,0.7298707457670457,0.7524476068912925,0.7547919298505779,0.7700796529862198,0.7700796529862198,0.8630259623992838,0.6557040082219938,71,0,0.9005435303804012,0.2483841567353573,0.0036562123338522,0.0035944111639615,0.2241070783543088
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6204181738303989,0.7407466568085679,0.7520032665605396,0.7540574255877023,0.7734532277546622,0.781375469498768,0.905511811023622,0.7520661157024794,52,0,0.8893147276827389,0.2464926884876322,5.551115123125783e-17,0.0010446458057276,0.1368413524797614
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6041869387293685,0.7288240933026623,0.7524295091942264,0.7548606164321259,0.7700796529862196,0.7700796529862196,0.8505338078291815,0.645426515930113,59,0,0.8998103087140639,0.2565005442777148,0.0037119946476714,0.0034750832879633,0.2255763712839473
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6187209407060759,0.7396523662102993,0.7520397429845039,0.7540844002293512,0.7734532277546634,0.7813754694987691,0.9002624671916011,0.7458677685950413,52,0,0.8891142150609133,0.2512699951066181,5.551115123125783e-17,0.0011129830247604,0.1368413524797616
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6044146015450105,0.7297522982739902,0.752447682093487,0.7548277397888912,0.7700796529862199,0.7700796529862199,0.8621940163191296,0.6557040082219938,72,0,0.9002346836166637,0.2525773170183848,0.0033793768838118,0.0035576760267072,0.229848239249191
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6204243873295879,0.7407463793952227,0.7520032266384503,0.7540574751610373,0.7734532277546634,0.7813754694987691,0.905511811023622,0.7520661157024794,52,0,0.8893012753489915,0.2464925690637229,5.551115123125783e-17,0.0010434080700905,0.1368248795138122
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6035143733192879,0.7289114250840136,0.7524066879461894,0.7548608349532148,0.7700796529862177,0.7700796529862177,0.8494138863841298,0.6464542651593012,59,0,0.899494151040988,0.2570531942421257,0.0036731657990382,0.0034377836024057,0.2313061265342767
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.75,0.6187276404050615,0.7396549445135296,0.7520409112491212,0.7540843461216,0.7734532277546627,0.7813754694987685,0.9002624671916011,0.7458677685950413,52,0,0.8891005801374341,0.2512220597786412,5.551115123125783e-17,0.0011116390387674,0.1368248795138124
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.6888375158073644,0.9859326012591828,1.0,1.0,1.0,1.0,0.8094534711964549,0.5889003083247688,167,0,,,,0.0,0.398620688039295
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.7088023438702482,0.9866459154669484,1.0,1.0,1.0,1.0,0.7681159420289855,0.6012396694214877,73,0,,,,0.0,0.336937719370587
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.6894019643668086,0.9858930864291146,1.0,1.0,1.0,1.0,0.8112094395280236,0.591983556012333,167,0,,,,0.0,0.4091428381761431
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.7091129603696225,0.9886935418822884,1.0,1.0,1.0,1.0,0.7720588235294118,0.5991735537190083,73,0,,,,0.0,0.3368069205893012
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.6821397429055958,0.9860782344222996,1.0,1.0,1.0,1.0,0.8035714285714286,0.5837615621788284,167,0,,,,0.0,0.3318454186674606
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.7088040868631654,0.9866468016097064,1.0,1.0,1.0,1.0,0.7681159420289855,0.6012396694214877,73,0,,,,0.0,0.3369370390418132
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.682504293740443,0.986039122853904,1.0,1.0,1.0,1.0,0.8053491827637445,0.5868448098663926,167,0,,,,0.0,0.3319890044866808
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,1.0,0.7091146190335499,0.9887121184712672,1.0,1.0,1.0,1.0,0.7720588235294118,0.5991735537190083,73,0,,,,0.0,0.3368061400122615
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,ATRDR,1.0,0.7935520949978413,0.971310675330407,1.0,1.0,1.0,1.0,0.9335205992509364,0.7019527235354573,72,1,,,,0.0,0.3283839789842619
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,MCB,1.0,0.373770390355467,0.1056536598411703,0.9941947499046088,1.0,1.0,1.0,0.3586654309545876,0.2949640287769784,72,0,,,,0.0,0.1352328284068708
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,OGR,1.0,0.4308164141908436,0.1995783565281626,1.0,1.0,1.0,1.0,0.5729166666666666,0.3186022610483042,72,0,,,,0.0,0.1809923180084451
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,SMV6,1.0,0.1934558601847552,0.0652765932368625,0.6242820161667653,0.7641578014443153,1.0,1.0,0.0369685767097966,0.0236382322713257,75,0,,,,0.0,0.0810282070775271
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,ATRDR,1.0,0.759510434749253,0.9861695899919024,1.0,1.0,1.0,1.0,0.9207650273224044,0.7169421487603306,54,0,,,,0.0,0.1771768394114229
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,MCB,1.0,0.4234691263156435,0.1308954249889765,1.0,1.0,1.0,1.0,0.5121293800539084,0.3677685950413223,54,0,,,,0.0,0.1362999263612268
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,OGR,1.0,0.4607892024329597,0.2316972408933075,1.0,1.0,1.0,1.0,0.5297297297297298,0.3574380165289256,54,0,,,,0.0,0.2725749610182579
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,SMV6,1.0,0.1920336278311368,0.0731286821449909,0.6041103577284439,0.7403585082042203,0.878445643906016,0.8806010644651607,0.0,0.0,54,0,,,,0.0,0.0603648189007114
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,ATRDR,1.0,0.7935605343125388,0.9712897627913272,1.0,1.0,1.0,1.0,0.9327651515151516,0.7019527235354573,72,1,,,,0.0,0.3284617828974241
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,MCB,1.0,0.3737360952992321,0.1057404513761122,0.9941898589422712,1.0,1.0,1.0,0.3621013133208255,0.2949640287769784,72,0,,,,0.0,0.1352316957451386
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,IFCGR,1.0,0.4276664933943613,0.2025643109491825,1.0,1.0,1.0,1.0,0.5524542829643888,0.303186022610483,72,0,,,,0.0,0.1856806677104145
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,SMV6,1.0,0.1934558772075083,0.065314602818371,0.6242993806973902,0.7642044583147675,1.0,1.0,0.0364826941066417,0.0236382322713257,75,0,,,,0.0,0.0810329101477603
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,ATRDR,1.0,0.7595105834876685,0.9861709195318904,1.0,1.0,1.0,1.0,0.9207650273224044,0.7169421487603306,54,0,,,,0.0,0.1771763644621051
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,MCB,1.0,0.4234835859764233,0.1309934450630215,1.0,1.0,1.0,1.0,0.5121293800539084,0.3677685950413223,54,0,,,,0.0,0.1363010282596568
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,IFCGR,1.0,0.4608457088771259,0.2318861519773,1.0,1.0,1.0,1.0,0.5297297297297298,0.3574380165289256,54,0,,,,0.0,0.2725831824415958
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,SMV6,1.0,0.1921219542585941,0.0731825741893647,0.6042497764069019,0.7404628149274594,0.8787965554281547,0.8809587388634077,0.0,0.0,54,0,,,,0.0,0.0603740897972716
