scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,attributed_strategy,route,pnl_scaled,capital_days_scaled,pnl_native,capital_days_native,incremental_pnl,incremental_capital_days
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-50586.69185361695,429862843.439761,18087.484078905058,5548263.75486334,-68674.175932522,424314579.68489766
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,412873.41780012066,498333797.9401627,103922.07704857373,99495191.73811868,308951.3407515469,398838606.20204407
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,2193016.9907105025,2273770301.4771237,149961.06306602713,326044106.73228675,2043055.9276444751,1947726194.7448368
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,V27,2424940.598145178,1818361473.0590057,265591.126109939,131925927.04586086,2159349.472035239,1686435546.013145
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,MCB,MCB,154909.7401277161,109122142.50881244,82291.4480411118,53241230.938592166,72618.2920866043,55880911.57022028
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-50586.69185361695,429862843.439761,18087.484078905058,5548263.75486334,-68674.175932522,424314579.68489766
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,412873.41780012066,498333797.9401627,103922.07704857373,99495191.73811868,308951.3407515469,398838606.20204407
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,5499759.072947608,3626846373.400355,675006.1289900865,439765995.9286165,4824752.943957522,3187080377.4717383
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,9734015.557990242,4181039723.486919,429339.13185531565,195358490.83287415,9304676.426134927,3985681232.654045
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,3764748.597656001,877445233.7155116,105177.20814314189,20713521.534335025,3659571.3895128593,856731712.1811765
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,2377787.57573551,1284972595.2748108,504445.04409975756,237616479.8122496,1873342.5316357522,1047356115.4625614
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,426005.826862062,1237492264.458061,260255.97808635223,242575910.3724443,165749.84877570975,994916354.0856167
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,5499759.072947608,3626846373.400355,675006.1289900865,439765995.9286165,4824752.943957522,3187080377.4717383
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,V27,9734015.557990242,4181039723.486919,429339.13185531565,195358490.83287415,9304676.426134927,3985681232.654045
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,3764748.597656001,877445233.7155116,105177.20814314189,20713521.534335025,3659571.3895128593,856731712.1811765
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,MCB,MCB,2377787.57573551,1284972595.2748108,504445.04409975756,237616479.8122496,1873342.5316357522,1047356115.4625614
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,426005.826862062,1237492264.458061,260255.97808635223,242575910.3724443,165749.84877570975,994916354.0856167
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1971883.1978749586,1982679249.4932263,149961.0630660271,326044106.73228693,1821922.1348089317,1656635142.7609394
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,2464371.5667656395,1760697030.9191947,265591.1261099391,131925927.0458609,2198780.4406557004,1628771103.8733337
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-52838.68374594163,427384277.92927533,17996.222091514595,5522039.260055455,-70834.90583745624,421862238.66921985
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,470606.4615272463,492337560.9528527,133343.1777216111,141668300.76038778,337263.2838056352,350669260.192465
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,413029.6068030728,481191191.8987032,103922.07704857373,99495191.73811868,309107.52975449903,381696000.16058457
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1971883.1978749586,1982679249.4932263,149961.0630660271,326044106.73228693,1821922.1348089317,1656635142.7609394
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,V27,2464371.5667656395,1760697030.9191947,265591.1261099391,131925927.0458609,2198780.4406557004,1628771103.8733337
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-52838.68374594163,427384277.92927533,17996.222091514595,5522039.260055455,-70834.90583745624,421862238.66921985
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,MCB,MCB,470606.4615272463,492337560.9528527,133343.1777216111,141668300.76038778,337263.2838056352,350669260.192465
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,413029.6068030728,481191191.8987032,103922.07704857373,99495191.73811868,309107.52975449903,381696000.16058457
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,7281666.246407636,4487592135.373965,675006.1289900822,439765995.9286136,6606660.117417553,4047826139.4453516
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,11548218.72670055,4242698599.402897,429339.13185531413,195358490.8328733,11118879.594845235,4047340108.5700235
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,4003208.1972933356,896076611.6260068,105177.20814314186,20713521.534335017,3898030.989150194,875363090.0916718
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,120667.04340124245,258519663.39646927,127079.74179284288,85110918.8496834,-6412.698391600412,173408744.54678586
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,591185.0391557654,1539452932.4876006,260255.97808635223,242575910.3724443,330929.0610694132,1296877022.1151562
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,7281666.246407636,4487592135.373965,675006.1289900822,439765995.9286136,6606660.117417553,4047826139.4453516
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,V27,11548218.72670055,4242698599.402897,429339.13185531413,195358490.8328733,11118879.594845235,4047340108.5700235
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,4003208.1972933356,896076611.6260068,105177.20814314186,20713521.534335017,3898030.989150194,875363090.0916718
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,MCB,MCB,120667.04340124245,258519663.39646927,127079.74179284288,85110918.8496834,-6412.698391600412,173408744.54678586
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,591185.0391557654,1539452932.4876006,260255.97808635223,242575910.3724443,330929.0610694132,1296877022.1151562
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,2191550.3177099065,2272183361.8127747,149961.0630660272,326044106.7322871,2041589.2546438794,1946139255.0804875
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,2423402.183283307,1817316188.9035246,265591.1261099391,131925927.04586092,2157811.0571733676,1685390261.8576636
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-50460.15048587536,429270745.48797107,17996.2220915146,5522039.260055456,-68456.37257738995,423748706.2279156
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,154797.83028970414,109046187.36168145,82291.4480411118,53241230.938592166,72506.38224859234,55804956.42308928
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,412532.68242429907,498050246.08938956,103922.07704857373,99495191.73811868,308610.6053757253,398555054.35127085
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,2191550.3177099065,2272183361.8127747,149961.0630660272,326044106.7322871,2041589.2546438794,1946139255.0804875
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,ATRDR,V27,2423402.183283307,1817316188.9035246,265591.1261099391,131925927.04586092,2157811.0571733676,1685390261.8576636
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-50460.15048587536,429270745.48797107,17996.2220915146,5522039.260055456,-68456.37257738995,423748706.2279156
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,MCB,MCB,154797.83028970414,109046187.36168145,82291.4480411118,53241230.938592166,72506.38224859234,55804956.42308928
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,412532.68242429907,498050246.08938956,103922.07704857373,99495191.73811868,308610.6053757253,398555054.35127085
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,243020.4029437631,259070656.3560238,675006.1289900835,439765995.92861444,-431985.7260463203,-180695339.57259065
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,374630.06862030324,249019453.8829375,429339.1318553141,195357506.95862007,-54709.06323501082,53661946.92431743
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,197530.05224215824,231009267.82062915,149961.06306602727,326044106.73228705,47568.989176130955,-95034838.9116579
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,193336.46861823415,157881876.16939273,265591.12610993965,131925909.51153095,-72254.6574917055,25955966.65786179
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,240039.47646867394,170183082.83337054,504445.04409975925,237616479.8122506,-264405.56763108535,-67433396.97888008
SINGLE,MCB,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,166904.5217330974,139531513.49562466,133343.17772161102,141668300.7603877,33561.344011486384,-2136787.264763008
SINGLE,OGR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,384306.74969176785,149162671.59229258,110169.46776510555,21108726.070086446,274137.28192666225,128053945.52220614
SINGLE,OGR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,67612.15746287697,81976657.20008326,18087.484078905065,5548247.136752401,49524.67338397191,76428410.06333086
SINGLE,IFCGR,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,328189.7382788526,143653851.36424616,105177.2081431418,20713870.85877924,223012.5301357108,122939980.50546691
SINGLE,IFCGR,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,67268.73074311009,81606091.94652992,17996.222091514603,5522022.700260371,49272.508651595504,76084069.24626955
SINGLE,SMV6,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,103816.79611045508,83318893.72456738,260255.97808635223,242575910.3724443,-156439.18197589717,-159257016.64787692
SINGLE,SMV6,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,27631.765824807735,30575473.45563959,103922.07704857373,99495191.73811868,-76290.311223766,-68919718.28247909
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,744053.7437248634,543464100.7222892,675006.1289900825,439765995.9286137,69047.61473478081,103698104.79367542
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1301481.0068368074,626423431.4431531,429339.131855314,195358490.8328733,872141.8749814935,431064940.6102798
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,280963.8430278865,178182494.98461202,504445.0440997578,237616479.81224984,-223481.20107187127,-59433984.82763779
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,506293.2217491836,135877400.8089347,110169.46776510592,21108376.114237916,396123.75398407766,114769024.69469677
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,237332.50357765175,270458970.1264041,260255.97808635223,242575910.3724443,-22923.474508700485,27883059.753959797
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,468030.2258073893,411116393.4301464,149961.06306602707,326044106.7322869,318069.16274136223,85072286.69785953
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,514315.3620359704,360059734.0053332,265591.1261099391,131925927.04586089,248724.23592603128,228133806.95947227
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,94103.14977991646,99078491.27328505,133343.1777216111,141668300.76038778,-39240.02794169465,-42589809.487102725
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-9652.74238441139,89037670.52970903,18087.484078905058,5548263.7548633395,-27740.226463316445,83489406.77484569
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,96560.73329458656,125552369.33239904,103922.07704857373,99495191.73811868,-7361.3437539871775,26057177.59428036
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,898946.7031774052,650456710.5168121,675006.1289900822,439765995.92861354,223940.57418732299,210690714.58819857
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1488593.0895315192,623737000.7199998,429339.1318553141,195358490.83287326,1059253.9576762053,428378509.88712645
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,49685.27274713917,42752742.27656999,127079.74179284288,85110918.8496834,-77394.4690457037,-42358176.57311341
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,516193.4354390156,137803370.48963714,110169.46776510596,21108376.114237923,406023.9676739097,116694994.37539922
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,390232.82525056496,311747592.8188867,260255.97808635223,242575910.3724443,129976.8471642127,69171682.44644243
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,478977.47395752085,468264582.13644964,149961.06306602713,326044106.73228675,329016.41089149367,142220475.4041629
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,508259.659059428,370059147.63872635,265591.126109939,131925927.04586086,242668.53294948908,238133220.5928655
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,33955.48104901131,22031645.850397088,82291.4480411118,53241230.938592166,-48335.9669921005,-31209585.08819508
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-9014.420656901704,89246674.41585754,18087.484078905058,5548263.75486334,-27101.904735806762,83698410.6609942
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,96868.9640546386,130611913.51834255,103922.07704857373,99495191.73811868,-7053.112993935125,31116721.780223876
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,755021.7698728137,547753349.951934,675006.1289900865,439765995.9286165,80015.6408827273,107987354.02331747
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1491680.0022918773,614969994.3207583,429339.13185531565,195358490.83287415,1062340.8704365615,419611503.4878842
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,499330.7433612659,136258977.35921267,105177.20814314189,20713521.534335025,394153.535218124,115545455.82487763
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,285027.5879186915,179881359.11295992,504445.04409975756,237616479.8122496,-219417.45618106602,-57735120.69928966
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,340254.75064710266,291531389.4394552,260255.97808635223,242575910.3724443,79998.77256075038,48955479.067010894
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,467699.0896115684,410817970.8567591,149961.0630660271,326044106.73228693,317738.02654554124,84773864.12447219
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,513985.9962220361,359848151.0939759,265591.1261099391,131925927.0458609,248394.87011209692,227922224.048115
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-9606.954172754691,88911387.15635778,17996.222091514595,5522039.260055455,-27603.176264269285,83389347.89630233
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,94027.75682841697,99011853.05349718,133343.1777216111,141668300.76038778,-39315.420893194154,-42656447.70689059
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,96486.05231640051,125465739.27867393,103922.07704857373,99495191.73811868,-7436.024732173224,25970547.54055525
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,895382.4325305918,648389243.9228299,675006.1289900822,439765995.9286136,220376.3035405096,208623247.99421632
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1482337.050459213,622805996.3620529,429339.13185531413,195358490.8328733,1052997.918603899,427447505.52917963
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,496429.66362360754,136284883.4876834,105177.20814314186,20713521.534335017,391252.45548046567,115571361.95334837
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,49559.28792961694,42628575.16130654,127079.74179284288,85110918.8496834,-77520.45386322594,-42482343.68837687
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,382203.08303443075,308691852.3430364,260255.97808635223,242575910.3724443,121947.10494807849,66115941.97059214
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,478663.17723607307,467926852.9424416,149961.0630660272,326044106.7322871,328702.1141700459,141882746.2101545
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,507962.7257957135,369841326.58750194,265591.1261099391,131925927.04586092,242371.59968577436,237915399.541641
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-8973.905127577522,89118828.67820217,17996.2220915146,5522039.260055456,-26970.127219092123,83596789.41814671
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,33954.96400234276,22019135.34352124,82291.4480411118,53241230.938592166,-48336.48403876905,-31222095.59507093
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,96766.99943233324,130520038.63616365,103922.07704857373,99495191.73811868,-7155.0776162405,31024846.898044974
SINGLE,ATRDR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,569150.3845323544,573244741.529474,675006.1289900835,439765995.92861444,-105855.74445772903,133478745.60085958
SINGLE,ATRDR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,850622.0376192258,542935784.3140799,429339.1318553141,195357506.95862007,421282.9057639117,347578277.35545975
SINGLE,ATRDR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,406242.8380983082,486895077.8906203,149961.06306602727,326044106.73228705,256281.7750322809,160850971.15833327
SINGLE,ATRDR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,399137.16989432304,333664808.4529359,265591.12610993965,131925909.51153095,133546.04378438336,201738898.9414049
SINGLE,MCB,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,516362.0061840627,363523778.1768276,504445.04409975925,237616479.8122506,11916.962084303424,125907298.36457698
SINGLE,MCB,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,339189.65464674134,288733718.8931946,133343.17772161102,141668300.7603877,205846.4769251303,147065418.13280696
SINGLE,OGR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,897366.8164150681,358942202.8126728,110169.46776510555,21108726.070086446,787197.3486499626,337833476.7425864
