trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,feature_available_at,lineage_id,neighbor_lineage_id,base_repair_score,breakout_acceptance_score,assignment_margin
HOLDOUT_O0_2022_2023:300629.SZ-001,HOLDOUT_O0_2022_2023,300629.SZ,2023-07-05,2023-07-06,2023,2023-07-05T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.543859649123,0.748538011696,0.0438596491228
HOLDOUT_O0_2022_2023:300661.SZ-001,HOLDOUT_O0_2022_2023,300661.SZ,2023-10-30,2023-10-31,2023,2023-10-30T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.520467836257,0.298245614035,0.0204678362573
HOLDOUT_O0_2022_2023:300663.SZ-001,HOLDOUT_O0_2022_2023,300663.SZ,2022-07-19,2022-07-20,2022,2022-07-19T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.216216216216,0.342342342342,0.157657657658
HOLDOUT_O0_2022_2023:300663.SZ-002,HOLDOUT_O0_2022_2023,300663.SZ,2022-08-12,2022-08-15,2022,2022-08-12T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.936936936937,0.774774774775,0.274774774775
HOLDOUT_O0_2022_2023:300676.SZ-001,HOLDOUT_O0_2022_2023,300676.SZ,2022-11-18,2022-11-21,2022,2022-11-18T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.711711711712,0.279279279279,0.211711711712
HOLDOUT_O0_2022_2023:300722.SZ-001,HOLDOUT_O0_2022_2023,300722.SZ,2022-07-20,2022-07-21,2022,2022-07-20T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.675675675676,0.477477477477,0.0225225225225
HOLDOUT_O0_2022_2023:300730.SZ-001,HOLDOUT_O0_2022_2023,300730.SZ,2023-03-23,2023-03-24,2023,2023-03-23T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.853801169591,0.485380116959,0.0146198830409
HOLDOUT_O0_2022_2023:300740.SZ-001,HOLDOUT_O0_2022_2023,300740.SZ,2022-07-18,2022-07-19,2022,2022-07-18T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.396396396396,0.837837837838,0.103603603604
HOLDOUT_O0_2022_2023:300750.SZ-001,HOLDOUT_O0_2022_2023,300750.SZ,2023-08-04,2023-08-07,2023,2023-08-04T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.157894736842,0.766081871345,0.266081871345
HOLDOUT_O0_2022_2023:300774.SZ-001,HOLDOUT_O0_2022_2023,300774.SZ,2022-06-06,2022-06-07,2022,2022-06-06T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.432432432432,0.936936936937,0.0675675675676
HOLDOUT_O0_2022_2023:300782.SZ-001,HOLDOUT_O0_2022_2023,300782.SZ,2023-01-16,2023-01-17,2023,2023-01-16T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.602339181287,0.906432748538,0.102339181287
HOLDOUT_O0_2022_2023:300782.SZ-002,HOLDOUT_O0_2022_2023,300782.SZ,2023-10-13,2023-10-16,2023,2023-10-13T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.304093567251,0.175438596491,0.195906432749
HOLDOUT_O0_2022_2023:300792.SZ-001,HOLDOUT_O0_2022_2023,300792.SZ,2023-02-07,2023-02-08,2023,2023-02-07T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.485380116959,0.590643274854,0.0146198830409
HOLDOUT_O0_2022_2023:300793.SZ-001,HOLDOUT_O0_2022_2023,300793.SZ,2022-08-17,2022-08-18,2022,2022-08-17T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.603603603604,0.486486486486,0.0135135135135
HOLDOUT_O0_2022_2023:300809.SZ-001,HOLDOUT_O0_2022_2023,300809.SZ,2023-03-24,2023-03-27,2023,2023-03-24T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.473684210526,0.105263157895,0.0263157894737
HOLDOUT_O0_2022_2023:300811.SZ-001,HOLDOUT_O0_2022_2023,300811.SZ,2023-06-19,2023-06-20,2023,2023-06-19T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.824561403509,0.614035087719,0.114035087719
HOLDOUT_O0_2022_2023:300832.SZ-001,HOLDOUT_O0_2022_2023,300832.SZ,2022-06-29,2022-06-30,2022,2022-06-29T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.810810810811,0.711711711712,0.211711711712
HOLDOUT_O0_2022_2023:300855.SZ-001,HOLDOUT_O0_2022_2023,300855.SZ,2022-10-24,2022-10-25,2022,2022-10-24T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.288288288288,0.261261261261,0.211711711712
HOLDOUT_O0_2022_2023:300857.SZ-001,HOLDOUT_O0_2022_2023,300857.SZ,2023-03-30,2023-03-31,2023,2023-03-30T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.678362573099,0.719298245614,0.178362573099
HOLDOUT_O0_2022_2023:300888.SZ-001,HOLDOUT_O0_2022_2023,300888.SZ,2022-12-02,2022-12-05,2022,2022-12-02T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.423423423423,0.648648648649,0.0765765765766
HOLDOUT_O0_2022_2023:300925.SZ-001,HOLDOUT_O0_2022_2023,300925.SZ,2023-03-22,2023-03-23,2023,2023-03-22T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.286549707602,0.345029239766,0.154970760234
HOLDOUT_O0_2022_2023:300939.SZ-001,HOLDOUT_O0_2022_2023,300939.SZ,2023-04-19,2023-04-20,2023,2023-04-19T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.514619883041,0.333333333333,0.0146198830409
HOLDOUT_O0_2022_2023:300994.SZ-001,HOLDOUT_O0_2022_2023,300994.SZ,2022-07-06,2022-07-07,2022,2022-07-06T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.702702702703,0.27027027027,0.202702702703
HOLDOUT_O0_2022_2023:301039.SZ-001,HOLDOUT_O0_2022_2023,301039.SZ,2023-07-03,2023-07-04,2023,2023-07-03T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.426900584795,0.292397660819,0.0730994152047
HOLDOUT_O0_2022_2023:301091.SZ-001,HOLDOUT_O0_2022_2023,301091.SZ,2023-07-31,2023-08-01,2023,2023-07-31T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.456140350877,0.549707602339,0.0438596491228
HOLDOUT_O0_2022_2023:301160.SZ-001,HOLDOUT_O0_2022_2023,301160.SZ,2023-11-08,2023-11-09,2023,2023-11-08T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.941520467836,0.842105263158,0.342105263158
HOLDOUT_O0_2022_2023:301321.SZ-001,HOLDOUT_O0_2022_2023,301321.SZ,2023-11-03,2023-11-06,2023,2023-11-03T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.093567251462,0.426900584795,0.0730994152047
HOLDOUT_O0_2022_2023:301327.SZ-001,HOLDOUT_O0_2022_2023,301327.SZ,2023-07-31,2023-08-01,2023,2023-07-31T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L10_BASE_HIGH_ACCEPTANCE_LOW,0.649122807018,0.508771929825,0.00877192982456
