trade_id,baseline_block,symbol,entry_signal_date,entry_year,support_lineage_id,neighbor_support_lineage_id
EXTENDED_2018_2021:300141.SZ-001,EXTENDED_2018_2021,300141.SZ,2021-07-14,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300142.SZ-001,EXTENDED_2018_2021,300142.SZ,2019-02-25,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300142.SZ-002,EXTENDED_2018_2021,300142.SZ,2019-11-06,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300144.SZ-001,EXTENDED_2018_2021,300144.SZ,2018-03-07,2018,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300144.SZ-002,EXTENDED_2018_2021,300144.SZ,2019-08-30,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300146.SZ-001,EXTENDED_2018_2021,300146.SZ,2020-04-27,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300151.SZ-001,EXTENDED_2018_2021,300151.SZ,2021-04-28,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300158.SZ-001,EXTENDED_2018_2021,300158.SZ,2018-03-09,2018,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300161.SZ-001,EXTENDED_2018_2021,300161.SZ,2021-12-16,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300162.SZ-001,EXTENDED_2018_2021,300162.SZ,2021-07-14,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300166.SZ-001,EXTENDED_2018_2021,300166.SZ,2021-11-19,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300171.SZ-001,EXTENDED_2018_2021,300171.SZ,2021-02-10,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300177.SZ-001,EXTENDED_2018_2021,300177.SZ,2020-10-16,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300184.SZ-001,EXTENDED_2018_2021,300184.SZ,2021-10-15,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300188.SZ-001,EXTENDED_2018_2021,300188.SZ,2018-08-29,2018,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300194.SZ-001,EXTENDED_2018_2021,300194.SZ,2020-09-02,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300212.SZ-001,EXTENDED_2018_2021,300212.SZ,2019-02-25,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300226.SZ-001,EXTENDED_2018_2021,300226.SZ,2020-06-17,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300227.SZ-001,EXTENDED_2018_2021,300227.SZ,2020-06-08,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300232.SZ-001,EXTENDED_2018_2021,300232.SZ,2019-12-16,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300241.SZ-001,EXTENDED_2018_2021,300241.SZ,2021-06-30,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300251.SZ-001,EXTENDED_2018_2021,300251.SZ,2019-11-14,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300251.SZ-002,EXTENDED_2018_2021,300251.SZ,2021-11-24,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300271.SZ-001,EXTENDED_2018_2021,300271.SZ,2019-02-11,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300271.SZ-002,EXTENDED_2018_2021,300271.SZ,2019-10-28,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300271.SZ-003,EXTENDED_2018_2021,300271.SZ,2019-11-19,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300271.SZ-004,EXTENDED_2018_2021,300271.SZ,2019-12-05,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300271.SZ-005,EXTENDED_2018_2021,300271.SZ,2020-12-04,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300274.SZ-001,EXTENDED_2018_2021,300274.SZ,2019-04-17,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300284.SZ-001,EXTENDED_2018_2021,300284.SZ,2020-08-10,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300285.SZ-001,EXTENDED_2018_2021,300285.SZ,2020-12-21,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300287.SZ-001,EXTENDED_2018_2021,300287.SZ,2021-04-26,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300288.SZ-001,EXTENDED_2018_2021,300288.SZ,2021-12-14,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300303.SZ-001,EXTENDED_2018_2021,300303.SZ,2019-12-10,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300308.SZ-001,EXTENDED_2018_2021,300308.SZ,2019-12-12,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300308.SZ-002,EXTENDED_2018_2021,300308.SZ,2020-12-21,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300310.SZ-001,EXTENDED_2018_2021,300310.SZ,2020-09-01,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300316.SZ-001,EXTENDED_2018_2021,300316.SZ,2019-08-01,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300323.SZ-001,EXTENDED_2018_2021,300323.SZ,2021-11-22,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300324.SZ-001,EXTENDED_2018_2021,300324.SZ,2018-03-19,2018,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300327.SZ-001,EXTENDED_2018_2021,300327.SZ,2020-11-09,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300347.SZ-001,EXTENDED_2018_2021,300347.SZ,2020-12-04,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300348.SZ-001,EXTENDED_2018_2021,300348.SZ,2021-04-16,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300349.SZ-001,EXTENDED_2018_2021,300349.SZ,2019-04-12,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300349.SZ-002,EXTENDED_2018_2021,300349.SZ,2020-02-24,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300353.SZ-001,EXTENDED_2018_2021,300353.SZ,2021-11-17,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300357.SZ-001,EXTENDED_2018_2021,300357.SZ,2019-08-26,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300357.SZ-002,EXTENDED_2018_2021,300357.SZ,2020-07-31,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300377.SZ-001,EXTENDED_2018_2021,300377.SZ,2019-10-28,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300383.SZ-001,EXTENDED_2018_2021,300383.SZ,2019-07-24,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300390.SZ-001,EXTENDED_2018_2021,300390.SZ,2020-12-07,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300390.SZ-002,EXTENDED_2018_2021,300390.SZ,2021-05-28,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300393.SZ-001,EXTENDED_2018_2021,300393.SZ,2020-06-16,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300394.SZ-001,EXTENDED_2018_2021,300394.SZ,2020-06-18,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300394.SZ-002,EXTENDED_2018_2021,300394.SZ,2021-05-27,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300396.SZ-001,EXTENDED_2018_2021,300396.SZ,2020-05-14,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300398.SZ-001,EXTENDED_2018_2021,300398.SZ,2019-08-01,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300401.SZ-001,EXTENDED_2018_2021,300401.SZ,2021-08-12,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300406.SZ-001,EXTENDED_2018_2021,300406.SZ,2020-12-25,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300408.SZ-001,EXTENDED_2018_2021,300408.SZ,2020-02-18,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300408.SZ-002,EXTENDED_2018_2021,300408.SZ,2020-10-12,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300408.SZ-003,EXTENDED_2018_2021,300408.SZ,2020-12-04,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300408.SZ-004,EXTENDED_2018_2021,300408.SZ,2020-12-21,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300409.SZ-001,EXTENDED_2018_2021,300409.SZ,2020-10-28,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300413.SZ-001,EXTENDED_2018_2021,300413.SZ,2019-08-23,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300418.SZ-001,EXTENDED_2018_2021,300418.SZ,2019-12-12,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300422.SZ-001,EXTENDED_2018_2021,300422.SZ,2019-04-24,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300429.SZ-001,EXTENDED_2018_2021,300429.SZ,2020-11-10,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300432.SZ-001,EXTENDED_2018_2021,300432.SZ,2021-05-19,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300441.SZ-001,EXTENDED_2018_2021,300441.SZ,2021-07-19,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300451.SZ-001,EXTENDED_2018_2021,300451.SZ,2019-11-07,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300451.SZ-002,EXTENDED_2018_2021,300451.SZ,2019-12-17,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300452.SZ-001,EXTENDED_2018_2021,300452.SZ,2020-08-25,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300453.SZ-001,EXTENDED_2018_2021,300453.SZ,2021-04-27,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300454.SZ-001,EXTENDED_2018_2021,300454.SZ,2019-11-04,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300457.SZ-001,EXTENDED_2018_2021,300457.SZ,2019-07-02,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300458.SZ-001,EXTENDED_2018_2021,300458.SZ,2019-09-02,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300458.SZ-002,EXTENDED_2018_2021,300458.SZ,2019-12-06,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300458.SZ-003,EXTENDED_2018_2021,300458.SZ,2020-02-18,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300458.SZ-004,EXTENDED_2018_2021,300458.SZ,2021-03-31,2021,L_SUPPORT_HELD,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300468.SZ-001,EXTENDED_2018_2021,300468.SZ,2021-11-26,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300474.SZ-001,EXTENDED_2018_2021,300474.SZ,2019-08-28,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300476.SZ-001,EXTENDED_2018_2021,300476.SZ,2020-12-04,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300494.SZ-001,EXTENDED_2018_2021,300494.SZ,2020-06-11,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300496.SZ-001,EXTENDED_2018_2021,300496.SZ,2019-01-14,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300498.SZ-001,EXTENDED_2018_2021,300498.SZ,2018-05-17,2018,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300498.SZ-002,EXTENDED_2018_2021,300498.SZ,2018-09-26,2018,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300498.SZ-003,EXTENDED_2018_2021,300498.SZ,2018-12-05,2018,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300498.SZ-004,EXTENDED_2018_2021,300498.SZ,2019-01-07,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300498.SZ-005,EXTENDED_2018_2021,300498.SZ,2019-08-01,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300502.SZ-001,EXTENDED_2018_2021,300502.SZ,2019-12-17,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300503.SZ-001,EXTENDED_2018_2021,300503.SZ,2020-10-26,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300520.SZ-001,EXTENDED_2018_2021,300520.SZ,2020-10-09,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300529.SZ-001,EXTENDED_2018_2021,300529.SZ,2020-08-28,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300531.SZ-001,EXTENDED_2018_2021,300531.SZ,2021-04-16,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300531.SZ-002,EXTENDED_2018_2021,300531.SZ,2021-12-14,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300538.SZ-001,EXTENDED_2018_2021,300538.SZ,2021-08-25,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300541.SZ-001,EXTENDED_2018_2021,300541.SZ,2021-04-20,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300558.SZ-001,EXTENDED_2018_2021,300558.SZ,2020-02-20,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300570.SZ-001,EXTENDED_2018_2021,300570.SZ,2019-01-24,2019,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300586.SZ-001,EXTENDED_2018_2021,300586.SZ,2020-10-28,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300587.SZ-001,EXTENDED_2018_2021,300587.SZ,2021-05-12,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300593.SZ-001,EXTENDED_2018_2021,300593.SZ,2020-09-07,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300595.SZ-001,EXTENDED_2018_2021,300595.SZ,2019-05-29,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300595.SZ-002,EXTENDED_2018_2021,300595.SZ,2020-09-03,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300595.SZ-003,EXTENDED_2018_2021,300595.SZ,2020-12-07,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300601.SZ-001,EXTENDED_2018_2021,300601.SZ,2020-06-23,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300602.SZ-001,EXTENDED_2018_2021,300602.SZ,2019-11-08,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300602.SZ-002,EXTENDED_2018_2021,300602.SZ,2019-11-19,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300623.SZ-001,EXTENDED_2018_2021,300623.SZ,2021-05-25,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300627.SZ-001,EXTENDED_2018_2021,300627.SZ,2021-08-02,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300631.SZ-001,EXTENDED_2018_2021,300631.SZ,2020-10-28,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300632.SZ-001,EXTENDED_2018_2021,300632.SZ,2019-10-25,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300633.SZ-001,EXTENDED_2018_2021,300633.SZ,2020-05-08,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300638.SZ-001,EXTENDED_2018_2021,300638.SZ,2021-05-25,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300655.SZ-001,EXTENDED_2018_2021,300655.SZ,2021-05-27,2021,L_SUPPORT_HELD,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300661.SZ-001,EXTENDED_2018_2021,300661.SZ,2021-11-11,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300663.SZ-001,EXTENDED_2018_2021,300663.SZ,2021-12-14,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300674.SZ-001,EXTENDED_2018_2021,300674.SZ,2021-04-16,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300674.SZ-002,EXTENDED_2018_2021,300674.SZ,2021-11-23,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300679.SZ-001,EXTENDED_2018_2021,300679.SZ,2020-02-24,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300687.SZ-001,EXTENDED_2018_2021,300687.SZ,2021-05-31,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300699.SZ-001,EXTENDED_2018_2021,300699.SZ,2019-08-22,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300699.SZ-002,EXTENDED_2018_2021,300699.SZ,2019-12-13,2019,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300702.SZ-001,EXTENDED_2018_2021,300702.SZ,2020-02-21,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300702.SZ-002,EXTENDED_2018_2021,300702.SZ,2020-08-28,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300715.SZ-001,EXTENDED_2018_2021,300715.SZ,2021-04-07,2021,L_SUPPORT_HELD,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300725.SZ-001,EXTENDED_2018_2021,300725.SZ,2020-08-27,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300732.SZ-001,EXTENDED_2018_2021,300732.SZ,2020-10-28,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300745.SZ-001,EXTENDED_2018_2021,300745.SZ,2019-04-17,2019,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300750.SZ-001,EXTENDED_2018_2021,300750.SZ,2020-10-09,2020,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300750.SZ-002,EXTENDED_2018_2021,300750.SZ,2020-12-15,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300767.SZ-001,EXTENDED_2018_2021,300767.SZ,2021-01-07,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300770.SZ-001,EXTENDED_2018_2021,300770.SZ,2020-05-19,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300772.SZ-001,EXTENDED_2018_2021,300772.SZ,2020-12-21,2020,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300773.SZ-001,EXTENDED_2018_2021,300773.SZ,2021-04-16,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300777.SZ-001,EXTENDED_2018_2021,300777.SZ,2020-02-21,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300780.SZ-001,EXTENDED_2018_2021,300780.SZ,2021-11-01,2021,L_SUPPORT_HELD,L_SUPPORT_HELD
EXTENDED_2018_2021:300835.SZ-001,EXTENDED_2018_2021,300835.SZ,2021-04-14,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
EXTENDED_2018_2021:300872.SZ-001,EXTENDED_2018_2021,300872.SZ,2021-12-14,2021,L_SUPPORT_BROKEN,L_SUPPORT_HELD
EXTENDED_2018_2021:300873.SZ-001,EXTENDED_2018_2021,300873.SZ,2021-11-19,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300001.SZ-001,HOLDOUT_O0_2022_2023,300001.SZ,2022-12-15,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300009.SZ-001,HOLDOUT_O0_2022_2023,300009.SZ,2022-07-04,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300012.SZ-001,HOLDOUT_O0_2022_2023,300012.SZ,2022-06-24,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300012.SZ-002,HOLDOUT_O0_2022_2023,300012.SZ,2023-01-05,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300012.SZ-003,HOLDOUT_O0_2022_2023,300012.SZ,2023-08-07,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300015.SZ-001,HOLDOUT_O0_2022_2023,300015.SZ,2022-06-08,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300015.SZ-002,HOLDOUT_O0_2022_2023,300015.SZ,2023-01-05,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300034.SZ-001,HOLDOUT_O0_2022_2023,300034.SZ,2023-07-03,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300035.SZ-001,HOLDOUT_O0_2022_2023,300035.SZ,2022-08-15,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300059.SZ-001,HOLDOUT_O0_2022_2023,300059.SZ,2022-05-20,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300062.SZ-001,HOLDOUT_O0_2022_2023,300062.SZ,2023-07-13,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300065.SZ-001,HOLDOUT_O0_2022_2023,300065.SZ,2022-07-20,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300077.SZ-001,HOLDOUT_O0_2022_2023,300077.SZ,2023-03-23,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300087.SZ-001,HOLDOUT_O0_2022_2023,300087.SZ,2023-02-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300091.SZ-001,HOLDOUT_O0_2022_2023,300091.SZ,2022-08-17,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300096.SZ-001,HOLDOUT_O0_2022_2023,300096.SZ,2023-11-06,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300131.SZ-001,HOLDOUT_O0_2022_2023,300131.SZ,2023-03-24,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300131.SZ-002,HOLDOUT_O0_2022_2023,300131.SZ,2023-11-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300146.SZ-001,HOLDOUT_O0_2022_2023,300146.SZ,2022-06-28,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300153.SZ-001,HOLDOUT_O0_2022_2023,300153.SZ,2022-08-17,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300157.SZ-001,HOLDOUT_O0_2022_2023,300157.SZ,2023-11-08,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300161.SZ-001,HOLDOUT_O0_2022_2023,300161.SZ,2023-03-23,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300170.SZ-001,HOLDOUT_O0_2022_2023,300170.SZ,2023-01-20,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300177.SZ-001,HOLDOUT_O0_2022_2023,300177.SZ,2023-10-13,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300183.SZ-001,HOLDOUT_O0_2022_2023,300183.SZ,2023-04-19,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300184.SZ-001,HOLDOUT_O0_2022_2023,300184.SZ,2022-06-30,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300198.SZ-001,HOLDOUT_O0_2022_2023,300198.SZ,2022-08-01,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300226.SZ-001,HOLDOUT_O0_2022_2023,300226.SZ,2023-03-22,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300229.SZ-001,HOLDOUT_O0_2022_2023,300229.SZ,2022-06-24,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
