scenario,stage,status,count
N_MAIN_N4_CAP10,ENTRY,CASH_OR_CAPACITY,8
N_MAIN_N4_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N4_CAP10,ENTRY,FILLED,716
N_MAIN_N4_CAP10,ENTRY,HELD,537
N_MAIN_N4_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,7
N_MAIN_N4_CAP10,ENTRY,OVER_LIMIT,562
N_MAIN_N4_CAP10,ENTRY,SLOTS_OR_RANK,2594
N_MAIN_N4_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N4_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N4_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,258
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,FILLED,555
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,HELD,323
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,7
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,497
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,1409
N_MAIN_N5_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N5_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N5_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N5_CAP10,ENTRY,CASH_OR_CAPACITY,10
N_MAIN_N5_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_MAIN_N5_CAP10,ENTRY,FILLED,611
N_MAIN_N5_CAP10,ENTRY,HELD,366
N_MAIN_N5_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,10
N_MAIN_N5_CAP10,ENTRY,OVER_LIMIT,551
N_MAIN_N5_CAP10,ENTRY,SLOTS_OR_RANK,1501
N_MAIN_N5_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N5_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N5_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,217
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,FILLED,680
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,HELD,458
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,8
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,551
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2510
N_MAIN_N6_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N6_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N6_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N6_CAP10,ENTRY,CASH_OR_CAPACITY,8
N_MAIN_N6_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N6_CAP10,ENTRY,FILLED,718
N_MAIN_N6_CAP10,ENTRY,HELD,519
N_MAIN_N6_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,6
N_MAIN_N6_CAP10,ENTRY,OVER_LIMIT,554
N_MAIN_N6_CAP10,ENTRY,SLOTS_OR_RANK,2619
N_MAIN_N6_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N6_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N6_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,244
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,FILLED,527
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,HELD,370
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,7
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,462
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,1926
N_MAIN_N7_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N7_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N7_CAP10,ENTRY,CASH_OR_CAPACITY,3
N_MAIN_N7_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N7_CAP10,ENTRY,FILLED,584
N_MAIN_N7_CAP10,ENTRY,HELD,412
N_MAIN_N7_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,5
N_MAIN_N7_CAP10,ENTRY,OVER_LIMIT,477
N_MAIN_N7_CAP10,ENTRY,SLOTS_OR_RANK,2055
N_MAIN_N7_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N7_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,231
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,FILLED,673
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,HELD,490
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,5
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,546
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2479
N_MAIN_N8_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N8_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N8_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N8_CAP10,ENTRY,CASH_OR_CAPACITY,2
N_MAIN_N8_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N8_CAP10,ENTRY,FILLED,720
N_MAIN_N8_CAP10,ENTRY,HELD,539
N_MAIN_N8_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N8_CAP10,ENTRY,OVER_LIMIT,570
N_MAIN_N8_CAP10,ENTRY,SLOTS_OR_RANK,2589
N_MAIN_N8_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N8_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_MAIN_N8_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,284
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,FILLED,517
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,HELD,350
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,5
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,457
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,1923
N_MAIN_N9_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N9_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,7
N_MAIN_N9_CAP10,ENTRY,CASH_OR_CAPACITY,2
N_MAIN_N9_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_MAIN_N9_CAP10,ENTRY,FILLED,583
N_MAIN_N9_CAP10,ENTRY,HELD,410
N_MAIN_N9_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,3
N_MAIN_N9_CAP10,ENTRY,OVER_LIMIT,477
N_MAIN_N9_CAP10,ENTRY,SLOTS_OR_RANK,2061
N_MAIN_N9_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_MAIN_N9_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_COST_N1_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,3
N_COST_N1_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,24
N_COST_N1_MAX_DEPLOYABLE,ENTRY,FILLED,808
N_COST_N1_MAX_DEPLOYABLE,ENTRY,HELD,868
N_COST_N1_MAX_DEPLOYABLE,ENTRY,INVALID_EXECUTION_DATA,2
N_COST_N1_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,25
N_COST_N1_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,720
N_COST_N1_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,14195
N_COST_N1_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,3
N_COST_N1_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,12
N_COST_N1_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,5
N_COST_N1_CAP10,ENTRY,CASH_OR_CAPACITY,2
N_COST_N1_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,24
N_COST_N1_CAP10,ENTRY,FILLED,808
N_COST_N1_CAP10,ENTRY,HELD,868
N_COST_N1_CAP10,ENTRY,INVALID_EXECUTION_DATA,2
N_COST_N1_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,25
N_COST_N1_CAP10,ENTRY,OVER_LIMIT,721
N_COST_N1_CAP10,ENTRY,SLOTS_OR_RANK,14195
N_COST_N1_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,3
N_COST_N1_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,12
N_COST_N1_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,5
N_COST_N4_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,232
N_COST_N4_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_COST_N4_MAX_DEPLOYABLE,ENTRY,FILLED,670
N_COST_N4_MAX_DEPLOYABLE,ENTRY,HELD,476
N_COST_N4_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,7
N_COST_N4_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,562
N_COST_N4_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2477
N_COST_N4_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_COST_N4_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_COST_N4_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_COST_N4_CAP10,ENTRY,CASH_OR_CAPACITY,9
N_COST_N4_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_COST_N4_CAP10,ENTRY,FILLED,712
N_COST_N4_CAP10,ENTRY,HELD,532
N_COST_N4_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,7
N_COST_N4_CAP10,ENTRY,OVER_LIMIT,575
N_COST_N4_CAP10,ENTRY,SLOTS_OR_RANK,2589
N_COST_N4_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_COST_N4_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
N_COST_N4_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_COST_N9_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,292
N_COST_N9_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_COST_N9_MAX_DEPLOYABLE,ENTRY,FILLED,516
N_COST_N9_MAX_DEPLOYABLE,ENTRY,HELD,344
N_COST_N9_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,5
N_COST_N9_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,463
N_COST_N9_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,1916
N_COST_N9_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_COST_N9_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,7
N_COST_N9_CAP10,ENTRY,CASH_OR_CAPACITY,2
N_COST_N9_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_COST_N9_CAP10,ENTRY,FILLED,582
N_COST_N9_CAP10,ENTRY,HELD,412
N_COST_N9_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,3
N_COST_N9_CAP10,ENTRY,OVER_LIMIT,482
N_COST_N9_CAP10,ENTRY,SLOTS_OR_RANK,2055
N_COST_N9_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_COST_N9_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,22
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,28
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,FILLED,806
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,110
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,HELD,630
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,6
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,651
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,14392
N_DELAY_N1_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,3
N_DELAY_N1_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,3
N_DELAY_N1_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,28
N_DELAY_N1_CAP10,ENTRY,FILLED,807
N_DELAY_N1_CAP10,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,115
N_DELAY_N1_CAP10,ENTRY,HELD,641
N_DELAY_N1_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,6
N_DELAY_N1_CAP10,ENTRY,OVER_LIMIT,662
N_DELAY_N1_CAP10,ENTRY,SLOTS_OR_RANK,14385
N_DELAY_N1_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,3
N_DELAY_N1_CAP10,ENTRY,UNRESOLVED_PREOPEN_ACTION,1
N_DELAY_N1_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,3
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,139
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,FILLED,694
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,55
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,HELD,389
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,INVALID_EXECUTION_DATA,1
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,4
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,542
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2599
N_DELAY_N4_MAX_DEPLOYABLE,ENTRY,UNRESOLVED_PREOPEN_ACTION,1
N_DELAY_N4_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,20
N_DELAY_N4_CAP10,ENTRY,CASH_OR_CAPACITY,6
N_DELAY_N4_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_DELAY_N4_CAP10,ENTRY,FILLED,723
N_DELAY_N4_CAP10,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,50
N_DELAY_N4_CAP10,ENTRY,HELD,398
N_DELAY_N4_CAP10,ENTRY,INVALID_EXECUTION_DATA,1
N_DELAY_N4_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,6
N_DELAY_N4_CAP10,ENTRY,OVER_LIMIT,541
N_DELAY_N4_CAP10,ENTRY,SLOTS_OR_RANK,2698
N_DELAY_N4_CAP10,ENTRY,UNRESOLVED_PREOPEN_ACTION,1
N_DELAY_N4_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,17
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,155
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,FILLED,551
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,49
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,HELD,252
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,3
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,442
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2083
N_DELAY_N9_MAX_DEPLOYABLE,ENTRY,UNRESOLVED_PREOPEN_ACTION,1
N_DELAY_N9_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,9
N_DELAY_N9_CAP10,ENTRY,CASH_OR_CAPACITY,6
N_DELAY_N9_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,5
N_DELAY_N9_CAP10,ENTRY,FILLED,591
N_DELAY_N9_CAP10,ENTRY,FROZEN_LIMIT_BELOW_LEGAL_RANGE,52
N_DELAY_N9_CAP10,ENTRY,HELD,269
N_DELAY_N9_CAP10,ENTRY,INVALID_EXECUTION_DATA,1
N_DELAY_N9_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,4
N_DELAY_N9_CAP10,ENTRY,OVER_LIMIT,469
N_DELAY_N9_CAP10,ENTRY,SLOTS_OR_RANK,2143
N_DELAY_N9_CAP10,ENTRY,UNRESOLVED_PREOPEN_ACTION,1
N_DELAY_N9_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,7
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,22
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,24
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,FILLED,912
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,HELD,971
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,INVALID_EXECUTION_DATA,2
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,39
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,848
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,13828
N_EXIT_N1_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,2
N_EXIT_N1_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,30
N_EXIT_N1_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,5
N_EXIT_N1_CAP10,ENTRY,CASH_OR_CAPACITY,7
N_EXIT_N1_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,24
N_EXIT_N1_CAP10,ENTRY,FILLED,913
N_EXIT_N1_CAP10,ENTRY,HELD,982
N_EXIT_N1_CAP10,ENTRY,INVALID_EXECUTION_DATA,2
N_EXIT_N1_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,37
N_EXIT_N1_CAP10,ENTRY,OVER_LIMIT,840
N_EXIT_N1_CAP10,ENTRY,SLOTS_OR_RANK,13841
N_EXIT_N1_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,2
N_EXIT_N1_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,30
N_EXIT_N1_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,5
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,176
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,FILLED,709
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,HELD,547
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,10
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,577
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2405
N_EXIT_N4_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_EXIT_N4_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,10
N_EXIT_N4_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,3
N_EXIT_N4_CAP10,ENTRY,CASH_OR_CAPACITY,10
N_EXIT_N4_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_EXIT_N4_CAP10,ENTRY,FILLED,744
N_EXIT_N4_CAP10,ENTRY,HELD,565
N_EXIT_N4_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,9
N_EXIT_N4_CAP10,ENTRY,OVER_LIMIT,612
N_EXIT_N4_CAP10,ENTRY,SLOTS_OR_RANK,2484
N_EXIT_N4_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
N_EXIT_N4_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,10
N_EXIT_N4_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,3
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,224
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,FILLED,555
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,HELD,400
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,4
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,465
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,1887
N_EXIT_N9_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,2
N_EXIT_N9_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,6
N_EXIT_N9_CAP10,ENTRY,CASH_OR_CAPACITY,9
N_EXIT_N9_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
N_EXIT_N9_CAP10,ENTRY,FILLED,610
N_EXIT_N9_CAP10,ENTRY,HELD,432
N_EXIT_N9_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,5
N_EXIT_N9_CAP10,ENTRY,OVER_LIMIT,512
N_EXIT_N9_CAP10,ENTRY,SLOTS_OR_RANK,1967
N_EXIT_N9_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,2
N_EXIT_N9_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,6
N_EXIT_N9_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,2
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,198
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,FILLED,678
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,HELD,500
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,8
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,554
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2471
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
INDUSTRY_N4_MATCH_CAP10,ENTRY,CASH_OR_CAPACITY,9
INDUSTRY_N4_MATCH_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
INDUSTRY_N4_MATCH_CAP10,ENTRY,FILLED,716
INDUSTRY_N4_MATCH_CAP10,ENTRY,HELD,538
INDUSTRY_N4_MATCH_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,7
INDUSTRY_N4_MATCH_CAP10,ENTRY,OVER_LIMIT,561
INDUSTRY_N4_MATCH_CAP10,ENTRY,SLOTS_OR_RANK,2578
INDUSTRY_N4_MATCH_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
INDUSTRY_N4_MATCH_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
INDUSTRY_N4_MATCH_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,CASH_OR_CAPACITY,217
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,FILLED,673
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,HELD,494
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,LIMIT_OR_STATUS_BLOCK,10
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,OVER_LIMIT,576
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,SLOTS_OR_RANK,2439
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,ENTRY,SUSPENDED_OR_NO_TRADE,1
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
