archive,scenario,changed_artifacts,nav_max_abs_delta,net_return_delta,old_orders,new_orders
provisional_before_industry_history_completeness,N_COST_N9_CAP10,,0.0,0.0,3541,3541
provisional_before_legal_submission,N_DELAY_N1_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,14509.6632674,0.006439960504100134,16620,16648
provisional_after_upper_cap,N_DELAY_N1_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_universe_correction,N_DELAY_N1_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_preopen_coordinate,N_DELAY_N1_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_industry_history_completeness,N_DELAY_N1_MAX_DEPLOYABLE,,0.0,0.0,16648,16648
provisional_before_legal_submission,N_DELAY_N1_CAP10,nav|trades|orders|audit|open_positions,2634.7855431998614,-0.0004628695377999684,16620,16648
provisional_after_upper_cap,N_DELAY_N1_CAP10,nav|trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_universe_correction,N_DELAY_N1_CAP10,nav|trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_preopen_coordinate,N_DELAY_N1_CAP10,nav|trades|orders|open_positions,0.0,0.0,16648,16648
provisional_before_industry_history_completeness,N_DELAY_N1_CAP10,,0.0,0.0,16648,16648
provisional_before_legal_submission,N_DELAY_N4_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,17403.178599999985,-0.00787000387460034,4424,4429
provisional_after_upper_cap,N_DELAY_N4_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_universe_correction,N_DELAY_N4_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_preopen_coordinate,N_DELAY_N4_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_industry_history_completeness,N_DELAY_N4_MAX_DEPLOYABLE,,0.0,0.0,4429,4429
provisional_before_legal_submission,N_DELAY_N4_CAP10,nav|trades|orders|audit|open_positions,313.9083283999935,3.0544584000017496e-06,4424,4429
provisional_after_upper_cap,N_DELAY_N4_CAP10,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_universe_correction,N_DELAY_N4_CAP10,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_preopen_coordinate,N_DELAY_N4_CAP10,nav|trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_industry_history_completeness,N_DELAY_N4_CAP10,,0.0,0.0,4429,4429
provisional_before_legal_submission,N_DELAY_N9_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,19498.805711599765,0.010392525500200223,3536,3541
provisional_after_upper_cap,N_DELAY_N9_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_universe_correction,N_DELAY_N9_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_preopen_coordinate,N_DELAY_N9_MAX_DEPLOYABLE,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_industry_history_completeness,N_DELAY_N9_MAX_DEPLOYABLE,,0.0,0.0,3541,3541
provisional_before_legal_submission,N_DELAY_N9_CAP10,nav|trades|orders|audit|open_positions,503.7936000000918,-0.00017025803420017474,3536,3541
provisional_after_upper_cap,N_DELAY_N9_CAP10,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_universe_correction,N_DELAY_N9_CAP10,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_preopen_coordinate,N_DELAY_N9_CAP10,nav|trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_industry_history_completeness,N_DELAY_N9_CAP10,,0.0,0.0,3541,3541
provisional_before_legal_submission,N_EXIT_N1_MAX_DEPLOYABLE,trades|orders,0.0,0.0,16624,16648
provisional_after_upper_cap,N_EXIT_N1_MAX_DEPLOYABLE,trades|orders,0.0,0.0,16648,16648
provisional_before_universe_correction,N_EXIT_N1_MAX_DEPLOYABLE,trades|orders,0.0,0.0,16648,16648
provisional_before_preopen_coordinate,N_EXIT_N1_MAX_DEPLOYABLE,trades|orders,0.0,0.0,16648,16648
provisional_before_industry_history_completeness,N_EXIT_N1_MAX_DEPLOYABLE,,0.0,0.0,16648,16648
provisional_before_legal_submission,N_EXIT_N1_CAP10,trades|orders,0.0,0.0,16624,16648
provisional_after_upper_cap,N_EXIT_N1_CAP10,trades|orders,0.0,0.0,16648,16648
provisional_before_universe_correction,N_EXIT_N1_CAP10,trades|orders,0.0,0.0,16648,16648
provisional_before_preopen_coordinate,N_EXIT_N1_CAP10,trades|orders,0.0,0.0,16648,16648
provisional_before_industry_history_completeness,N_EXIT_N1_CAP10,,0.0,0.0,16648,16648
provisional_before_legal_submission,N_EXIT_N4_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4425,4429
provisional_after_upper_cap,N_EXIT_N4_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_universe_correction,N_EXIT_N4_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_preopen_coordinate,N_EXIT_N4_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_industry_history_completeness,N_EXIT_N4_MAX_DEPLOYABLE,,0.0,0.0,4429,4429
provisional_before_legal_submission,N_EXIT_N4_CAP10,trades|orders|open_positions,0.0,0.0,4425,4429
provisional_after_upper_cap,N_EXIT_N4_CAP10,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_universe_correction,N_EXIT_N4_CAP10,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_preopen_coordinate,N_EXIT_N4_CAP10,trades|orders|open_positions,0.0,0.0,4429,4429
provisional_before_industry_history_completeness,N_EXIT_N4_CAP10,,0.0,0.0,4429,4429
provisional_before_legal_submission,N_EXIT_N9_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,3537,3541
provisional_after_upper_cap,N_EXIT_N9_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_universe_correction,N_EXIT_N9_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_preopen_coordinate,N_EXIT_N9_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_industry_history_completeness,N_EXIT_N9_MAX_DEPLOYABLE,,0.0,0.0,3541,3541
provisional_before_legal_submission,N_EXIT_N9_CAP10,trades|orders|open_positions,0.0,0.0,3537,3541
provisional_after_upper_cap,N_EXIT_N9_CAP10,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_universe_correction,N_EXIT_N9_CAP10,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_preopen_coordinate,N_EXIT_N9_CAP10,trades|orders|open_positions,0.0,0.0,3541,3541
provisional_before_industry_history_completeness,N_EXIT_N9_CAP10,,0.0,0.0,3541,3541
provisional_before_legal_submission,INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4410,4414
provisional_after_upper_cap,INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_universe_correction,INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_preopen_coordinate,INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_industry_history_completeness,INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,,0.0,0.0,4414,4414
provisional_before_legal_submission,INDUSTRY_N4_MATCH_CAP10,trades|orders|open_positions,0.0,0.0,4410,4414
provisional_after_upper_cap,INDUSTRY_N4_MATCH_CAP10,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_universe_correction,INDUSTRY_N4_MATCH_CAP10,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_preopen_coordinate,INDUSTRY_N4_MATCH_CAP10,trades|orders|open_positions,0.0,0.0,4414,4414
provisional_before_industry_history_completeness,INDUSTRY_N4_MATCH_CAP10,,0.0,0.0,4414,4414
provisional_before_legal_submission,INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,177424.34027279937,0.07317623992669978,4410,4414
provisional_after_upper_cap,INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,177424.34027279937,0.07317623992669978,4414,4414
provisional_before_universe_correction,INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,177424.34027279937,0.07317623992669978,4414,4414
provisional_before_preopen_coordinate,INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,177424.34027279937,0.07317623992669978,4414,4414
provisional_before_industry_history_completeness,INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,nav|trades|orders|audit|open_positions,177424.34027279937,0.07317623992669978,4414,4414
provisional_before_legal_submission,INDUSTRY_N4_PLUS_CAP10,nav|trades|orders|audit|open_positions,80111.18655320001,0.05818398496339971,4410,4414
provisional_after_upper_cap,INDUSTRY_N4_PLUS_CAP10,nav|trades|orders|audit|open_positions,80111.18655320001,0.05818398496339971,4414,4414
provisional_before_universe_correction,INDUSTRY_N4_PLUS_CAP10,nav|trades|orders|audit|open_positions,80111.18655320001,0.05818398496339971,4414,4414
provisional_before_preopen_coordinate,INDUSTRY_N4_PLUS_CAP10,nav|trades|orders|audit|open_positions,80111.18655320001,0.05818398496339971,4414,4414
provisional_before_industry_history_completeness,INDUSTRY_N4_PLUS_CAP10,nav|trades|orders|audit|open_positions,80111.18655320001,0.05818398496339971,4414,4414
