gap,period,mcb_mode,policy,timestamp,request_count,requested_notional,funded_notional
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-11-16 09:30:00,27,1002756.5839724479,1002756.5839724479
OGR,2022_2023,confirmation_tag,P3_D5,2023-11-16 09:30:00,27,1002756.5839724464,1002756.5839724464
OGR,2022_2023,confirmation_tag,P3_D4,2023-11-16 09:30:00,27,1002756.5839724464,1002756.5839724464
OGR,2022_2023,confirmation_tag,P2,2023-11-16 09:30:00,27,1002756.5839724464,1002756.5839724464
OGR,2022_2023,confirmation_tag,P1,2023-11-16 09:30:00,27,1002756.5839724464,1002756.5839724464
OGR,2022_2023,confirmation_tag,P3_D6,2023-11-16 09:30:00,27,1002756.5839724464,1002756.5839724464
OGR,2022_2023,independent,P1,2023-01-31 09:30:00,26,1002668.741054786,1002668.741054786
IFCGR,2022_2023,independent,P1,2023-01-31 09:30:00,26,1002668.7410547859,1002668.7410547859
IFCGR,2022_2023,confirmation_tag,P0,2023-11-16 09:30:00,27,1001507.5091605921,1001507.5091605921
OGR,2022_2023,confirmation_tag,P0,2023-11-16 09:30:00,27,1001507.5091605907,1001507.5091605906
IFCGR,2018_2021,independent,P2,2020-07-09 09:30:00,32,980150.7532045166,980150.7532045166
IFCGR,2018_2021,independent,P3_D4,2020-07-09 09:30:00,32,980150.7532045166,980150.7532045166
IFCGR,2018_2021,independent,P3_D6,2020-07-09 09:30:00,32,980150.7532045166,980150.7532045166
IFCGR,2018_2021,independent,P3_D5,2020-07-09 09:30:00,32,980150.7532045166,980150.7532045166
OGR,2018_2021,independent,P2,2020-07-09 09:30:00,32,980150.7532045157,980150.7532045157
OGR,2018_2021,independent,P3_D5,2020-07-09 09:30:00,32,980150.7532045157,980150.7532045157
OGR,2018_2021,independent,P3_D4,2020-07-09 09:30:00,32,980150.7532045157,980150.7532045157
OGR,2018_2021,independent,P3_D6,2020-07-09 09:30:00,32,980150.7532045157,980150.7532045157
IFCGR,2018_2021,independent,P1,2020-07-09 09:30:00,32,979572.0478314242,979572.0478314242
OGR,2018_2021,independent,P1,2020-07-09 09:30:00,32,979572.0478314226,979572.0478314226
IFCGR,2018_2021,independent,P2,2021-06-02 09:30:00,30,971645.5260146067,971645.5260146068
IFCGR,2018_2021,independent,P3_D6,2021-06-02 09:30:00,30,971645.5260146067,971645.5260146068
IFCGR,2018_2021,independent,P3_D5,2021-06-02 09:30:00,30,971645.5260146067,971645.5260146068
IFCGR,2018_2021,independent,P3_D4,2021-06-02 09:30:00,30,971645.5260146067,971645.5260146068
OGR,2018_2021,independent,P3_D4,2021-06-02 09:30:00,30,971645.5260146062,971645.5260146064
OGR,2018_2021,independent,P3_D5,2021-06-02 09:30:00,30,971645.5260146062,971645.5260146064
OGR,2018_2021,independent,P3_D6,2021-06-02 09:30:00,30,971645.5260146062,971645.5260146064
OGR,2018_2021,independent,P2,2021-06-02 09:30:00,30,971645.5260146062,971645.5260146064
IFCGR,2018_2021,independent,P1,2021-06-02 09:30:00,30,971022.0814457502,971022.0814457502
OGR,2018_2021,independent,P1,2021-06-02 09:30:00,30,971022.0814457488,971022.0814457489
IFCGR,2022_2023,confirmation_tag,P3_D4,2023-01-31 09:30:00,62,961140.0508165952,961140.0508165952
IFCGR,2022_2023,confirmation_tag,P3_D5,2023-01-31 09:30:00,62,961140.0508165952,961140.0508165952
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-01-31 09:30:00,62,961140.0508165952,961140.0508165952
IFCGR,2022_2023,confirmation_tag,P2,2023-01-31 09:30:00,62,961140.0508165952,961140.0508165952
IFCGR,2022_2023,confirmation_tag,P1,2023-01-31 09:30:00,62,961140.0508165952,961140.0508165952
OGR,2022_2023,confirmation_tag,P3_D6,2023-01-31 09:30:00,62,961140.0508165944,961140.0508165944
OGR,2022_2023,confirmation_tag,P2,2023-01-31 09:30:00,62,961140.0508165944,961140.0508165944
OGR,2022_2023,confirmation_tag,P1,2023-01-31 09:30:00,62,961140.0508165944,961140.0508165944
OGR,2022_2023,confirmation_tag,P3_D5,2023-01-31 09:30:00,62,961140.0508165944,961140.0508165944
OGR,2022_2023,confirmation_tag,P3_D4,2023-01-31 09:30:00,62,961140.0508165944,961140.0508165944
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
IFCGR,2022_2023,confirmation_tag,P0,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
IFCGR,2022_2023,confirmation_tag,P1,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
IFCGR,2022_2023,confirmation_tag,P3_D4,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
IFCGR,2022_2023,confirmation_tag,P2,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
IFCGR,2022_2023,confirmation_tag,P3_D5,2023-01-30 09:30:00,36,955678.6143083583,955678.6143083584
OGR,2022_2023,confirmation_tag,P0,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
OGR,2022_2023,confirmation_tag,P3_D5,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
OGR,2022_2023,confirmation_tag,P2,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
OGR,2022_2023,confirmation_tag,P3_D4,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
OGR,2022_2023,confirmation_tag,P1,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
OGR,2022_2023,confirmation_tag,P3_D6,2023-01-30 09:30:00,36,955678.6143083567,955678.6143083567
IFCGR,2022_2023,confirmation_tag,P2,2023-11-20 09:30:00,33,954491.9002406313,954491.9002406313
IFCGR,2022_2023,confirmation_tag,P1,2023-11-20 09:30:00,33,954491.9002406313,954491.9002406313
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-11-20 09:30:00,33,954491.9002406313,954491.9002406313
IFCGR,2022_2023,confirmation_tag,P3_D5,2023-11-20 09:30:00,33,954491.9002406313,954491.9002406313
IFCGR,2022_2023,confirmation_tag,P3_D4,2023-11-20 09:30:00,33,954491.9002406313,954491.9002406313
OGR,2022_2023,confirmation_tag,P3_D6,2023-11-20 09:30:00,33,954491.9002406294,954491.9002406294
OGR,2022_2023,confirmation_tag,P3_D5,2023-11-20 09:30:00,33,954491.9002406294,954491.9002406294
OGR,2022_2023,confirmation_tag,P2,2023-11-20 09:30:00,33,954491.9002406294,954491.9002406294
OGR,2022_2023,confirmation_tag,P3_D4,2023-11-20 09:30:00,33,954491.9002406294,954491.9002406294
OGR,2022_2023,confirmation_tag,P1,2023-11-20 09:30:00,33,954491.9002406294,954491.9002406294
IFCGR,2022_2023,confirmation_tag,P0,2023-11-20 09:30:00,33,953011.1139980523,953011.1139980523
OGR,2022_2023,confirmation_tag,P0,2023-11-20 09:30:00,33,953011.1139980506,953011.1139980506
IFCGR,2022_2023,independent,P1,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
IFCGR,2022_2023,independent,P3_D6,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
IFCGR,2022_2023,independent,P2,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
IFCGR,2022_2023,independent,P3_D4,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
IFCGR,2022_2023,independent,P3_D5,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
IFCGR,2022_2023,independent,P0,2023-01-19 09:30:00,24,951700.3373713675,951700.3373713674
OGR,2022_2023,independent,P3_D5,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
OGR,2022_2023,independent,P1,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
OGR,2022_2023,independent,P0,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
OGR,2022_2023,independent,P2,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
OGR,2022_2023,independent,P3_D6,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
OGR,2022_2023,independent,P3_D4,2023-01-19 09:30:00,24,951700.3373713674,951700.3373713674
IFCGR,2018_2021,independent,P3_D6,2019-09-10 09:30:00,33,947232.5229729259,510508.37325415947
IFCGR,2018_2021,independent,P2,2019-09-10 09:30:00,33,947232.5229729259,510508.37325415947
IFCGR,2018_2021,independent,P3_D5,2019-09-10 09:30:00,33,947232.5229729259,510508.37325415947
IFCGR,2018_2021,independent,P3_D4,2019-09-10 09:30:00,33,947232.5229729259,510508.37325415947
OGR,2018_2021,independent,P3_D6,2019-09-10 09:30:00,33,947232.5229729257,510508.37325415935
OGR,2018_2021,independent,P2,2019-09-10 09:30:00,33,947232.5229729257,510508.37325415935
OGR,2018_2021,independent,P3_D5,2019-09-10 09:30:00,33,947232.5229729257,510508.37325415935
OGR,2018_2021,independent,P3_D4,2019-09-10 09:30:00,33,947232.5229729257,510508.37325415935
IFCGR,2018_2021,independent,P1,2019-02-26 09:30:00,33,929981.5891702779,929981.5891702779
OGR,2018_2021,independent,P1,2019-02-26 09:30:00,33,929981.5891702762,929981.5891702762
IFCGR,2018_2021,independent,P3_D5,2020-06-22 09:30:00,25,922654.4375256896,922654.4375256896
IFCGR,2018_2021,independent,P3_D6,2020-06-22 09:30:00,25,922654.4375256896,922654.4375256896
IFCGR,2018_2021,independent,P3_D4,2020-06-22 09:30:00,25,922654.4375256896,922654.4375256896
IFCGR,2018_2021,independent,P2,2020-06-22 09:30:00,25,922654.4375256896,922654.4375256896
OGR,2018_2021,independent,P3_D5,2020-06-22 09:30:00,25,922654.4375256884,922654.4375256884
OGR,2018_2021,independent,P2,2020-06-22 09:30:00,25,922654.4375256884,922654.4375256884
OGR,2018_2021,independent,P3_D4,2020-06-22 09:30:00,25,922654.4375256884,922654.4375256884
OGR,2018_2021,independent,P3_D6,2020-06-22 09:30:00,25,922654.4375256884,922654.4375256884
IFCGR,2018_2021,independent,P1,2020-06-22 09:30:00,25,922545.324943683,922545.3249436829
OGR,2018_2021,independent,P1,2020-06-22 09:30:00,25,922545.3249436805,922545.3249436805
IFCGR,2018_2021,independent,P1,2020-06-18 09:30:00,27,921091.0414721771,921091.0414721771
OGR,2018_2021,independent,P1,2020-06-18 09:30:00,27,921091.0414721741,921091.0414721741
IFCGR,2022_2023,independent,P3_D4,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2022_2023,independent,P3_D5,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2022_2023,independent,P1,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2022_2023,independent,P2,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
IFCGR,2022_2023,independent,P3_D6,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2022_2023,independent,P3_D4,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
IFCGR,2022_2023,independent,P2,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2022_2023,independent,P3_D6,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
IFCGR,2022_2023,independent,P3_D5,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
IFCGR,2022_2023,independent,P1,2022-11-07 09:30:00,20,918210.6099057243,918210.6099057243
OGR,2018_2021,confirmation_tag,P1,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
IFCGR,2018_2021,confirmation_tag,P3_D6,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
IFCGR,2018_2021,confirmation_tag,P2,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
OGR,2018_2021,confirmation_tag,P3_D5,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
OGR,2018_2021,confirmation_tag,P3_D6,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
IFCGR,2018_2021,confirmation_tag,P3_D5,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
IFCGR,2018_2021,confirmation_tag,P1,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
OGR,2018_2021,confirmation_tag,P3_D4,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
IFCGR,2018_2021,confirmation_tag,P3_D4,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
OGR,2018_2021,confirmation_tag,P2,2019-12-16 09:30:00,17,915105.771775489,914597.3637942249
OGR,2022_2023,confirmation_tag,P2,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
OGR,2022_2023,confirmation_tag,P3_D4,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
OGR,2022_2023,confirmation_tag,P3_D5,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
OGR,2022_2023,confirmation_tag,P3_D6,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
OGR,2022_2023,confirmation_tag,P1,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
OGR,2022_2023,confirmation_tag,P0,2022-05-11 09:30:00,23,904165.8896554667,904165.8896554667
IFCGR,2022_2023,confirmation_tag,P1,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2022_2023,confirmation_tag,P0,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2022_2023,confirmation_tag,P2,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2022_2023,confirmation_tag,P3_D6,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2022_2023,confirmation_tag,P3_D5,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2022_2023,confirmation_tag,P3_D4,2022-05-11 09:30:00,23,904084.1254864632,904084.1254864632
IFCGR,2018_2021,confirmation_tag,P2,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P3_D6,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
IFCGR,2018_2021,confirmation_tag,P3_D4,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
IFCGR,2018_2021,confirmation_tag,P3_D6,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P1,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
IFCGR,2018_2021,confirmation_tag,P1,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P3_D4,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P2,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
IFCGR,2018_2021,confirmation_tag,P3_D5,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P3_D5,2020-07-09 09:30:00,43,887148.0169267664,887148.0169267664
OGR,2018_2021,confirmation_tag,P3_D4,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
IFCGR,2018_2021,confirmation_tag,P3_D6,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
IFCGR,2018_2021,confirmation_tag,P1,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
IFCGR,2018_2021,confirmation_tag,P3_D5,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
IFCGR,2018_2021,confirmation_tag,P3_D4,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
OGR,2018_2021,confirmation_tag,P1,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
OGR,2018_2021,confirmation_tag,P3_D6,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
OGR,2018_2021,confirmation_tag,P2,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
IFCGR,2018_2021,confirmation_tag,P2,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
OGR,2018_2021,confirmation_tag,P3_D5,2021-12-14 09:30:00,2,852902.8643503739,852589.5766177686
OGR,2022_2023,confirmation_tag,P0,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
OGR,2022_2023,confirmation_tag,P3_D4,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
OGR,2022_2023,confirmation_tag,P1,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
OGR,2022_2023,confirmation_tag,P3_D5,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
OGR,2022_2023,confirmation_tag,P3_D6,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
OGR,2022_2023,confirmation_tag,P2,2022-05-06 09:30:00,20,812059.7212343237,812059.7212343238
IFCGR,2022_2023,confirmation_tag,P3_D6,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
IFCGR,2022_2023,confirmation_tag,P3_D5,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
IFCGR,2022_2023,confirmation_tag,P3_D4,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
IFCGR,2022_2023,confirmation_tag,P1,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
IFCGR,2022_2023,confirmation_tag,P0,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
IFCGR,2022_2023,confirmation_tag,P2,2022-05-06 09:30:00,20,811973.4654342217,811973.4654342218
OGR,2018_2021,confirmation_tag,P3_D5,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2018_2021,confirmation_tag,P3_D6,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
OGR,2018_2021,confirmation_tag,P3_D6,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
OGR,2018_2021,confirmation_tag,P1,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2018_2021,confirmation_tag,P1,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
OGR,2018_2021,confirmation_tag,P2,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2018_2021,confirmation_tag,P3_D4,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2018_2021,confirmation_tag,P3_D5,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
OGR,2018_2021,confirmation_tag,P3_D4,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2018_2021,confirmation_tag,P2,2021-11-30 09:30:00,8,798739.9173302712,798739.9173302712
IFCGR,2022_2023,confirmation_tag,P1,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P0,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P3_D5,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P1,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P3_D5,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P3_D4,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P3_D6,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P0,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P2,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P3_D4,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
OGR,2022_2023,confirmation_tag,P2,2023-01-06 09:30:00,2,785132.3733956639,785132.3733956639
IFCGR,2022_2023,confirmation_tag,P3_D4,2023-11-15 09:30:00,25,779924.4686635907,779924.4686635907
IFCGR,2022_2023,confirmation_tag,P3_D6,2023-11-15 09:30:00,25,779924.4686635907,779924.4686635907
IFCGR,2022_2023,confirmation_tag,P1,2023-11-15 09:30:00,25,779924.4686635907,779924.4686635907
IFCGR,2022_2023,confirmation_tag,P3_D5,2023-11-15 09:30:00,25,779924.4686635907,779924.4686635907
IFCGR,2022_2023,confirmation_tag,P2,2023-11-15 09:30:00,25,779924.4686635907,779924.4686635907
OGR,2022_2023,confirmation_tag,P3_D4,2023-11-15 09:30:00,25,779924.4686635894,779924.4686635894
OGR,2022_2023,confirmation_tag,P1,2023-11-15 09:30:00,25,779924.4686635894,779924.4686635894
OGR,2022_2023,confirmation_tag,P3_D5,2023-11-15 09:30:00,25,779924.4686635894,779924.4686635894
OGR,2022_2023,confirmation_tag,P2,2023-11-15 09:30:00,25,779924.4686635894,779924.4686635894
OGR,2022_2023,confirmation_tag,P3_D6,2023-11-15 09:30:00,25,779924.4686635894,779924.4686635894
IFCGR,2018_2021,confirmation_tag,P2,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
OGR,2018_2021,confirmation_tag,P3_D4,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
IFCGR,2018_2021,confirmation_tag,P3_D5,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
IFCGR,2018_2021,confirmation_tag,P1,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
IFCGR,2018_2021,confirmation_tag,P3_D4,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
OGR,2018_2021,confirmation_tag,P2,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
OGR,2018_2021,confirmation_tag,P3_D6,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
OGR,2018_2021,confirmation_tag,P3_D5,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
IFCGR,2018_2021,confirmation_tag,P3_D6,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
OGR,2018_2021,confirmation_tag,P1,2018-03-12 09:30:00,29,766726.0892050284,766726.0892050284
IFCGR,2018_2021,confirmation_tag,P3_D4,2019-02-26 09:30:00,55,754672.2335829182,754672.2335829182
IFCGR,2018_2021,confirmation_tag,P3_D5,2019-02-26 09:30:00,55,754672.2335829182,754672.2335829182
IFCGR,2018_2021,confirmation_tag,P1,2019-02-26 09:30:00,55,754672.2335829182,754672.2335829182
IFCGR,2018_2021,confirmation_tag,P3_D6,2019-02-26 09:30:00,55,754672.2335829182,754672.2335829182
IFCGR,2018_2021,confirmation_tag,P2,2019-02-26 09:30:00,55,754672.2335829182,754672.2335829182
OGR,2018_2021,confirmation_tag,P2,2019-02-26 09:30:00,55,754672.233582918,754672.233582918
OGR,2018_2021,confirmation_tag,P1,2019-02-26 09:30:00,55,754672.233582918,754672.233582918
OGR,2018_2021,confirmation_tag,P3_D6,2019-02-26 09:30:00,55,754672.233582918,754672.233582918
OGR,2018_2021,confirmation_tag,P3_D5,2019-02-26 09:30:00,55,754672.233582918,754672.233582918
OGR,2018_2021,confirmation_tag,P3_D4,2019-02-26 09:30:00,55,754672.233582918,754672.233582918
