portfolio,period,variant,trade_date,return_,ATRDR_contribution,MCB_contribution,OGR_contribution,SMV6_contribution,IFCGR_contribution
B,2022_2023,ALL_NATIVE,2023-12-05,-0.009187841619481274,-0.005052649353039201,-0.0041351922664420206,,0.0,0.0
B,2022_2023,ALL_NATIVE,2023-02-16,-0.008591914061035544,-0.004417455279340576,-0.00417445878169507,,0.0,0.0
B,2022_2023,ALL_NATIVE,2023-04-10,-0.007979382267583879,0.0,-0.0003279964342388542,,-0.007651385833345255,0.0
B,2022_2023,ALL_NATIVE,2023-04-13,-0.007874057205872975,0.0,0.00033389603093807695,,-0.008207953236810965,0.0
B,2022_2023,ALL_NATIVE,2022-03-15,-0.0073371805321281736,-0.0062471980770649905,-0.001089982455063119,,0.0,0.0
B,2022_2023,ALL_NATIVE,2023-11-24,-0.0067648689344559365,-0.003683076959785859,-0.00308002291190133,,0.0,-1.7690627687035203e-06
B,2022_2023,ALL_NATIVE,2022-01-25,-0.0066983131427710285,-0.0033810337228460953,-0.0033172794199249063,,0.0,0.0
B,2022_2023,ALL_NATIVE,2022-06-09,-0.006381964206988777,-0.0035968554094580377,-0.0009168898428139518,,-0.001689888978097577,-0.00017832997661911508
B,2022_2023,GAP_ATR1_ONLY,2023-04-21,-0.012742336630115259,0.0,-0.0003376636866032539,,-0.012372350470188491,-3.232247332341132e-05
B,2022_2023,GAP_ATR1_ONLY,2022-05-24,-0.011003375473684796,-0.009612939196713358,-0.0003074823275301841,,0.0,-0.001082953949441309
B,2022_2023,GAP_ATR1_ONLY,2023-12-05,-0.009192177319133465,-0.005055033674727564,-0.00413714364440584,,0.0,0.0
B,2022_2023,GAP_ATR1_ONLY,2023-02-16,-0.008595048144957707,-0.004419066640379463,-0.004175981504578247,,0.0,0.0
B,2022_2023,GAP_ATR1_ONLY,2023-04-10,-0.007982234533197796,0.0,-0.000328113678020319,,-0.007654120855177517,0.0
B,2022_2023,GAP_ATR1_ONLY,2023-04-13,-0.007876883615343,0.0,0.0003340158836238258,,-0.008210899498966789,0.0
B,2022_2023,GAP_ATR1_ONLY,2022-03-15,-0.0073371805321281736,-0.0062471980770649905,-0.001089982455063119,,0.0,0.0
B,2022_2023,GAP_ATR1_ONLY,2023-11-24,-0.0067680596224604095,-0.0036848151366614752,-0.0030814764858180005,,0.0,-1.7679999809220936e-06
B,2022_2023,GAP_ATR1_ONLY,2022-01-25,-0.0066983131427710285,-0.0033810337228460953,-0.0033172794199249063,,0.0,0.0
B,2022_2023,GAP_ATR1_ONLY,2022-06-09,-0.006382063069251709,-0.003596897957264456,-0.0009169006888578145,,-0.0016899089680779693,-0.0001783554550513381
B,2022_2023,MCB_PROFIT_ONLY,2023-04-21,-0.0127286994365573,0.0,-0.0003293934025000691,,-0.012366994383403449,-3.2311650653957656e-05
B,2022_2023,MCB_PROFIT_ONLY,2022-05-24,-0.010987897105882771,-0.00960240906656632,-0.0003000432414050995,,0.0,-0.0010854447979113627
B,2022_2023,MCB_PROFIT_ONLY,2023-12-05,-0.00853695854073555,-0.005052079624772759,-0.0034848789159628185,,0.0,0.0
B,2022_2023,MCB_PROFIT_ONLY,2023-02-16,-0.008487824090936402,-0.004417327624847764,-0.0040704964660886475,,0.0,0.0
B,2022_2023,MCB_PROFIT_ONLY,2023-04-10,-0.007971328378317932,0.0,-0.0003203416896571724,,-0.0076509866886607875,0.0
B,2022_2023,MCB_PROFIT_ONLY,2023-04-13,-0.00788161782754948,0.0,0.0003259064276749452,,-0.008207524255224438,0.0
B,2022_2023,MCB_PROFIT_ONLY,2022-03-15,-0.006738566575860916,-0.006239311800696416,-0.0004992547751645628,,0.0,0.0
B,2022_2023,MCB_PROFIT_ONLY,2023-11-24,-0.0066434565945454604,-0.0036839910161504735,-0.002957696076585024,,0.0,-1.7695018100542147e-06
B,2022_2023,MCB_PROFIT_ONLY,2022-06-09,-0.00637725303648673,-0.0035929585180140976,-0.0009180996224492741,,-0.0016880581249910994,-0.00017813677103229676
B,2022_2023,MCB_PROFIT_ONLY,2022-03-08,-0.005652780116048195,-0.004720879491717938,-0.000931900624330177,,0.0,0.0
B,2022_2023,ALL_RETAINED,2022-05-24,-0.010984396499208904,-0.009602563382759076,-0.00030004806327119115,,0.0,-0.0010817850531786239
B,2022_2023,ALL_RETAINED,2023-04-21,-0.008537162377184493,0.0,-0.0003304847063847924,,-0.008174262149820904,-3.24155209788216e-05
B,2022_2023,ALL_RETAINED,2023-12-05,-0.008525574575810935,-0.005045342717597871,-0.0034802318582130864,,0.0,0.0
B,2022_2023,ALL_RETAINED,2023-02-16,-0.008494316862566076,-0.004420706665126354,-0.004073610197439567,,0.0,0.0
B,2022_2023,ALL_RETAINED,2022-03-15,-0.006738566575860916,-0.006239311800696416,-0.0004992547751645628,,0.0,0.0
B,2022_2023,ALL_RETAINED,2023-11-24,-0.006634591795357192,-0.003679076276363248,-0.0029537502725582535,,0.0,-1.7652464357586385e-06
B,2022_2023,ALL_RETAINED,2023-04-10,-0.0065048205639296475,0.0,-0.0003218005395441383,,-0.0061830200243856845,0.0
B,2022_2023,ALL_RETAINED,2022-06-09,-0.00640523890913125,-0.0035929726711609613,-0.0009181032389671734,,-0.00171600218283161,-0.00017816081617152735
B,2022_2023,ALL_RETAINED,2022-07-06,-0.005683162789266727,-0.0010186812794880271,-0.0002572897425420364,,-0.0044071917672365,0.0
B,2022_2023,ALL_RETAINED,2022-03-08,-0.005652780116048195,-0.004720879491717938,-0.000931900624330177,,0.0,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-04-21,-0.012759593334009334,0.0,-0.00033812089395255756,,-0.012389103025430764,-3.236941462598458e-05
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2022-05-24,-0.010945277510315155,-0.009549436603358592,-0.00030786245047460114,,0.0,-0.0010879784564818984
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-12-05,-0.009175273534439476,-0.00503472718247196,-0.004140546351967448,,0.0,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-02-16,-0.008578876897893939,-0.004397036331135914,-0.004181840566757905,,0.0,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-04-10,-0.00799299145816268,0.0,-0.00032855584671377707,,-0.007664435611448953,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-04-13,-0.007887543103585748,0.0,0.00033446789466756477,,-0.008222010998253282,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2023-11-24,-0.006755534609939828,-0.0036697572183168998,-0.0030840060410771896,,0.0,-1.7713505456874909e-06
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2022-01-25,-0.006704563440312561,-0.003387286718266809,-0.003317276722045772,,0.0,0.0
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2022-06-09,-0.006365806242185856,-0.0035754702626503883,-0.0009186106912385843,,-0.0016930606162267967,-0.0001786646720699753
B,2022_2023,ATRDR_FAST5_DIAGNOSTIC_ONLY,2022-03-15,-0.006056647925260172,-0.004965930932858122,-0.0010907169924020473,,0.0,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2022-05-24,-0.011006879557464821,-0.009612784546857975,-0.0003074773808539894,,0.0,-0.0010866176297528662
B,2022_2023,SMV6_CANDIDATE_ONLY,2023-12-05,-0.00917126825913639,-0.005043535201762708,-0.0041277330573735995,,0.0,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2023-02-16,-0.008595350054910855,-0.004419221864664423,-0.004176128190246467,,0.0,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2023-04-21,-0.008542873076786472,0.0,-0.00033853889729096065,,-0.008171924748048206,-3.2409431447239386e-05
B,2022_2023,SMV6_CANDIDATE_ONLY,2022-03-15,-0.0073371805321281736,-0.0062471980770649905,-0.001089982455063119,,0.0,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2023-11-24,-0.0067526652177934965,-0.0036764327471486787,-0.0030744665992373534,,0.0,-1.7658714074226883e-06
B,2022_2023,SMV6_CANDIDATE_ONLY,2022-01-25,-0.0066983131427710285,-0.0033810337228460953,-0.0033172794199249063,,0.0,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2023-04-10,-0.006510497308573893,0.0,-0.0003293719930235012,,-0.006181125315550564,0.0
B,2022_2023,SMV6_CANDIDATE_ONLY,2022-06-09,-0.006409881259847983,-0.0035968270461869804,-0.0009168826126108491,,-0.0017178430306652684,-0.00017832857038481076
B,2022_2023,SMV6_CANDIDATE_ONLY,2022-07-06,-0.005912348722249661,-0.0010187688309325653,-0.0004860093441684771,,-0.004407570547148675,0.0
