trade_id,sample,year,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,industry_code,industry_name,classification_effective_date,classification_source,pit_status,realized_return,realized_pnl,MFE,holding_trading_days,pnl_rank
300670.SZ-001,DEVELOPMENT,2025,300670.SZ,2025-09-30,2025-10-09,2025-10-14,2025-10-15,电网设备,电网设备,2025-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0261949996638,4669.785,0.108820160367,4,37
300171.SZ-001,DEVELOPMENT,2025,300171.SZ,2025-10-28,2025-10-29,2025-11-17,2025-11-18,医疗器械,医疗器械,2025-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0747976776961,12678.306,0.160583941606,14,28
300938.SZ-001,DEVELOPMENT,2025,300938.SZ,2025-10-29,2025-10-30,2025-11-17,2025-11-18,专业服务,专业服务,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.15360835806,26245.015,0.175444969125,13,19
301285.SZ-001,DEVELOPMENT,2025,301285.SZ,2025-10-29,2025-10-30,2025-11-17,2025-11-18,消费电子,消费电子,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.00780466929988,1350.558,0.110305343511,13,44
300710.SZ-001,DEVELOPMENT,2025,300710.SZ,2025-11-03,2025-11-04,2025-11-17,2025-11-18,通信设备,通信设备,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.00452551181027,-781.667,0.0870421425758,10,54
301096.SZ-002,DEVELOPMENT,2025,301096.SZ,2025-11-03,2025-11-04,2025-11-06,2025-11-07,医疗服务,医疗服务,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.244358328073,-51462.693,0.0289333333333,3,111
300259.SZ-001,DEVELOPMENT,2025,300259.SZ,2025-11-04,2025-11-05,2025-11-17,2025-11-18,通用设备,通用设备,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0272028649203,4607.627,0.205357142857,9,38
301577.SZ-001,DEVELOPMENT,2025,301577.SZ,2025-11-04,2025-11-05,2025-11-17,2025-11-18,通信设备,通信设备,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0553316225456,-9208.635,0.0345864661654,9,81
301083.SZ-001,DEVELOPMENT,2025,301083.SZ,2025-11-05,2025-11-06,2025-11-17,2025-11-18,专用设备,专用设备,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0941421513815,15813.227,0.136659436009,8,27
300195.SZ-001,DEVELOPMENT,2025,300195.SZ,2025-11-06,2025-11-07,2025-11-17,2025-11-18,专用设备,专用设备,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.00706444520292,1196.16,0.049943246311,7,47
300437.SZ-001,DEVELOPMENT,2025,300437.SZ,2025-11-06,2025-11-07,2025-11-17,2025-11-18,环境治理,环境治理,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.649338285477,109502.115,0.708745874587,7,4
300497.SZ-001,DEVELOPMENT,2025,300497.SZ,2025-11-06,2025-11-07,2025-11-17,2025-11-18,化学制药,化学制药,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.780818117109,129486.714,1.00798580302,7,2
300576.SZ-001,DEVELOPMENT,2025,300576.SZ,2025-12-01,2025-12-02,2025-12-03,2025-12-04,电子化学品Ⅱ,电子化学品Ⅱ,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0554893990286,10703.5,0.101971977167,2,30
300327.SZ-001,DEVELOPMENT,2025,300327.SZ,2025-12-10,2025-12-11,2025-12-19,2025-12-22,半导体,半导体,2025-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0725233674727,-15059.219,0.00228758169935,7,94
300059.SZ-005,OOS,2022,300059.SZ,2022-05-20,2022-05-23,2022-07-11,2022-07-12,证券Ⅱ,证券Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.031762968729052286,3252.919000000009,0.16997360961782815,36,11
300327.SZ-002,OOS,2022,300327.SZ,2022-05-25,2022-05-26,2022-06-14,2022-06-15,半导体,半导体,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.09811326359484084,-9723.712,0.045410471881059955,14,89
300774.SZ-001,OOS,2022,300774.SZ,2022-06-06,2022-06-07,2022-06-10,2022-06-13,环境治理,环境治理,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.1170877396153964,-12586.392000000007,0.012031139419674375,5,93
300015.SZ-010,OOS,2022,300015.SZ,2022-06-08,2022-06-09,2022-07-13,2022-07-14,医疗服务,医疗服务,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.12188445154303883,11889.273430000012,0.22225186766275362,26,7
300012.SZ-003,OOS,2022,300012.SZ,2022-06-24,2022-06-27,2022-07-06,2022-07-07,专业服务,专业服务,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.046305849323090564,-4624.090999999986,0.02586206896551735,9,63
300229.SZ-004,OOS,2022,300229.SZ,2022-06-24,2022-06-27,2022-07-06,2022-07-07,软件开发,软件开发,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.02551891232786801,-2686.8910000000033,0.04520606550363637,9,46
300146.SZ-006,OOS,2022,300146.SZ,2022-06-28,2022-06-29,2022-07-12,2022-07-13,食品加工,食品加工,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08986869183161435,-9156.611999999994,0.017232063033589817,11,88
300832.SZ-013,OOS,2022,300832.SZ,2022-06-29,2022-06-30,2022-07-13,2022-07-14,医疗器械,医疗器械,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.026553807366448568,-2590.5220000000118,0.06997742663656892,11,44
300184.SZ-007,OOS,2022,300184.SZ,2022-06-30,2022-07-01,2022-07-12,2022-07-13,其他电子Ⅱ,其他电子Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08015939438924949,-8372.516,0.0049355976385800915,9,86
300009.SZ-009,OOS,2022,300009.SZ,2022-07-04,2022-07-05,2022-07-13,2022-07-14,生物制品,生物制品,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.06941773735303702,-7010.975999999995,0.0009514747859180606,8,79
300994.SZ-008,OOS,2022,300994.SZ,2022-07-06,2022-07-07,2022-07-12,2022-07-13,摩托车及其他,摩托车及其他,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.15149520616628984,-16021.473999999987,0.010127780407004572,5,94
300433.SZ-012,OOS,2022,300433.SZ,2022-07-08,2022-07-11,2022-07-13,2022-07-14,消费电子,消费电子,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0511826974306892,-5006.626000000004,0.008994995957880114,4,67
300268.SZ-011,OOS,2022,300268.SZ,2022-07-11,2022-07-12,2022-07-13,2022-07-14,农产品加工,农产品加工,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.06389419258233112,-6247.297999999995,0.011998607670099748,3,73
300411.SZ-015,OOS,2022,300411.SZ,2022-07-14,2022-07-15,2022-07-25,2022-07-26,专用设备,专用设备,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.00036026092716434736,33.88000000000943,0.09987333553310851,8,24
300740.SZ-020,OOS,2022,300740.SZ,2022-07-18,2022-07-19,2022-07-25,2022-07-26,化妆品,化妆品,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0679515819457511,6299.289000000005,0.20408163265306123,6,8
300598.SZ-017,OOS,2022,300598.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,软件开发,软件开发,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08080942954221956,-7602.550000000003,0.058700231949439186,5,82
300663.SZ-018,OOS,2022,300663.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,软件开发,软件开发,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.019463036963037066,-1807.9760000000097,0.07499999999999996,5,37
300065.SZ-014,OOS,2022,300065.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,航海装备Ⅱ,航海装备Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.07196862178411992,-6735.434999999998,0.0007380073800737907,4,76
300427.SZ-016,OOS,2022,300427.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,电网设备,电网设备,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.03872723021659191,-3640.3559999999998,0.023001725129384587,4,53
300722.SZ-019,OOS,2022,300722.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,航天装备Ⅱ,航天装备Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.04952190666476364,-4525.226999999984,0.0005915409642116565,4,61
300198.SZ-021,OOS,2022,300198.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,装修建材,装修建材,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.06740104555638539,-6143.137000000002,0.0,3,72
300319.SZ-022,OOS,2022,300319.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,元件,元件,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.03606634329525911,-3272.1780000000144,0.017068273092369468,3,51
300308.SZ-023,OOS,2022,300308.SZ,2022-08-11,2022-08-12,2022-08-24,2022-08-25,通信设备,通信设备,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.12291781839932578,-11284.312000000005,0.0030094207955340124,10,91
300663.SZ-031,OOS,2022,300663.SZ,2022-08-12,2022-08-15,2022-08-25,2022-08-26,软件开发,软件开发,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08360299132928936,-7727.118000000002,0.02922000563172822,10,84
300035.SZ-024,OOS,2022,300035.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,电池,电池,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.12706427601758566,-11999.866999999998,0.06821771159043921,9,92
300360.SZ-028,OOS,2022,300360.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,电网设备,电网设备,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.03148633295024013,-2809.6560000000054,0.08621908127208466,9,48
300532.SZ-030,OOS,2022,300532.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,IT服务Ⅱ,IT服务Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.039259134422484895,-3630.30699999999,0.1017233540453355,9,52
300091.SZ-025,OOS,2022,300091.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,通用设备,通用设备,2022-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.10670852669126298,-9899.635999999999,0.019507984462667327,7,90
300153.SZ-026,OOS,2022,300153.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,其他电源设备Ⅱ,其他电源设备Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.07096561974610756,-6291.0,0.0457317073170731,7,74
300251.SZ-027,OOS,2022,300251.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,影视院线,影视院线,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.01981225010648681,-1763.2289999999966,0.03347280334728042,7,36
300376.SZ-029,OOS,2022,300376.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,其他电源设备Ⅱ,其他电源设备Ⅱ,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.07223815854919712,-6536.426000000021,0.05029094851428173,7,75
300793.SZ-032,OOS,2022,300793.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,消费电子,消费电子,2022-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.049126870613211485,-4377.84400000001,0.10397196261682229,7,59
300855.SZ-033,OOS,2022,300855.SZ,2022-10-24,2022-10-25,2022-10-31,2022-11-01,金属新材料,金属新材料,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.026213399577087616,2074.6349999999948,0.0506545247581105,6,16
300315.SZ-034,OOS,2022,300315.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,游戏Ⅱ,游戏Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.059685978761123394,-5002.624000000011,0.011560693641618602,4,66
300676.SZ-035,OOS,2022,300676.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,医疗服务,医疗服务,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.033410523902327266,-2652.1040000000066,0.036229508196721216,4,45
300888.SZ-036,OOS,2022,300888.SZ,2022-12-02,2022-12-05,2022-12-14,2022-12-15,个护用品,个护用品,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0035533297870960815,-273.88000000000466,0.07948051948051948,9,25
300001.SZ-037,OOS,2022,300001.SZ,2022-12-15,2022-12-16,2022-12-19,2022-12-20,电网设备,电网设备,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.05370171996678017,-4461.699999999997,0.015060240963855387,3,60
300012.SZ-038,OOS,2023,300012.SZ,2023-01-05,2023-01-06,2023-02-07,2023-02-08,专业服务,专业服务,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.026362659614377195,-2220.214000000007,0.02522167019278787,19,41
300015.SZ-041,OOS,2023,300015.SZ,2023-01-05,2023-01-06,2023-02-17,2023-02-20,医疗服务,医疗服务,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0247993902245317,2096.7999999999997,0.11527715293727647,27,15
300408.SZ-048,OOS,2023,300408.SZ,2023-01-09,2023-01-10,2023-02-20,2023-02-21,元件,元件,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.024295820044380346,2107.410999999996,0.09928104047176678,26,14
300537.SZ-042,OOS,2023,300537.SZ,2023-01-12,2023-01-13,2023-02-17,2023-02-20,电子化学品Ⅱ,电子化学品Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.07534289864301913,-6887.948000000004,0.0772801927077631,22,77
300357.SZ-039,OOS,2023,300357.SZ,2023-01-13,2023-01-16,2023-02-07,2023-02-08,生物制品,生物制品,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.060295004172255515,-5137.262000000002,0.030405206950432806,13,69
300285.SZ-047,OOS,2023,300285.SZ,2023-01-16,2023-01-17,2023-02-20,2023-02-21,电子化学品Ⅱ,电子化学品Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.051878712547092885,4201.80799999999,0.11825192802056539,21,10
300782.SZ-043,OOS,2023,300782.SZ,2023-01-16,2023-01-17,2023-02-17,2023-02-20,半导体,半导体,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.10489850386300077,-8517.87599999999,0.0662721893491125,20,87
300170.SZ-044,OOS,2023,300170.SZ,2023-01-20,2023-01-30,2023-02-20,2023-02-21,IT服务Ⅱ,IT服务Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.14245860450031098,12555.168000000003,0.27470355731225293,17,6
300271.SZ-046,OOS,2023,300271.SZ,2023-01-20,2023-01-30,2023-02-20,2023-02-21,IT服务Ⅱ,IT服务Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.15782836388253293,13386.960000000014,0.3197026022304832,17,5
300229.SZ-045,OOS,2023,300229.SZ,2023-01-30,2023-01-31,2023-02-20,2023-02-21,软件开发,软件开发,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.3369915866124397,28470.532,0.5106635071090049,16,2
300087.SZ-040,OOS,2023,300087.SZ,2023-02-07,2023-02-08,2023-02-15,2023-02-16,种植业,种植业,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08234098869367211,-6923.229999999996,0.01259583789704255,7,78
300792.SZ-050,OOS,2023,300792.SZ,2023-02-07,2023-02-08,2023-02-20,2023-02-21,互联网电商,互联网电商,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.027104826032254843,-2357.601999999999,0.0074573618431652555,10,43
300513.SZ-049,OOS,2023,300513.SZ,2023-02-15,2023-02-16,2023-02-20,2023-02-21,通信服务,通信服务,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.053987983914049034,-4773.040999999997,0.008253982631537093,4,65
300226.SZ-058,OOS,2023,300226.SZ,2023-03-22,2023-03-23,2023-04-21,2023-04-24,软件开发,软件开发,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.35007052026407787,29111.54099999999,0.5503875968992249,22,1
300925.SZ-061,OOS,2023,300925.SZ,2023-03-22,2023-03-23,2023-04-21,2023-04-24,软件开发,软件开发,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.012341766271342862,-1079.9220000000082,0.21591507081245576,22,29
300077.SZ-051,OOS,2023,300077.SZ,2023-03-23,2023-03-24,2023-04-18,2023-04-19,半导体,半导体,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.054181113004642414,-4771.35,0.13554987212276215,18,64
300161.SZ-056,OOS,2023,300161.SZ,2023-03-23,2023-03-24,2023-04-21,2023-04-24,通用设备,通用设备,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.33447836272876424,28159.43400000002,0.5345104333868378,21,3
300730.SZ-055,OOS,2023,300730.SZ,2023-03-23,2023-03-24,2023-04-19,2023-04-20,软件开发,软件开发,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.012223535526887973,-1212.1110000000035,0.21522667393476858,19,31
300131.SZ-052,OOS,2023,300131.SZ,2023-03-24,2023-03-27,2023-04-18,2023-04-19,其他电子Ⅱ,其他电子Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.047500499860030264,-4227.778000000006,0.044412704125241786,17,58
300809.SZ-059,OOS,2023,300809.SZ,2023-03-24,2023-03-27,2023-04-21,2023-04-24,通用设备,通用设备,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.025950953835024864,-2294.5399999999936,0.0555870032831427,20,42
300398.SZ-054,OOS,2023,300398.SZ,2023-03-27,2023-03-28,2023-04-19,2023-04-20,电子化学品Ⅱ,电子化学品Ⅱ,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.042452446889214845,-3936.5149999999994,0.0758352674475089,17,56
300311.SZ-053,OOS,2023,300311.SZ,2023-03-28,2023-03-29,2023-04-19,2023-04-20,软件开发,软件开发,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.05424615225412035,-5042.877999999997,0.07408205017766778,16,68
300857.SZ-060,OOS,2023,300857.SZ,2023-03-30,2023-03-31,2023-04-21,2023-04-24,消费电子,消费电子,2022-12-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0431356686191473,-3907.2499999999854,0.1477511327218477,16,55
300183.SZ-057,OOS,2023,300183.SZ,2023-04-19,2023-04-20,2023-04-21,2023-04-24,通信设备,通信设备,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08167472241167223,-7188.8399999999965,0.007676560900716556,3,80
300939.SZ-062,OOS,2023,300939.SZ,2023-04-19,2023-04-20,2023-04-21,2023-04-24,光学光电子,光学光电子,2022-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0031097705251813537,273.6999999999971,0.12766562411145843,3,22
300316.SZ-063,OOS,2023,300316.SZ,2023-05-19,2023-05-22,2023-05-24,2023-05-25,光伏设备,光伏设备,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.009729194426122892,-788.2489999999962,0.014949714596357744,4,28
300424.SZ-064,OOS,2023,300424.SZ,2023-05-31,2023-06-01,2023-06-07,2023-06-08,航空装备Ⅱ,航空装备Ⅱ,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.05186440838027612,-4536.392000000007,0.019581363943281582,6,62
300303.SZ-066,OOS,2023,300303.SZ,2023-06-14,2023-06-15,2023-06-27,2023-06-28,光学光电子,光学光电子,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.03377439140741326,2941.2090000000017,0.16045380875202597,8,12
300275.SZ-065,OOS,2023,300275.SZ,2023-06-19,2023-06-20,2023-06-27,2023-06-28,计算机设备,计算机设备,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.09327134958903915,-8068.944000000003,0.0036101083032489267,5,85
300811.SZ-067,OOS,2023,300811.SZ,2023-06-19,2023-06-20,2023-06-27,2023-06-28,金属新材料,金属新材料,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.023262703333193607,-2034.9140000000043,0.11694969561038127,5,39
300395.SZ-069,OOS,2023,300395.SZ,2023-06-30,2023-07-03,2023-07-07,2023-07-10,航空装备Ⅱ,航空装备Ⅱ,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.0852100099791572,-7537.368000000002,0.009302009777294895,6,81
300456.SZ-070,OOS,2023,300456.SZ,2023-06-30,2023-07-03,2023-07-07,2023-07-10,半导体,半导体,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.08619117075520065,-7676.4419999999955,0.016386809629779453,6,83
300034.SZ-068,OOS,2023,300034.SZ,2023-07-03,2023-07-04,2023-07-07,2023-07-10,航空装备Ⅱ,航空装备Ⅱ,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.03306421205253885,-2806.979999999996,0.021789883268482635,5,47
301039.SZ-072,OOS,2023,301039.SZ,2023-07-03,2023-07-04,2023-07-07,2023-07-10,商用车,商用车,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.037295106482872105,-3232.0899999999965,0.023355202365551442,5,50
300629.SZ-071,OOS,2023,300629.SZ,2023-07-05,2023-07-06,2023-07-07,2023-07-10,军工电子Ⅱ,军工电子Ⅱ,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.04791546481687322,-4086.479999999996,0.00892018779342707,3,57
300062.SZ-073,OOS,2023,300062.SZ,2023-07-13,2023-07-14,2023-07-18,2023-07-19,电网设备,电网设备,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.024522592925033525,-2124.11099999999,0.0012018675172191795,4,40
300423.SZ-074,OOS,2023,300423.SZ,2023-07-14,2023-07-17,2023-07-18,2023-07-19,电网设备,电网设备,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.011101285916708357,921.127999999997,0.02378999179655472,3,18
301091.SZ-075,OOS,2023,301091.SZ,2023-07-31,2023-08-01,2023-08-02,2023-08-03,工程咨询服务Ⅱ,工程咨询服务Ⅱ,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.019044619976297084,-1583.7330000000075,0.010351966873705987,3,33
301327.SZ-076,OOS,2023,301327.SZ,2023-07-31,2023-08-01,2023-08-02,2023-08-03,电池,电池,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.01597629610186976,-1324.4800000000105,0.01122917169765758,3,32
300750.SZ-079,OOS,2023,300750.SZ,2023-08-04,2023-08-07,2023-08-09,2023-08-10,电池,电池,2023-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.011880144395481802,872.2799999999988,0.02793456032719832,4,19
300012.SZ-077,OOS,2023,300012.SZ,2023-08-07,2023-08-08,2023-08-09,2023-08-10,专业服务,专业服务,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.007368854237738799,-603.0800000000017,0.03228962818003911,3,27
300598.SZ-078,OOS,2023,300598.SZ,2023-08-07,2023-08-08,2023-08-09,2023-08-10,软件开发,软件开发,2023-03-31,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.023653801145526163,-1931.37000000001,0.028135343876425134,3,38
300510.SZ-081,OOS,2023,300510.SZ,2023-10-11,2023-10-12,2023-10-17,2023-10-18,电网设备,电网设备,2023-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.020964993123327523,-1733.6500000000049,0.06391478029294273,5,35
300177.SZ-080,OOS,2023,300177.SZ,2023-10-13,2023-10-16,2023-10-17,2023-10-18,军工电子Ⅱ,军工电子Ⅱ,2023-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.013754570037292507,-1146.5709999999963,0.002617801047120505,3,30
300782.SZ-082,OOS,2023,300782.SZ,2023-10-13,2023-10-16,2023-10-17,2023-10-18,半导体,半导体,2023-06-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0045513861138860275,349.89599999999336,0.012499999999999956,3,21
300601.SZ-091,OOS,2023,300601.SZ,2023-10-30,2023-10-31,2023-11-27,2023-11-28,生物制品,生物制品,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.019506808980493118,-1592.702999999994,0.06256206554121158,21,34
