method_id,model,split,horizon,event_rows,independent_symbols,future_return_excess_vs_complement,classification
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,20,68,56,-0.0168254055542,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,40,68,56,-0.00276158003371,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,60,68,56,-0.00987260361397,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,120,68,56,0.0221313697693,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,5,12,9,-0.0218149325871,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,10,12,9,-0.0113794463882,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,20,12,9,0.000279442952954,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,40,12,9,-0.0343261863938,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,60,12,9,-0.0400863518728,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,holdout,120,12,9,0.0480643548543,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,5,17,17,0.0141056625183,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,10,17,17,0.0446148542239,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,20,17,17,0.0333969765347,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,40,17,17,0.0326634077053,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,60,17,17,0.0129122085032,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,validation,120,17,17,0.0465652733457,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,5,39,39,-0.000510478205286,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,10,39,39,-0.00872079967775,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,20,39,39,0.0220230290409,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,40,39,39,-0.0317834751761,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,60,39,39,-0.0390333975029,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,UNIFORM,holdout,120,39,39,0.00751751455225,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,5,17,17,0.0141056625183,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,10,17,17,0.0446148542239,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,20,17,17,0.0333969765347,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,40,17,17,0.0326634077053,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,60,17,17,0.0129122085032,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,validation,120,17,17,0.0465652733457,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,5,39,39,-0.000510478205286,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,10,39,39,-0.00872079967775,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,20,39,39,0.0220230290409,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,40,39,39,-0.0317834751761,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,60,39,39,-0.0390333975029,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,DISPOSITION,holdout,120,39,39,0.00751751455225,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,5,17,17,0.0141056625183,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,10,17,17,0.0446148542239,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,20,17,17,0.0333969765347,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,40,17,17,0.0326634077053,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,60,17,17,0.0129122085032,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,validation,120,17,17,0.0465652733457,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,5,39,39,-0.000510478205286,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,10,39,39,-0.00872079967775,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,20,39,39,0.0220230290409,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,40,39,39,-0.0317834751761,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,60,39,39,-0.0390333975029,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ACTIVE_STICKY,holdout,120,39,39,0.00751751455225,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,5,17,17,0.0141056625183,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,10,17,17,0.0446148542239,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,20,17,17,0.0333969765347,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,40,17,17,0.0326634077053,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,60,17,17,0.0129122085032,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,validation,120,17,17,0.0465652733457,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,5,39,39,-0.000510478205286,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,10,39,39,-0.00872079967775,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,20,39,39,0.0220230290409,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,40,39,39,-0.0317834751761,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,60,39,39,-0.0390333975029,DESCRIPTIVE_ONLY
PIT_EDGE_HORIZONTAL,ENSEMBLE,holdout,120,39,39,0.00751751455225,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,5,309,225,-0.00564041672031,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,10,309,225,-0.00463843503464,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,20,309,225,0.00232737815121,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,40,309,225,0.00927525044434,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,60,309,225,0.00655855655202,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,validation,120,309,225,0.0022834275153,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,5,227,165,0.00519684606381,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,10,227,165,-0.00777955047041,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,20,227,165,-0.0093628649851,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,40,227,165,-0.00396933196104,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,60,227,165,0.0219919835615,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,UNIFORM,holdout,120,227,165,0.0253602438417,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,5,301,226,-0.00250259765375,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,10,301,226,-0.000860955659061,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,20,301,226,0.00588517040407,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,40,301,226,0.00482900613565,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,60,301,226,-0.00123170551945,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,validation,120,301,226,-0.00137996098167,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,5,201,155,0.00210743887907,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,10,201,155,-0.00752394500088,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,20,201,155,-0.00686619852789,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,40,201,155,0.00299621677623,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,60,201,155,0.0164481052249,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,DISPOSITION,holdout,120,201,155,0.0427777376704,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,5,355,266,-0.0106123393174,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,10,355,266,-0.00732249673758,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,20,355,266,-0.00514723108728,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,40,355,266,-0.00686205431707,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,60,355,266,-0.000772178674203,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,validation,120,355,266,-0.00246017194975,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,5,293,199,0.00189981756286,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,10,293,199,-0.00791909625442,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,20,293,199,-0.0115772284316,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,40,293,199,-0.00916691355978,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,60,293,199,0.0280068107595,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ACTIVE_STICKY,holdout,120,293,199,0.0168813563616,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,5,197,159,0.00489461512327,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,10,197,159,0.0146467720361,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,20,197,159,0.0238569601159,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,40,197,159,0.031851008144,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,60,197,159,0.0352463472198,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,validation,120,197,159,0.0484065714272,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,5,117,98,0.00825154480008,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,10,117,98,-0.000862662881,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,20,117,98,-0.0230788992989,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,40,117,98,-0.0195302280848,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,60,117,98,0.00594117290697,DESCRIPTIVE_ONLY
DOUBLE_PEAK_FILL_VALLEY,ENSEMBLE,holdout,120,117,98,0.0142473180555,DESCRIPTIVE_ONLY
