model,split,side,touch_bucket,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
DISPOSITION,validation,RESISTANCE,FIRST,cross_probability_10,10,2521,2521,0.423244744149,0.402618008727,0.442681475605
DISPOSITION,validation,RESISTANCE,FIRST,time_to_cross_10,10,2531,2531,7.88937178981,7.73951007507,8.04790596602
DISPOSITION,validation,RESISTANCE,FIRST,future_return_5,5,2563,2563,0.0177307565881,0.0139745853339,0.0210463515057
DISPOSITION,validation,RESISTANCE,FIRST,mae_10,10,2521,2521,-0.0571161806573,-0.0589511158062,-0.0551917442955
DISPOSITION,validation,RESISTANCE,FIRST,mfe_10,10,2521,2521,0.10671575523,0.102163118035,0.111263251675
DISPOSITION,validation,RESISTANCE,SECOND,reaction_probability,3,1666,1666,0.418367346939,0.396143457383,0.442977190876
DISPOSITION,validation,RESISTANCE,SECOND,close_favorable_probability,0,1704,1704,0.489436619718,0.465962441315,0.511766431925
DISPOSITION,validation,RESISTANCE,SECOND,cross_probability_10,10,1459,1459,0.355037697053,0.333104866347,0.376987662783
DISPOSITION,validation,RESISTANCE,SECOND,time_to_cross_10,10,1493,1493,8.42933690556,8.24243134628,8.6257367716
DISPOSITION,validation,RESISTANCE,SECOND,future_return_5,5,1638,1638,0.00658650672448,0.00298570853722,0.00986909806121
DISPOSITION,validation,RESISTANCE,SECOND,mae_10,10,1459,1459,-0.0548033903825,-0.0569625241091,-0.0527381240006
DISPOSITION,validation,RESISTANCE,SECOND,mfe_10,10,1459,1459,0.0904643060781,0.0861294841045,0.0950545346596
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,reaction_probability,3,1874,1004,0.347365300702,0.319862039935,0.370734502466
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,2104,1070,0.517496662216,0.492237483311,0.540144692924
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1410,839,0.422844656337,0.387766189909,0.449010230433
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1490,864,7.88858024691,7.64348234954,8.11583960262
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,future_return_5,5,1797,980,0.01703570258,0.0128261439592,0.0211632758549
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,mae_10,10,1410,839,-0.0480099321906,-0.0510769549074,-0.0452645130015
DISPOSITION,validation,RESISTANCE,THIRD_PLUS,mfe_10,10,1410,839,0.109087247459,0.102112665382,0.11755435925
DISPOSITION,validation,SUPPORT,FIRST,reaction_probability,3,1345,1345,0.440148698885,0.415594795539,0.46468401487
DISPOSITION,validation,SUPPORT,FIRST,close_favorable_probability,0,1440,1440,0.559722222222,0.533333333333,0.585416666667
DISPOSITION,validation,SUPPORT,FIRST,cross_probability_10,10,1284,1284,0.214174454829,0.192367601246,0.236779595016
DISPOSITION,validation,SUPPORT,FIRST,time_to_cross_10,10,1294,1294,9.62132921175,9.47057573416,9.77204404946
DISPOSITION,validation,SUPPORT,FIRST,future_return_5,5,1330,1330,0.00163175085895,-0.00163381931233,0.00501204340839
DISPOSITION,validation,SUPPORT,FIRST,mae_10,10,1284,1284,-0.0592824228878,-0.0620055067465,-0.0567628002478
DISPOSITION,validation,SUPPORT,FIRST,mfe_10,10,1284,1284,0.0695930079554,0.0654415256159,0.0740941157464
DISPOSITION,validation,SUPPORT,SECOND,reaction_probability,3,924,924,0.349567099567,0.322510822511,0.382088744589
DISPOSITION,validation,SUPPORT,SECOND,close_favorable_probability,0,958,958,0.528183716075,0.495798538622,0.5626565762
DISPOSITION,validation,SUPPORT,SECOND,cross_probability_10,10,785,785,0.266242038217,0.23821656051,0.298152866242
DISPOSITION,validation,SUPPORT,SECOND,time_to_cross_10,10,809,809,9.26452410383,9.035815822,9.44626081582
DISPOSITION,validation,SUPPORT,SECOND,future_return_5,5,880,880,-0.00593913778874,-0.00941256998443,-0.00243289144222
DISPOSITION,validation,SUPPORT,SECOND,mae_10,10,785,785,-0.0615859550727,-0.0648208759893,-0.0578249687012
DISPOSITION,validation,SUPPORT,SECOND,mfe_10,10,785,785,0.0612643838204,0.0568982496289,0.0664791033362
DISPOSITION,validation,SUPPORT,THIRD_PLUS,reaction_probability,3,1002,550,0.269787878788,0.238781818182,0.299067424242
DISPOSITION,validation,SUPPORT,THIRD_PLUS,close_favorable_probability,0,1092,588,0.461394557823,0.433431831066,0.49856505102
DISPOSITION,validation,SUPPORT,THIRD_PLUS,cross_probability_10,10,705,426,0.328599374022,0.287847222222,0.369074726135
DISPOSITION,validation,SUPPORT,THIRD_PLUS,time_to_cross_10,10,781,455,8.57175824176,8.29547985348,8.84979304029
DISPOSITION,validation,SUPPORT,THIRD_PLUS,future_return_5,5,890,499,-0.0084217540412,-0.0142659836992,-0.00254084571411
DISPOSITION,validation,SUPPORT,THIRD_PLUS,mae_10,10,705,426,-0.066307848066,-0.0710351299584,-0.0622032509997
DISPOSITION,validation,SUPPORT,THIRD_PLUS,mfe_10,10,705,426,0.0635315301848,0.0545068653981,0.074508967438
ENSEMBLE,discovery,RESISTANCE,FIRST,reaction_probability,3,2558,2558,0.432369038311,0.413604378421,0.451935105551
ENSEMBLE,discovery,RESISTANCE,FIRST,close_favorable_probability,0,2615,2615,0.471128107075,0.452380497132,0.490640535373
ENSEMBLE,discovery,RESISTANCE,FIRST,cross_probability_10,10,2430,2430,0.314403292181,0.295874485597,0.331697530864
ENSEMBLE,discovery,RESISTANCE,FIRST,time_to_cross_10,10,2467,2467,8.54560194568,8.40979935144,8.6912241589
ENSEMBLE,discovery,RESISTANCE,FIRST,future_return_5,5,2527,2527,0.00108093411243,-0.00234510344581,0.00433947998778
ENSEMBLE,discovery,RESISTANCE,FIRST,mae_10,10,2430,2430,-0.0804879688664,-0.082976387139,-0.0780397150047
ENSEMBLE,discovery,RESISTANCE,FIRST,mfe_10,10,2430,2430,0.0928324821056,0.0888434912028,0.0974498222396
ENSEMBLE,discovery,RESISTANCE,SECOND,reaction_probability,3,1673,1673,0.528989838613,0.506873879259,0.549925283921
ENSEMBLE,discovery,RESISTANCE,SECOND,close_favorable_probability,0,1746,1746,0.553264604811,0.528064146621,0.577348224513
ENSEMBLE,discovery,RESISTANCE,SECOND,cross_probability_10,10,1503,1503,0.260146373919,0.238190286094,0.283433133733
ENSEMBLE,discovery,RESISTANCE,SECOND,time_to_cross_10,10,1554,1554,9.04826254826,8.89121621622,9.20595238095
ENSEMBLE,discovery,RESISTANCE,SECOND,future_return_5,5,1624,1624,-0.0131035075876,-0.0170080352861,-0.00917674047515
ENSEMBLE,discovery,RESISTANCE,SECOND,mae_10,10,1503,1503,-0.0886841351011,-0.0915809879851,-0.0854937579926
ENSEMBLE,discovery,RESISTANCE,SECOND,mfe_10,10,1503,1503,0.0768258872097,0.0717911824292,0.0814781694197
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,reaction_probability,3,1854,991,0.476128009226,0.452217997694,0.502814917592
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,2140,1080,0.499675925926,0.475987378748,0.527282627866
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1345,815,0.30029506281,0.268596990944,0.327426380368
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1480,865,8.34288466832,8.11843737958,8.58336622626
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,future_return_5,5,1683,934,-0.0047768841641,-0.01006460431,-0.000120299562265
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,mae_10,10,1345,815,-0.0744683982085,-0.0786562575661,-0.0705435251826
ENSEMBLE,discovery,RESISTANCE,THIRD_PLUS,mfe_10,10,1345,815,0.081051289176,0.0744361246795,0.0883214677275
ENSEMBLE,discovery,SUPPORT,FIRST,reaction_probability,3,1256,1256,0.40127388535,0.374203821656,0.428343949045
ENSEMBLE,discovery,SUPPORT,FIRST,close_favorable_probability,0,1260,1260,0.469047619048,0.446825396825,0.494464285714
ENSEMBLE,discovery,SUPPORT,FIRST,cross_probability_10,10,1229,1229,0.39951179821,0.377502034174,0.428803905614
ENSEMBLE,discovery,SUPPORT,FIRST,time_to_cross_10,10,1231,1231,7.77091795288,7.54589764419,8.04153127539
ENSEMBLE,discovery,SUPPORT,FIRST,future_return_5,5,1247,1247,0.0141271768417,0.00848604766254,0.0190490548897
ENSEMBLE,discovery,SUPPORT,FIRST,mae_10,10,1229,1229,-0.078947518878,-0.0826937596988,-0.0753392901399
ENSEMBLE,discovery,SUPPORT,FIRST,mfe_10,10,1229,1229,0.0950355868793,0.0888932286566,0.101864800922
ENSEMBLE,discovery,SUPPORT,SECOND,reaction_probability,3,808,808,0.461633663366,0.420792079208,0.497524752475
ENSEMBLE,discovery,SUPPORT,SECOND,close_favorable_probability,0,841,841,0.535077288942,0.501783590963,0.569560047562
ENSEMBLE,discovery,SUPPORT,SECOND,cross_probability_10,10,715,715,0.325874125874,0.29506993007,0.356643356643
ENSEMBLE,discovery,SUPPORT,SECOND,time_to_cross_10,10,733,733,8.9727148704,8.73253751705,9.20474079127
ENSEMBLE,discovery,SUPPORT,SECOND,future_return_5,5,797,797,0.00590955587514,6.77453765496e-05,0.0106387724775
ENSEMBLE,discovery,SUPPORT,SECOND,mae_10,10,715,715,-0.0721217597236,-0.0769241554979,-0.0669879890213
ENSEMBLE,discovery,SUPPORT,SECOND,mfe_10,10,715,715,0.0854902890562,0.0785249302249,0.0928139695234
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,reaction_probability,3,988,534,0.422565543071,0.388871722846,0.454404650437
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,close_favorable_probability,0,1102,563,0.48730017762,0.454427915927,0.519866044997
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,cross_probability_10,10,655,392,0.367431972789,0.323062287415,0.416845238095
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,time_to_cross_10,10,713,424,8.20373427673,7.86363109277,8.55730051101
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,future_return_5,5,918,508,0.00514773658817,-0.00145517765268,0.0111810886339
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,mae_10,10,655,392,-0.0796987786488,-0.0863634972654,-0.0727377540305
ENSEMBLE,discovery,SUPPORT,THIRD_PLUS,mfe_10,10,655,392,0.0777386548599,0.0679304544139,0.0873191751889
ENSEMBLE,holdout,RESISTANCE,FIRST,reaction_probability,3,1687,1687,0.4463544754,0.420865441612,0.471295198577
ENSEMBLE,holdout,RESISTANCE,FIRST,close_favorable_probability,0,1723,1723,0.504352872896,0.481123041207,0.527611723738
ENSEMBLE,holdout,RESISTANCE,FIRST,cross_probability_10,10,1563,1563,0.252719129878,0.232837492003,0.27128918746
ENSEMBLE,holdout,RESISTANCE,FIRST,time_to_cross_10,10,1594,1594,9.13989962359,8.98611982434,9.29612609787
ENSEMBLE,holdout,RESISTANCE,FIRST,future_return_5,5,1663,1663,-0.0066499421408,-0.010080507052,-0.00347712033515
ENSEMBLE,holdout,RESISTANCE,FIRST,mae_10,10,1563,1563,-0.0674459746535,-0.0703360068493,-0.0645777225457
ENSEMBLE,holdout,RESISTANCE,FIRST,mfe_10,10,1563,1563,0.0738351694957,0.0690523115264,0.0781571061538
ENSEMBLE,holdout,RESISTANCE,SECOND,reaction_probability,3,1100,1100,0.453636363636,0.425431818182,0.480909090909
ENSEMBLE,holdout,RESISTANCE,SECOND,close_favorable_probability,0,1147,1147,0.569311246731,0.543156059285,0.599825632084
ENSEMBLE,holdout,RESISTANCE,SECOND,cross_probability_10,10,948,948,0.237341772152,0.210970464135,0.263765822785
ENSEMBLE,holdout,RESISTANCE,SECOND,time_to_cross_10,10,980,980,9.21326530612,9.0131122449,9.43071428571
ENSEMBLE,holdout,RESISTANCE,SECOND,future_return_5,5,1054,1054,-0.00335283635817,-0.00714422663597,0.00147347728771
ENSEMBLE,holdout,RESISTANCE,SECOND,mae_10,10,948,948,-0.0645341919685,-0.0678069635017,-0.0611785342918
ENSEMBLE,holdout,RESISTANCE,SECOND,mfe_10,10,948,948,0.0710447163625,0.0655849854251,0.076653290017
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,reaction_probability,3,1195,658,0.431332320162,0.400421099291,0.463073074975
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,1342,705,0.485862884161,0.453637706856,0.515939716312
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,cross_probability_10,10,847,515,0.277508090615,0.238802588997,0.315703883495
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,923,547,8.61529555149,8.31794028032,8.91415143205
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,future_return_5,5,1088,621,0.00133312984063,-0.00380631259948,0.00592408641275
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,mae_10,10,847,515,-0.0615030250509,-0.0662918159363,-0.057227912548
ENSEMBLE,holdout,RESISTANCE,THIRD_PLUS,mfe_10,10,847,515,0.0791948955494,0.0719234586997,0.086650938376
ENSEMBLE,holdout,SUPPORT,FIRST,reaction_probability,3,725,725,0.4,0.361379310345,0.434482758621
ENSEMBLE,holdout,SUPPORT,FIRST,close_favorable_probability,0,738,738,0.550135501355,0.512195121951,0.588109756098
ENSEMBLE,holdout,SUPPORT,FIRST,cross_probability_10,10,695,695,0.284892086331,0.254676258993,0.318021582734
ENSEMBLE,holdout,SUPPORT,FIRST,time_to_cross_10,10,701,701,9.16119828816,8.93138373752,9.40249643367
ENSEMBLE,holdout,SUPPORT,FIRST,future_return_5,5,722,722,-0.00802430700081,-0.012996457884,-0.00351831631842
ENSEMBLE,holdout,SUPPORT,FIRST,mae_10,10,695,695,-0.0683313270964,-0.0728277120081,-0.0643999832094
ENSEMBLE,holdout,SUPPORT,FIRST,mfe_10,10,695,695,0.0714957804812,0.0644993835649,0.0781043461287
ENSEMBLE,holdout,SUPPORT,SECOND,reaction_probability,3,474,474,0.386075949367,0.345938818565,0.434651898734
ENSEMBLE,holdout,SUPPORT,SECOND,close_favorable_probability,0,488,488,0.487704918033,0.444620901639,0.534836065574
ENSEMBLE,holdout,SUPPORT,SECOND,cross_probability_10,10,421,421,0.308788598575,0.270783847981,0.358669833729
ENSEMBLE,holdout,SUPPORT,SECOND,time_to_cross_10,10,427,427,9.00468384075,8.72359484778,9.33963700234
ENSEMBLE,holdout,SUPPORT,SECOND,future_return_5,5,465,465,-0.00244641608542,-0.00951726130884,0.00366700121551
ENSEMBLE,holdout,SUPPORT,SECOND,mae_10,10,421,421,-0.0667894411153,-0.0729462436243,-0.0611319838167
ENSEMBLE,holdout,SUPPORT,SECOND,mfe_10,10,421,421,0.075502255484,0.0673406568055,0.0845874883974
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,reaction_probability,3,501,293,0.40204778157,0.35236632537,0.453576507395
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,close_favorable_probability,0,570,312,0.499946581197,0.450089476496,0.545385950855
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,cross_probability_10,10,360,232,0.340732758621,0.279660560345,0.402318606322
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,time_to_cross_10,10,377,240,8.64590277778,8.23064409722,9.04731770833
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,future_return_5,5,468,275,0.00154339870809,-0.00636111789995,0.00896456079054
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,mae_10,10,360,232,-0.0705710734292,-0.0782052901656,-0.0621232698427
ENSEMBLE,holdout,SUPPORT,THIRD_PLUS,mfe_10,10,360,232,0.0831382265134,0.0721946664323,0.0944797916175
ENSEMBLE,validation,RESISTANCE,FIRST,reaction_probability,3,1885,1885,0.359681697613,0.336312997347,0.381432360743
ENSEMBLE,validation,RESISTANCE,FIRST,close_favorable_probability,0,1895,1895,0.452770448549,0.433773087071,0.474947229551
ENSEMBLE,validation,RESISTANCE,FIRST,cross_probability_10,10,1843,1843,0.403689636462,0.379815518177,0.425949538795
ENSEMBLE,validation,RESISTANCE,FIRST,time_to_cross_10,10,1850,1850,8.07351351351,7.88314864865,8.25085135135
ENSEMBLE,validation,RESISTANCE,FIRST,future_return_5,5,1870,1870,0.0173380257143,0.0130563430128,0.0212756735574
ENSEMBLE,validation,RESISTANCE,FIRST,mae_10,10,1843,1843,-0.0559272807363,-0.0581148005753,-0.0535523070202
ENSEMBLE,validation,RESISTANCE,FIRST,mfe_10,10,1843,1843,0.10282029681,0.0977475035604,0.108066876822
ENSEMBLE,validation,RESISTANCE,SECOND,reaction_probability,3,1227,1227,0.40912795436,0.383863080685,0.434413202934
ENSEMBLE,validation,RESISTANCE,SECOND,close_favorable_probability,0,1251,1251,0.483613109512,0.455615507594,0.511590727418
ENSEMBLE,validation,RESISTANCE,SECOND,cross_probability_10,10,1089,1089,0.331496786042,0.304866850321,0.358126721763
ENSEMBLE,validation,RESISTANCE,SECOND,time_to_cross_10,10,1106,1106,8.66274864376,8.46103074141,8.86356238698
ENSEMBLE,validation,RESISTANCE,SECOND,future_return_5,5,1211,1211,0.00588520226224,0.00188906638583,0.00965720494295
ENSEMBLE,validation,RESISTANCE,SECOND,mae_10,10,1089,1089,-0.0531277273721,-0.0559242041699,-0.0507197222443
ENSEMBLE,validation,RESISTANCE,SECOND,mfe_10,10,1089,1089,0.0906549545541,0.0853946331919,0.0958953103764
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,reaction_probability,3,1393,743,0.332509773761,0.300300743447,0.364616259694
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,1567,792,0.499669312169,0.469806998557,0.528628697691
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1059,622,0.425777063237,0.388772775991,0.461153536977
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1112,640,7.95927083333,7.68909505208,8.20980533854
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,future_return_5,5,1341,728,0.0198511066516,0.0152477597741,0.0253591697605
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,mae_10,10,1059,622,-0.0459534111384,-0.049442960836,-0.042827287177
ENSEMBLE,validation,RESISTANCE,THIRD_PLUS,mfe_10,10,1059,622,0.112285733256,0.103452958722,0.123392281601
ENSEMBLE,validation,SUPPORT,FIRST,reaction_probability,3,1009,1009,0.441030723489,0.410307234886,0.469796828543
ENSEMBLE,validation,SUPPORT,FIRST,close_favorable_probability,0,1083,1083,0.55216989843,0.522622345337,0.577100646353
ENSEMBLE,validation,SUPPORT,FIRST,cross_probability_10,10,962,962,0.183991683992,0.161122661123,0.2079002079
ENSEMBLE,validation,SUPPORT,FIRST,time_to_cross_10,10,968,968,9.84814049587,9.67138429752,10.0187241736
ENSEMBLE,validation,SUPPORT,FIRST,future_return_5,5,995,995,0.0033798004132,-0.000399281787934,0.00697886885826
ENSEMBLE,validation,SUPPORT,FIRST,mae_10,10,962,962,-0.0576983015541,-0.0612011999367,-0.0544467267557
ENSEMBLE,validation,SUPPORT,FIRST,mfe_10,10,962,962,0.0713336680803,0.0665504122239,0.0767254761337
ENSEMBLE,validation,SUPPORT,SECOND,reaction_probability,3,691,691,0.358900144718,0.322720694645,0.396526772793
ENSEMBLE,validation,SUPPORT,SECOND,close_favorable_probability,0,720,720,0.545833333333,0.508298611111,0.579201388889
ENSEMBLE,validation,SUPPORT,SECOND,cross_probability_10,10,593,593,0.242833052277,0.210792580101,0.276602023609
ENSEMBLE,validation,SUPPORT,SECOND,time_to_cross_10,10,606,606,9.4702970297,9.23758250825,9.68985148515
ENSEMBLE,validation,SUPPORT,SECOND,future_return_5,5,662,662,-0.00617130921675,-0.0101667241946,-0.00181295036552
ENSEMBLE,validation,SUPPORT,SECOND,mae_10,10,593,593,-0.0606472756599,-0.064582340601,-0.0568018759356
ENSEMBLE,validation,SUPPORT,SECOND,mfe_10,10,593,593,0.0598727326784,0.0540605333101,0.0649519773718
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,reaction_probability,3,739,407,0.271007371007,0.232266584767,0.307047502048
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,close_favorable_probability,0,812,436,0.453325688073,0.412952981651,0.489607224771
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,cross_probability_10,10,526,314,0.30398089172,0.250626326964,0.347612791932
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,time_to_cross_10,10,562,329,8.87122593718,8.53496453901,9.18712259372
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,future_return_5,5,659,368,-0.00826791055648,-0.0141199416141,-0.00163582243766
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,mae_10,10,526,314,-0.0652056458924,-0.0704902495811,-0.0604515250403
ENSEMBLE,validation,SUPPORT,THIRD_PLUS,mfe_10,10,526,314,0.0638877234211,0.0512599653353,0.0778795953115
UNIFORM,discovery,RESISTANCE,FIRST,reaction_probability,3,3147,3147,0.435970765809,0.417532570702,0.45471877979
UNIFORM,discovery,RESISTANCE,FIRST,close_favorable_probability,0,3227,3227,0.474124573908,0.456770994732,0.49055624419
UNIFORM,discovery,RESISTANCE,FIRST,cross_probability_10,10,2988,2988,0.321954484605,0.30687751004,0.340026773762
UNIFORM,discovery,RESISTANCE,FIRST,time_to_cross_10,10,3034,3034,8.46769940672,8.32693638761,8.5980306526
UNIFORM,discovery,RESISTANCE,FIRST,future_return_5,5,3105,3105,5.020376215e-05,-0.00315273747466,0.00323051997946
UNIFORM,discovery,RESISTANCE,FIRST,mae_10,10,2988,2988,-0.0815379810305,-0.0837920269884,-0.0795143569521
UNIFORM,discovery,RESISTANCE,FIRST,mfe_10,10,2988,2988,0.092790014994,0.0881054496468,0.0970692727905
UNIFORM,discovery,RESISTANCE,SECOND,reaction_probability,3,2030,2030,0.534482758621,0.513300492611,0.556157635468
UNIFORM,discovery,RESISTANCE,SECOND,close_favorable_probability,0,2120,2120,0.546226415094,0.524516509434,0.569811320755
UNIFORM,discovery,RESISTANCE,SECOND,cross_probability_10,10,1827,1827,0.265462506842,0.246305418719,0.287903667214
UNIFORM,discovery,RESISTANCE,SECOND,time_to_cross_10,10,1891,1891,8.95769434162,8.79163141195,9.12119249075
UNIFORM,discovery,RESISTANCE,SECOND,future_return_5,5,1970,1970,-0.0139013539033,-0.0174074486424,-0.0103628028844
UNIFORM,discovery,RESISTANCE,SECOND,mae_10,10,1827,1827,-0.0893960953052,-0.0923983456333,-0.0862711960011
UNIFORM,discovery,RESISTANCE,SECOND,mfe_10,10,1827,1827,0.0758456473479,0.0718091636714,0.0796273123785
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,reaction_probability,3,2279,1207,0.486227166923,0.464164102261,0.511349025526
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,2622,1314,0.500875190259,0.47831245017,0.520674603175
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1642,983,0.303381291479,0.275605653248,0.329356379887
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1818,1049,8.28439329974,8.04858930274,8.51776879341
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,future_return_5,5,2070,1137,-0.00685223463361,-0.0105510653584,-0.00246035180391
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,mae_10,10,1642,983,-0.0757877645936,-0.0790306350767,-0.0719408312245
UNIFORM,discovery,RESISTANCE,THIRD_PLUS,mfe_10,10,1642,983,0.0783649931039,0.0736354393196,0.0841887491657
UNIFORM,discovery,SUPPORT,FIRST,reaction_probability,3,1761,1761,0.407155025554,0.383872799546,0.429897785349
UNIFORM,discovery,SUPPORT,FIRST,close_favorable_probability,0,1766,1766,0.470554926387,0.445059456399,0.492086636467
UNIFORM,discovery,SUPPORT,FIRST,cross_probability_10,10,1714,1714,0.412485414236,0.388535589265,0.432934655776
UNIFORM,discovery,SUPPORT,FIRST,time_to_cross_10,10,1722,1722,7.62253193961,7.43259291521,7.80026132404
UNIFORM,discovery,SUPPORT,FIRST,future_return_5,5,1746,1746,0.0145836965866,0.0105188176252,0.0193387587105
UNIFORM,discovery,SUPPORT,FIRST,mae_10,10,1714,1714,-0.07809449152,-0.0806996251752,-0.0748893571825
UNIFORM,discovery,SUPPORT,FIRST,mfe_10,10,1714,1714,0.0961636075876,0.0908953747606,0.101983029456
UNIFORM,discovery,SUPPORT,SECOND,reaction_probability,3,1147,1147,0.486486486486,0.457715780296,0.51700087184
UNIFORM,discovery,SUPPORT,SECOND,close_favorable_probability,0,1195,1195,0.549790794979,0.522970711297,0.578242677824
UNIFORM,discovery,SUPPORT,SECOND,cross_probability_10,10,1001,1001,0.320679320679,0.28971028971,0.344655344655
UNIFORM,discovery,SUPPORT,SECOND,time_to_cross_10,10,1035,1035,8.90241545894,8.70678743961,9.09768115942
UNIFORM,discovery,SUPPORT,SECOND,future_return_5,5,1127,1127,0.00677510435396,0.00239779145548,0.0114478862377
UNIFORM,discovery,SUPPORT,SECOND,mae_10,10,1001,1001,-0.0680164253139,-0.072058052547,-0.0641040271682
UNIFORM,discovery,SUPPORT,SECOND,mfe_10,10,1001,1001,0.0871243559791,0.0810675365316,0.0932505041389
UNIFORM,discovery,SUPPORT,THIRD_PLUS,reaction_probability,3,1363,739,0.42101939558,0.392264321155,0.447225981055
UNIFORM,discovery,SUPPORT,THIRD_PLUS,close_favorable_probability,0,1527,785,0.488004246285,0.460059978769,0.516847133758
UNIFORM,discovery,SUPPORT,THIRD_PLUS,cross_probability_10,10,904,539,0.379684601113,0.339359925788,0.413585343228
UNIFORM,discovery,SUPPORT,THIRD_PLUS,time_to_cross_10,10,983,579,8.13563615429,7.83384283247,8.40762017847
UNIFORM,discovery,SUPPORT,THIRD_PLUS,future_return_5,5,1255,693,0.00600938528174,0.000626923981457,0.0113344755283
UNIFORM,discovery,SUPPORT,THIRD_PLUS,mae_10,10,904,539,-0.0763345451161,-0.0821567514994,-0.0705925063342
UNIFORM,discovery,SUPPORT,THIRD_PLUS,mfe_10,10,904,539,0.0767519374606,0.0689721877773,0.0843233448765
UNIFORM,holdout,RESISTANCE,FIRST,reaction_probability,3,2191,2191,0.452304883615,0.43176631675,0.470572797809
UNIFORM,holdout,RESISTANCE,FIRST,close_favorable_probability,0,2240,2240,0.492410714286,0.471852678571,0.514285714286
UNIFORM,holdout,RESISTANCE,FIRST,cross_probability_10,10,2023,2023,0.263964409293,0.243685121107,0.282266435986
UNIFORM,holdout,RESISTANCE,FIRST,time_to_cross_10,10,2065,2065,9.02760290557,8.88279661017,9.17780871671
UNIFORM,holdout,RESISTANCE,FIRST,future_return_5,5,2156,2156,-0.00773919568748,-0.0107885372546,-0.00410084085956
UNIFORM,holdout,RESISTANCE,FIRST,mae_10,10,2023,2023,-0.0689254443854,-0.0711507585899,-0.0666723556053
UNIFORM,holdout,RESISTANCE,FIRST,mfe_10,10,2023,2023,0.0738383942812,0.0699312633548,0.0784559759217
UNIFORM,holdout,RESISTANCE,SECOND,reaction_probability,3,1412,1412,0.463172804533,0.435552407932,0.488686260623
UNIFORM,holdout,RESISTANCE,SECOND,close_favorable_probability,0,1469,1469,0.566371681416,0.53980599047,0.594979577944
UNIFORM,holdout,RESISTANCE,SECOND,cross_probability_10,10,1217,1217,0.240755957272,0.216084634347,0.266248972884
UNIFORM,holdout,RESISTANCE,SECOND,time_to_cross_10,10,1264,1264,9.17009493671,9.00069224684,9.34810126582
UNIFORM,holdout,RESISTANCE,SECOND,future_return_5,5,1350,1350,-0.00460775643281,-0.00829081644779,-0.00116837725759
UNIFORM,holdout,RESISTANCE,SECOND,mae_10,10,1217,1217,-0.0650009667965,-0.0679275888256,-0.0617565505862
