representation,feature,model,split,side,metric,N_low,N_high,independent_event_count,low_mean,high_mean,high_minus_low
PEAK,peak_prominence,ENSEMBLE,validation,RESISTANCE,future_return_5,342,355,1109,0.00471045142697,0.0250482809211,0.0203378294941
PEAK,peak_prominence,ENSEMBLE,validation,RESISTANCE,mae_10,333,350,1102,-0.0663103967405,-0.0466101265891,0.0197002701513
PEAK,peak_prominence,ENSEMBLE,validation,RESISTANCE,mfe_10,333,350,1102,0.101693954096,0.104084274159,0.00239032006357
PEAK,peak_prominence,ENSEMBLE,validation,SUPPORT,reaction_probability,222,136,688,0.414414414414,0.5,0.0855855855856
PEAK,peak_prominence,ENSEMBLE,validation,SUPPORT,cross_probability_10,205,132,660,0.209756097561,0.159090909091,-0.0506651884701
PEAK,peak_prominence,ENSEMBLE,validation,SUPPORT,future_return_5,216,136,678,-0.00350607675183,0.0066790467561,0.0101851235079
PEAK,peak_prominence,ENSEMBLE,validation,SUPPORT,mae_10,205,132,660,-0.0581303298649,-0.0581540213475,-2.36914826105e-05
PEAK,peak_prominence,ENSEMBLE,validation,SUPPORT,mfe_10,205,132,660,0.0689000497856,0.0767305538018,0.00783050401617
PEAK,peak_prominence,UNIFORM,discovery,RESISTANCE,reaction_probability,416,832,1703,0.504807692308,0.388221153846,-0.116586538462
PEAK,peak_prominence,UNIFORM,discovery,RESISTANCE,cross_probability_10,386,795,1649,0.396373056995,0.242767295597,-0.153605761397
PEAK,peak_prominence,UNIFORM,discovery,RESISTANCE,future_return_5,408,826,1690,-0.00300856777877,0.00370929228637,0.00671786006513
PEAK,peak_prominence,UNIFORM,discovery,RESISTANCE,mae_10,386,795,1649,-0.0907506328974,-0.0767855924809,0.0139650404165
PEAK,peak_prominence,UNIFORM,discovery,RESISTANCE,mfe_10,386,795,1649,0.105316326148,0.0903808944392,-0.0149354317088
PEAK,peak_prominence,UNIFORM,discovery,SUPPORT,reaction_probability,447,280,1055,0.41610738255,0.417857142857,0.00174976030681
PEAK,peak_prominence,UNIFORM,discovery,SUPPORT,cross_probability_10,432,276,1041,0.402777777778,0.373188405797,-0.0295893719807
PEAK,peak_prominence,UNIFORM,discovery,SUPPORT,future_return_5,443,279,1054,0.0131940531125,0.0160571960443,0.00286314293175
PEAK,peak_prominence,UNIFORM,discovery,SUPPORT,mae_10,432,276,1041,-0.0731328906941,-0.0804896579226,-0.00735676722848
PEAK,peak_prominence,UNIFORM,discovery,SUPPORT,mfe_10,432,276,1041,0.0906759358766,0.0966973361151,0.00602140023847
PEAK,peak_prominence,UNIFORM,holdout,RESISTANCE,reaction_probability,286,668,1264,0.486013986014,0.426646706587,-0.0593672794272
PEAK,peak_prominence,UNIFORM,holdout,RESISTANCE,cross_probability_10,255,626,1207,0.396078431373,0.169329073482,-0.22674935789
PEAK,peak_prominence,UNIFORM,holdout,RESISTANCE,future_return_5,280,657,1253,-0.0074445433796,-0.007641512889,-0.000196969509392
PEAK,peak_prominence,UNIFORM,holdout,RESISTANCE,mae_10,255,626,1207,-0.0755907800317,-0.0595723689055,0.0160184111262
PEAK,peak_prominence,UNIFORM,holdout,RESISTANCE,mfe_10,255,626,1207,0.0848469625801,0.0666801921758,-0.0181667704043
PEAK,peak_prominence,UNIFORM,holdout,SUPPORT,reaction_probability,303,114,723,0.438943894389,0.447368421053,0.00842452666319
PEAK,peak_prominence,UNIFORM,holdout,SUPPORT,cross_probability_10,287,110,698,0.289198606272,0.354545454545,0.0653468482737
PEAK,peak_prominence,UNIFORM,holdout,SUPPORT,future_return_5,301,114,721,0.00123034833531,-0.0134424205639,-0.0146727688992
PEAK,peak_prominence,UNIFORM,holdout,SUPPORT,mae_10,287,110,698,-0.0622240705132,-0.0821222092188,-0.0198981387056
PEAK,peak_prominence,UNIFORM,holdout,SUPPORT,mfe_10,287,110,698,0.076344216313,0.0644090036117,-0.0119352127013
PEAK,peak_prominence,UNIFORM,validation,RESISTANCE,reaction_probability,442,501,1258,0.452488687783,0.297405189621,-0.155083498162
PEAK,peak_prominence,UNIFORM,validation,RESISTANCE,cross_probability_10,429,495,1250,0.482517482517,0.385858585859,-0.0966588966589
PEAK,peak_prominence,UNIFORM,validation,RESISTANCE,future_return_5,440,500,1256,0.00673722239396,0.0250698227308,0.0183326003368
PEAK,peak_prominence,UNIFORM,validation,RESISTANCE,mae_10,429,495,1250,-0.0685964059147,-0.0460689986245,0.0225274072902
PEAK,peak_prominence,UNIFORM,validation,RESISTANCE,mfe_10,429,495,1250,0.108601311785,0.105506602682,-0.00309470910343
PEAK,peak_prominence,UNIFORM,validation,SUPPORT,reaction_probability,300,199,831,0.406666666667,0.507537688442,0.100871021776
PEAK,peak_prominence,UNIFORM,validation,SUPPORT,cross_probability_10,275,192,798,0.243636363636,0.177083333333,-0.066553030303
PEAK,peak_prominence,UNIFORM,validation,SUPPORT,future_return_5,294,199,821,-0.0015075069426,0.00432014352982,0.00582765047242
PEAK,peak_prominence,UNIFORM,validation,SUPPORT,mae_10,275,192,798,-0.0598422340142,-0.0590203029867,0.000821931027513
PEAK,peak_prominence,UNIFORM,validation,SUPPORT,mfe_10,275,192,798,0.073170802464,0.0758036141452,0.00263281168118
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,RESISTANCE,reaction_probability,484,809,1671,0.454545454545,0.389369592089,-0.0651758624565
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,RESISTANCE,cross_probability_10,452,779,1618,0.473451327434,0.155327342747,-0.318123984687
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,RESISTANCE,future_return_5,477,806,1661,0.00334482075996,0.000649705995521,-0.00269511476444
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,RESISTANCE,mae_10,452,779,1618,-0.0838907034701,-0.072941273994,0.0109494294761
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,RESISTANCE,mfe_10,452,779,1618,0.097676991418,0.0835622370281,-0.0141147543898
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,SUPPORT,reaction_probability,404,245,1053,0.381188118812,0.448979591837,0.0677914730249
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,SUPPORT,cross_probability_10,400,240,1039,0.5375,0.170833333333,-0.366666666667
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,SUPPORT,future_return_5,402,243,1050,0.0123480317457,0.0157044394922,0.00335640774649
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,SUPPORT,mae_10,400,240,1039,-0.0758565972917,-0.0765708643556,-0.000714267063853
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,discovery,SUPPORT,mfe_10,400,240,1039,0.0852902900071,0.101672783106,0.0163824930988
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,RESISTANCE,reaction_probability,318,652,1235,0.509433962264,0.381901840491,-0.127532121773
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,RESISTANCE,cross_probability_10,294,618,1187,0.428571428571,0.0873786407767,-0.341192787795
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,RESISTANCE,future_return_5,316,646,1228,-0.00498626099613,-0.00561464580107,-0.000628384804944
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,RESISTANCE,mae_10,294,618,1187,-0.0768924970982,-0.0576154779704,0.0192770191278
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,RESISTANCE,mfe_10,294,618,1187,0.0813944318879,0.0652370387394,-0.0161573931486
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,SUPPORT,reaction_probability,204,157,745,0.43137254902,0.40127388535,-0.0300986636693
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,SUPPORT,cross_probability_10,195,152,723,0.430769230769,0.151315789474,-0.279453441296
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,SUPPORT,future_return_5,203,157,742,-0.0085845692854,-0.0168343484102,-0.00824977912476
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,SUPPORT,mae_10,195,152,723,-0.065717491871,-0.0745720180337,-0.00885452616272
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,holdout,SUPPORT,mfe_10,195,152,723,0.0654053038925,0.0720125835962,0.00660727970364
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,RESISTANCE,reaction_probability,424,484,1241,0.431603773585,0.289256198347,-0.142347575238
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,RESISTANCE,cross_probability_10,415,481,1231,0.525301204819,0.261954261954,-0.263346942865
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,RESISTANCE,future_return_5,421,484,1239,0.0125256116381,0.0250416209839,0.0125160093458
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,RESISTANCE,mae_10,415,481,1231,-0.0640548490449,-0.0457803016535,0.0182745473914
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,RESISTANCE,mfe_10,415,481,1231,0.107247085644,0.101459236799,-0.00578784884498
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,SUPPORT,reaction_probability,211,237,814,0.464454976303,0.46835443038,0.00389945407643
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,SUPPORT,cross_probability_10,195,229,786,0.317948717949,0.0524017467249,-0.265546971224
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,SUPPORT,future_return_5,206,236,807,0.00349758560513,0.00156971286777,-0.00192787273735
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,SUPPORT,mae_10,195,229,786,-0.0556725339426,-0.0593838097764,-0.00371127583386
FULL_DISTRIBUTION,distribution_band_mass,ACTIVE_STICKY,validation,SUPPORT,mfe_10,195,229,786,0.0757273970011,0.0727304140737,-0.00299698292746
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,RESISTANCE,reaction_probability,533,833,1727,0.444652908068,0.393757503001,-0.0508954050663
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,RESISTANCE,cross_probability_10,503,801,1674,0.514910536779,0.16354556804,-0.351364968739
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,RESISTANCE,future_return_5,529,828,1715,-0.00226162872928,0.000404399535328,0.00266602826461
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,RESISTANCE,mae_10,503,801,1674,-0.0863912424496,-0.0761795892619,0.0102116531876
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,RESISTANCE,mfe_10,503,801,1674,0.101258987707,0.0823920578306,-0.0188669298765
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,SUPPORT,reaction_probability,401,238,994,0.366583541147,0.432773109244,0.0661895680966
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,SUPPORT,cross_probability_10,390,234,982,0.533333333333,0.252136752137,-0.281196581197
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,SUPPORT,future_return_5,396,237,991,0.0159069139541,0.0155735149668,-0.000333398987298
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,SUPPORT,mae_10,390,234,982,-0.073526788873,-0.0777822318817,-0.00425544300863
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,discovery,SUPPORT,mfe_10,390,234,982,0.0941449919695,0.102777832555,0.00863284058565
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,RESISTANCE,reaction_probability,375,700,1300,0.453333333333,0.408571428571,-0.0447619047619
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,RESISTANCE,cross_probability_10,344,655,1251,0.456395348837,0.129770992366,-0.326624356471
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,RESISTANCE,future_return_5,368,688,1290,-0.00208991939855,-0.00299805955596,-0.000908140157407
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,RESISTANCE,mae_10,344,655,1251,-0.0725574655733,-0.0580709277739,0.0144865377994
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,RESISTANCE,mfe_10,344,655,1251,0.0828394331381,0.0684887017393,-0.0143507313988
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,SUPPORT,reaction_probability,234,124,661,0.401709401709,0.435483870968,0.0337744692583
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,SUPPORT,cross_probability_10,224,117,641,0.433035714286,0.188034188034,-0.245001526252
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,SUPPORT,future_return_5,234,123,659,-0.000141508196088,-0.0122192549539,-0.0120777467578
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,SUPPORT,mae_10,224,117,641,-0.0590621793048,-0.0762328541178,-0.017170674813
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,holdout,SUPPORT,mfe_10,224,117,641,0.0746608950152,0.0727173903502,-0.00194350466502
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,RESISTANCE,reaction_probability,493,533,1290,0.434077079108,0.288930581614,-0.145146497494
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,RESISTANCE,cross_probability_10,480,527,1281,0.56875,0.3055028463,-0.2632471537
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,RESISTANCE,future_return_5,487,530,1288,0.0120986229416,0.0272744194003,0.0151757964587
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,RESISTANCE,mae_10,480,527,1281,-0.0656445894499,-0.0454756999916,0.0201688894583
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,RESISTANCE,mfe_10,480,527,1281,0.114586118632,0.104984584437,-0.00960153419551
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,SUPPORT,reaction_probability,262,218,796,0.450381679389,0.477064220183,0.0266825407942
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,SUPPORT,cross_probability_10,245,212,769,0.367346938776,0.122641509434,-0.244705429342
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,SUPPORT,future_return_5,259,217,789,0.00139068696441,0.0041531706147,0.0027624836503
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,SUPPORT,mae_10,245,212,769,-0.060087849981,-0.0633747572142,-0.0032869072332
FULL_DISTRIBUTION,distribution_band_mass,DISPOSITION,validation,SUPPORT,mfe_10,245,212,769,0.0722187689767,0.0754866512972,0.00326788232055
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,RESISTANCE,reaction_probability,443,669,1551,0.467268623025,0.406576980568,-0.0606916424568
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,RESISTANCE,cross_probability_10,415,645,1496,0.489156626506,0.17519379845,-0.313962828056
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,RESISTANCE,future_return_5,436,667,1542,0.000885319149181,0.00195539653747,0.00107007738829
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,RESISTANCE,mae_10,415,645,1496,-0.0879707761196,-0.0738251492535,0.0141456268661
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,RESISTANCE,mfe_10,415,645,1496,0.0998617384953,0.0850929548375,-0.0147687836578
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,SUPPORT,reaction_probability,304,178,852,0.381578947368,0.432584269663,0.0510053222945
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,SUPPORT,cross_probability_10,301,176,839,0.541528239203,0.210227272727,-0.331300966475
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,SUPPORT,future_return_5,302,177,849,0.0160101085565,0.01228300398,-0.00372710457644
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,SUPPORT,mae_10,301,176,839,-0.0733114530194,-0.081402306489,-0.00809085346952
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,discovery,SUPPORT,mfe_10,301,176,839,0.0873403647174,0.0965395231446,0.00919915842726
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,RESISTANCE,reaction_probability,236,541,1111,0.478813559322,0.393715341959,-0.0850982173627
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,RESISTANCE,cross_probability_10,216,507,1055,0.444444444444,0.112426035503,-0.332018408941
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,RESISTANCE,future_return_5,232,533,1098,-0.00679841524428,-0.00538381956135,0.00141459568293
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,RESISTANCE,mae_10,216,507,1055,-0.0748734346851,-0.0561298158034,0.0187436188816
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,RESISTANCE,mfe_10,216,507,1055,0.079344043705,0.0668355814995,-0.0125084622055
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,SUPPORT,reaction_probability,145,98,545,0.372413793103,0.459183673469,0.0867698803659
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,SUPPORT,cross_probability_10,139,93,529,0.438848920863,0.172043010753,-0.266805910111
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,SUPPORT,future_return_5,145,98,545,-0.0109564298569,-0.0019586709805,0.00899775887638
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,SUPPORT,mae_10,139,93,529,-0.0684798269812,-0.0704068096909,-0.00192698270971
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,holdout,SUPPORT,mfe_10,139,93,529,0.0650251918432,0.0736202624673,0.00859507062411
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,RESISTANCE,reaction_probability,358,363,1112,0.430167597765,0.292011019284,-0.138156578482
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,RESISTANCE,cross_probability_10,348,360,1102,0.534482758621,0.269444444444,-0.265038314176
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,RESISTANCE,future_return_5,356,362,1109,0.0130575509457,0.0249455699225,0.0118880189768
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,RESISTANCE,mae_10,348,360,1102,-0.0605729666098,-0.045416897605,0.0151560690048
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,RESISTANCE,mfe_10,348,360,1102,0.104090478403,0.0970572497969,-0.00703322860611
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,SUPPORT,reaction_probability,183,156,688,0.448087431694,0.455128205128,0.00704077343422
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,SUPPORT,cross_probability_10,171,151,660,0.309941520468,0.0728476821192,-0.237093838349
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,SUPPORT,future_return_5,179,156,678,0.00152913818942,0.00379033737623,0.00226119918681
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,SUPPORT,mae_10,171,151,660,-0.0579501854293,-0.0601292257712,-0.00217904034186
FULL_DISTRIBUTION,distribution_band_mass,ENSEMBLE,validation,SUPPORT,mfe_10,171,151,660,0.0726755625301,0.0721827351308,-0.000492827399303
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,RESISTANCE,reaction_probability,495,837,1703,0.478787878788,0.393070489845,-0.0857173889432
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,RESISTANCE,cross_probability_10,466,804,1649,0.480686695279,0.164179104478,-0.316507590801
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,RESISTANCE,future_return_5,490,832,1690,-0.00493411505959,-0.000419066473513,0.00451504858607
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,RESISTANCE,mae_10,466,804,1649,-0.0874599956795,-0.0749983045381,0.0124616911414
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,RESISTANCE,mfe_10,466,804,1649,0.100176578426,0.0814948834734,-0.0186816949527
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,SUPPORT,reaction_probability,422,257,1055,0.402843601896,0.420233463035,0.0173898611393
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,SUPPORT,cross_probability_10,415,254,1041,0.539759036145,0.224409448819,-0.315349587326
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,SUPPORT,future_return_5,419,256,1054,0.0106866209618,0.0159487062217,0.00526208525991
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,SUPPORT,mae_10,415,254,1041,-0.074426919624,-0.0788084002977,-0.00438148067362
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,discovery,SUPPORT,mfe_10,415,254,1041,0.0881075137823,0.101374040452,0.0132665266693
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,RESISTANCE,reaction_probability,336,683,1264,0.467261904762,0.399707174231,-0.0675547305306
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,RESISTANCE,cross_probability_10,305,637,1207,0.439344262295,0.12715855573,-0.312185706565
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,RESISTANCE,future_return_5,329,671,1253,-0.00704931620586,-0.00501931520149,0.00203000100437
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,RESISTANCE,mae_10,305,637,1207,-0.0731995317941,-0.0575667544247,0.0156327773694
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,RESISTANCE,mfe_10,305,637,1207,0.0820936461288,0.0670177779156,-0.0150758682132
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,SUPPORT,reaction_probability,241,139,723,0.419087136929,0.446043165468,0.0269560285382
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,SUPPORT,cross_probability_10,232,131,698,0.409482758621,0.167938931298,-0.241543827323
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,SUPPORT,future_return_5,241,138,721,0.000266410400588,-0.0123441599493,-0.0126105703499
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,SUPPORT,mae_10,232,131,698,-0.0611620388106,-0.0748543735519,-0.0136923347413
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,holdout,SUPPORT,mfe_10,232,131,698,0.0759930394443,0.0692198350235,-0.00677320442081
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,RESISTANCE,reaction_probability,486,525,1258,0.43621399177,0.287619047619,-0.14859494415
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,RESISTANCE,cross_probability_10,470,519,1250,0.563829787234,0.315992292871,-0.247837494363
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,RESISTANCE,future_return_5,481,522,1256,0.0114020572923,0.0271412285984,0.015739171306
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,RESISTANCE,mae_10,470,519,1250,-0.0646365395549,-0.0441698414659,0.020466698089
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,RESISTANCE,mfe_10,470,519,1250,0.108648500976,0.105260877958,-0.00338762301804
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,SUPPORT,reaction_probability,248,242,831,0.459677419355,0.454545454545,-0.00513196480938
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,SUPPORT,cross_probability_10,231,233,798,0.363636363636,0.0772532188841,-0.286383144752
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,SUPPORT,future_return_5,243,241,821,0.000180363076118,0.00596314950065,0.00578278642453
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,SUPPORT,mae_10,231,233,798,-0.0613925886705,-0.0562682112548,0.00512437741577
FULL_DISTRIBUTION,distribution_band_mass,UNIFORM,validation,SUPPORT,mfe_10,231,233,798,0.0728626919697,0.0734091513922,0.000546459422538
