role,coordinate,block,index_symbol,n,baseline_adjusted_r2,full_adjusted_r2,increment,support_pass
loss_episode_count,absolute,A,sh000001,215,0.10021334487496647,0.089129171084865066,-0.011084173790101404,True
loss_episode_count,absolute,A,sz399001,215,0.10021334487496647,0.090623075496024996,-0.0095902693789414739,True
loss_episode_count,absolute,A,sz399006,215,0.10021334487496647,0.09033185033061697,-0.0098814945443495006,True
loss_episode_count,absolute,B,csi000300,265,0.033971161796366389,0.038982523249753931,0.0050113614533875417,True
loss_episode_count,absolute,B,csi000852,265,0.033971161796366389,0.044968354160038304,0.010997192363671915,True
loss_episode_count,absolute,B,csi000905,265,0.033971161796366389,0.041125393787011744,0.0071542319906453544,True
loss_episode_count,absolute,B,sh000001,265,0.033971161796366389,0.040932267010696965,0.0069611052143305763,True
loss_episode_count,absolute,B,sz399001,265,0.033971161796366389,0.041645032608491062,0.0076738708121246724,True
loss_episode_count,absolute,B,sz399006,265,0.033971161796366389,0.037477974091806754,0.0035068122954403647,True
loss_episode_count,pit,A,csi000300,50,0.15228373478935153,0.15621869422409751,0.0039349594347459771,False
loss_episode_count,pit,A,csi000852,50,0.15228373478935153,0.13953281272609974,-0.012750922063251791,False
loss_episode_count,pit,A,csi000905,50,0.15228373478935153,0.1420462616306134,-0.010237473158738131,False
loss_episode_count,pit,A,sh000001,50,0.15228373478935153,0.15007638350342256,-0.0022073512859289712,False
loss_episode_count,pit,A,sz399001,50,0.15228373478935153,0.15049000525044887,-0.0017937295389026664,False
loss_episode_count,pit,A,sz399006,50,0.15228373478935153,0.14545855946526087,-0.0068251753240906599,False
loss_episode_count,pit,B,csi000300,265,0.033971161796366389,0.037761342593178426,0.0037901807968120371,True
loss_episode_count,pit,B,csi000852,265,0.033971161796366389,0.04605696873994658,0.012085806943580191,True
loss_episode_count,pit,B,csi000905,265,0.033971161796366389,0.041826038475568095,0.0078548766792017055,True
loss_episode_count,pit,B,sh000001,265,0.033971161796366389,0.042155330113329392,0.0081841683169630031,True
loss_episode_count,pit,B,sz399001,265,0.033971161796366389,0.04093392314050659,0.0069627613441402003,True
loss_episode_count,pit,B,sz399006,265,0.033971161796366389,0.037594521812359782,0.0036233600159933932,True
loss_episode_count,relative,A,csi000300,215,0.10021334487496647,0.090684607070818823,-0.0095287378041476467,True
