trade_date,calendar_year,dispersion_state,candidate_selected,candidate_complete,opposite_selected,opposite_complete,control_complete,candidate_mean_net,candidate_median_net,candidate_positive_rate,candidate_severe_rate,control_mean_net,control_severe_rate,opposite_mean_net,candidate_minus_control,candidate_minus_opposite
2021-10-08,2021,0.94708994709,107,105,107,104,2560,-0.0383094281267,-0.034523255814,0.190476190476,0.133333333333,-0.0267818636737,0.090625,-0.0178555276992,-0.0115275644529,-0.0204539004275
2021-10-12,2021,0.878306878307,105,103,105,104,2521,0.00390044119222,-0.00310714285714,0.466019417476,0.0291262135922,-0.000345060208974,0.0309401031337,-0.0104202403542,0.00424550140119,0.0143206815464
2021-10-18,2021,0.937830687831,105,98,105,98,2391,-0.00930362425999,-0.0108371743902,0.418367346939,0.030612244898,0.00135217041954,0.00752823086575,0.00664594742003,-0.0106557946795,-0.01594957168
2021-10-22,2021,0.892857142857,103,97,103,100,2264,-0.0146403622326,-0.0228442211055,0.340206185567,0.0721649484536,-0.00809432947629,0.0375441696113,-0.00384940325892,-0.0065460327563,-0.0107909589737
2021-10-25,2021,0.804232804233,102,97,102,100,2257,-0.0504729234805,-0.0473436532508,0.144329896907,0.164948453608,-0.0398655947844,0.108994240142,-0.0189398043298,-0.0106073286962,-0.0315331191507
2021-10-28,2021,0.978835978836,101,97,101,99,2211,0.0141476707746,0.0101342756184,0.556701030928,0.0515463917526,0.0130805995415,0.0298507462687,0.0129974327384,0.00106707123314,0.00115023803623
2021-11-05,2021,0.846560846561,100,100,100,99,2213,0.00620997502974,0.00240890451084,0.53,0.01,0.015601617857,0.00542250338906,0.0211649879764,-0.00939164282728,-0.0149550129467
2021-11-12,2021,0.837301587302,100,100,100,100,2267,0.0066300821401,-0.00140801547035,0.49,0.02,0.0048854668691,0.0167622408469,0.00112354598747,0.001744615271,0.00550653615262
2021-11-15,2021,0.833333333333,100,100,100,100,2282,0.00524157566351,-0.0106867768439,0.41,0.03,-0.00267029060136,0.0109553023663,-0.0147121247125,0.00791186626487,0.019953700376
2021-11-18,2021,0.869047619048,103,101,103,100,2371,0.0379146450002,0.016,0.673267326733,0.00990099009901,0.0238644101368,0.00253057781527,0.0182273084123,0.0140502348634,0.0196873365879
2021-12-02,2021,0.805555555556,101,99,101,100,2572,-0.0214075290601,-0.0284827833059,0.30303030303,0.0808080808081,-0.0246361036035,0.0684292379471,-0.0184124372609,0.00322857454334,-0.00299509179928
2021-12-06,2021,0.863756613757,104,102,104,103,2638,0.00904437070071,0.00477369279873,0.558823529412,0.00980392156863,0.00616826450211,0.010993176649,0.0188450961843,0.0028761061986,-0.00980072548354
2021-12-07,2021,0.965608465608,105,104,105,105,2677,0.0339481863043,0.0258378042424,0.701923076923,0,0.0201797390002,0.00186776242062,0.0224583376959,0.013768447304,0.0114898486084
2021-12-14,2021,0.874338624339,110,105,110,108,2768,-0.004511128264,-0.0143896103896,0.333333333333,0.00952380952381,-0.00565332510586,0.00975433526012,-0.00423225040142,0.00114219684186,-0.000278877862584
2021-12-17,2021,0.834656084656,108,106,108,108,2826,0.00245446210517,-0.00268778280543,0.462264150943,0.0188679245283,0.000221871643231,0.0148619957537,0.00402863271973,0.00223259046194,-0.00157417061455
2021-12-20,2021,0.962962962963,109,108,109,107,2843,0.0112591476712,0.00410299310536,0.546296296296,0.0185185185185,0.0134992856102,0.00879352796342,-0.00211397448851,-0.00224013793893,0.0133731221598
2021-12-23,2021,0.824074074074,112,109,112,108,2918,-0.0215885916452,-0.0161580547112,0.321100917431,0.119266055046,-0.0118875095948,0.0239890335846,-0.0126099880448,-0.00970108205048,-0.0089786036004
2021-12-24,2021,0.933862433862,111,108,111,111,2934,0.00477524552672,0.00301866535897,0.527777777778,0.037037037037,0.00288060309409,0.0173824130879,-0.0118444623492,0.00189464243264,0.0166197078759
2022-01-04,2022,0.925925925926,112,112,112,110,2964,-0.0348368214453,-0.0425418428944,0.1875,0.0803571428571,-0.0304014872809,0.0600539811066,-0.0181406551078,-0.00443533416447,-0.0166961663375
