role,challenge,scope,n,value,threshold,pass
post_cross_cumulative_vwap_acceptance_fraction,common_direction_median,A,123,-0.024999999999999984,common nonzero sign; bootstrap excludes zero,False
post_cross_cumulative_vwap_acceptance_fraction,common_direction_median,B,127,-0.15416666666666667,common nonzero sign; bootstrap excludes zero,False
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_sign,A,123,0.96747967479674801,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_sign,B,127,0.96850393700787396,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_sign,GLOBAL,250,0.96799999999999997,>=0.6,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_spearman,A,123,0.95842467254330166,n>=20;rho>=0.2,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_spearman,B,127,0.9161032539282663,n>=20;rho>=0.2,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L10_CONTINUOUS_spearman,GLOBAL,250,0.94093621052697973,n>=60;rho>=0.35,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_sign,A,123,0.98373983739837401,>=0.8,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_sign,B,127,0.96850393700787396,>=0.8,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_sign,GLOBAL,250,0.97599999999999998,>=0.85,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_spearman,A,123,0.99098927805983161,n>=20;rho>=0.65,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_spearman,B,127,0.99825410402727843,n>=20;rho>=0.65,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L20_AUCTION_spearman,GLOBAL,250,0.99547692220806172,n>=60;rho>=0.75,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_sign,A,69,0.95652173913043481,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_sign,B,76,0.97368421052631582,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_sign,GLOBAL,145,0.96551724137931039,>=0.6,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_spearman,A,69,0.92871501008946955,n>=20;rho>=0.2,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_spearman,B,76,0.98042941810057305,n>=20;rho>=0.2,True
post_cross_cumulative_vwap_acceptance_fraction,definition_L40_CONTINUOUS_spearman,GLOBAL,145,0.95661186138313792,n>=60;rho>=0.35,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2018,43,43,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2019,33,29,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2020,47,42,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2021,46,46,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2022,46,45,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,2023,35,35,>=3,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,A,123,113,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,B,127,125,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,endpoint_nondegeneracy,GLOBAL,250,235,>=10,True
post_cross_cumulative_vwap_acceptance_fraction,external_complete_count,A,123,123,>=45,True
post_cross_cumulative_vwap_acceptance_fraction,external_complete_count,B,127,127,>=45,True
post_cross_cumulative_vwap_acceptance_fraction,external_complete_count,GLOBAL,250,250,>=120,True
post_cross_cumulative_vwap_acceptance_fraction,external_joint_adjusted_r2,A,123,0.67967391143393407,<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_joint_adjusted_r2,B,127,0.64847263510134368,<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_joint_adjusted_r2,GLOBAL,250,0.67397423545171886,<0.7,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__open_close_log_return__endpoint_rate,A,123,0.7741419602986469,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__open_close_log_return__endpoint_rate,B,127,0.7716756402201721,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__open_close_log_return__endpoint_rate,GLOBAL,250,0.78197788965023229,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_downside_excursion__endpoint_rate,A,123,-0.40193962260600696,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_downside_excursion__endpoint_rate,B,127,-0.48213982319340282,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_downside_excursion__endpoint_rate,GLOBAL,250,-0.47615243984242284,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_longest_below_vwap_fraction__endpoint_rate,A,123,-0.33529479671106227,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_longest_below_vwap_fraction__endpoint_rate,B,127,-0.45131250164970382,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_longest_below_vwap_fraction__endpoint_rate,GLOBAL,250,-0.40350850289966883,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_recovery_speed_30bar__endpoint_rate,A,123,0.41776806711323872,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_recovery_speed_30bar__endpoint_rate,B,127,0.32128398765542282,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_recovery_speed_30bar__endpoint_rate,GLOBAL,250,0.36695265263700599,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_vwap_recovery_count__endpoint_rate,A,123,-0.41387637801372579,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_vwap_recovery_count__endpoint_rate,B,127,-0.12089793213686645,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,external_pairwise_control__session_vwap_recovery_count__endpoint_rate,GLOBAL,250,-0.27151684383929514,abs<0.85,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2018,43,43,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2019,33,33,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2020,47,47,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2021,46,46,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2022,46,46,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,2023,35,35,>=12,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,A,123,123,>=60,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,ALL_A,67,67,>=25,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,B,127,127,>=60,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,CHINEXT_BOARD,70,70,>=25,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,GLOBAL,250,250,>=160,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,SH_A,60,60,>=25,True
post_cross_cumulative_vwap_acceptance_fraction,main_endpoint_count,SZ_A,53,53,>=25,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2018,16,16,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2019,13,13,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2020,22,22,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2021,25,25,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2022,18,18,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,2023,14,14,>=5,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,A,51,51,>=20,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,B,57,57,>=20,True
post_cross_cumulative_vwap_acceptance_fraction,main_shape_count,GLOBAL,108,108,>=60,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_sign,A,51,0.86274509803921573,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_sign,B,57,0.89473684210526316,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_sign,GLOBAL,108,0.87962962962962965,>=0.65,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_spearman,A,51,0.96885893940029755,>=0.45,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_spearman,B,57,0.98118649848406048,>=0.45,True
post_cross_cumulative_vwap_acceptance_fraction,shape_ols_slope_spearman,GLOBAL,108,0.97682617226887547,>=0.65,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_sign,A,51,0.96078431372549022,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_sign,B,57,0.96491228070175439,>=0.55,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_sign,GLOBAL,108,0.96296296296296291,>=0.65,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_spearman,A,51,0.98415429192321624,>=0.45,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_spearman,B,57,0.95320045373521323,>=0.45,True
post_cross_cumulative_vwap_acceptance_fraction,shape_theil_sen_slope_spearman,GLOBAL,108,0.96698134557067827,>=0.65,True
reacquisition_bars,common_direction_median,A,89,0,common nonzero sign; bootstrap excludes zero,False
reacquisition_bars,common_direction_median,B,82,0,common nonzero sign; bootstrap excludes zero,False
reacquisition_bars,definition_L10_CONTINUOUS_sign,A,88,0.93181818181818177,>=0.55,True
reacquisition_bars,definition_L10_CONTINUOUS_sign,B,79,0.89873417721518989,>=0.55,True
reacquisition_bars,definition_L10_CONTINUOUS_sign,GLOBAL,167,0.91616766467065869,>=0.6,True
reacquisition_bars,definition_L10_CONTINUOUS_spearman,A,88,0.92739030201899364,n>=8;rho>=0.2,True
reacquisition_bars,definition_L10_CONTINUOUS_spearman,B,79,0.897783504008271,n>=8;rho>=0.2,True
reacquisition_bars,definition_L10_CONTINUOUS_spearman,GLOBAL,167,0.91332535856677632,n>=25;rho>=0.35,True
reacquisition_bars,definition_L20_AUCTION_sign,A,89,1,>=0.8,True
reacquisition_bars,definition_L20_AUCTION_sign,B,82,0.98780487804878048,>=0.8,True
reacquisition_bars,definition_L20_AUCTION_sign,GLOBAL,171,0.99415204678362568,>=0.85,True
reacquisition_bars,definition_L20_AUCTION_spearman,A,89,1,n>=8;rho>=0.65,True
reacquisition_bars,definition_L20_AUCTION_spearman,B,82,0.96875955115050427,n>=8;rho>=0.65,True
reacquisition_bars,definition_L20_AUCTION_spearman,GLOBAL,171,0.98209149359500036,n>=25;rho>=0.75,True
reacquisition_bars,definition_L40_CONTINUOUS_sign,A,43,0.97674418604651159,>=0.55,True
reacquisition_bars,definition_L40_CONTINUOUS_sign,B,51,0.96078431372549022,>=0.55,True
reacquisition_bars,definition_L40_CONTINUOUS_sign,GLOBAL,94,0.96808510638297873,>=0.6,True
reacquisition_bars,definition_L40_CONTINUOUS_spearman,A,43,0.88632732252910285,n>=8;rho>=0.2,True
reacquisition_bars,definition_L40_CONTINUOUS_spearman,B,51,0.96989060308117314,n>=8;rho>=0.2,True
reacquisition_bars,definition_L40_CONTINUOUS_spearman,GLOBAL,94,0.93237189695389799,n>=25;rho>=0.35,True
reacquisition_bars,endpoint_nondegeneracy,2018,30,22,>=3,True
reacquisition_bars,endpoint_nondegeneracy,2019,20,14,>=3,True
reacquisition_bars,endpoint_nondegeneracy,2020,39,29,>=3,True
reacquisition_bars,endpoint_nondegeneracy,2021,26,22,>=3,True
reacquisition_bars,endpoint_nondegeneracy,2022,34,23,>=3,True
reacquisition_bars,endpoint_nondegeneracy,2023,22,21,>=3,True
reacquisition_bars,endpoint_nondegeneracy,A,89,53,>=5,True
reacquisition_bars,endpoint_nondegeneracy,B,82,57,>=5,True
reacquisition_bars,endpoint_nondegeneracy,GLOBAL,171,91,>=10,True
reacquisition_bars,external_complete_count,A,89,89,>=18,True
reacquisition_bars,external_complete_count,B,82,82,>=18,True
reacquisition_bars,external_complete_count,GLOBAL,171,171,>=50,True
reacquisition_bars,external_joint_adjusted_r2,A,89,0.054142110180694147,<0.85,True
reacquisition_bars,external_joint_adjusted_r2,B,82,0.042782125959089701,<0.85,True
reacquisition_bars,external_joint_adjusted_r2,GLOBAL,171,0.056180623213052172,<0.7,True
reacquisition_bars,external_pairwise_control__close_location__endpoint_rate,A,89,0.11335044586872986,abs<0.85,True
reacquisition_bars,external_pairwise_control__close_location__endpoint_rate,B,82,0.052056537657181913,abs<0.85,True
reacquisition_bars,external_pairwise_control__close_location__endpoint_rate,GLOBAL,171,0.10030512252647546,abs<0.85,True
reacquisition_bars,external_pairwise_control__first_cross_fraction__endpoint_rate,A,89,-0.096323841848222597,abs<0.85,True
reacquisition_bars,external_pairwise_control__first_cross_fraction__endpoint_rate,B,82,0.0026215131485342589,abs<0.85,True
reacquisition_bars,external_pairwise_control__first_cross_fraction__endpoint_rate,GLOBAL,171,-0.046805780511815408,abs<0.85,True
reacquisition_bars,external_pairwise_control__high_time_fraction__endpoint_rate,A,89,-0.09633463568393362,abs<0.85,True
reacquisition_bars,external_pairwise_control__high_time_fraction__endpoint_rate,B,82,0.042138809758062695,abs<0.85,True
reacquisition_bars,external_pairwise_control__high_time_fraction__endpoint_rate,GLOBAL,171,-0.026818520461719959,abs<0.85,True
reacquisition_bars,external_pairwise_control__minute_realized_volatility__endpoint_rate,A,89,-0.12602449000789831,abs<0.85,True
reacquisition_bars,external_pairwise_control__minute_realized_volatility__endpoint_rate,B,82,-0.29315591223357723,abs<0.85,True
reacquisition_bars,external_pairwise_control__minute_realized_volatility__endpoint_rate,GLOBAL,171,-0.2171024619643121,abs<0.85,True
reacquisition_bars,reacquisition_endpoint_count,2018,30,30,>=5,True
reacquisition_bars,reacquisition_endpoint_count,2019,20,20,>=5,True
reacquisition_bars,reacquisition_endpoint_count,2020,39,39,>=5,True
reacquisition_bars,reacquisition_endpoint_count,2021,26,26,>=5,True
reacquisition_bars,reacquisition_endpoint_count,2022,34,34,>=5,True
reacquisition_bars,reacquisition_endpoint_count,2023,22,22,>=5,True
reacquisition_bars,reacquisition_endpoint_count,A,89,89,>=25,True
reacquisition_bars,reacquisition_endpoint_count,ALL_A,42,42,>=10,True
reacquisition_bars,reacquisition_endpoint_count,B,82,82,>=25,True
reacquisition_bars,reacquisition_endpoint_count,CHINEXT_BOARD,49,49,>=10,True
reacquisition_bars,reacquisition_endpoint_count,GLOBAL,171,171,>=70,True
reacquisition_bars,reacquisition_endpoint_count,SH_A,41,41,>=10,True
reacquisition_bars,reacquisition_endpoint_count,SZ_A,39,39,>=10,True
reacquisition_bars,reacquisition_shape_count,2018,10,10,>=2,True
reacquisition_bars,reacquisition_shape_count,2019,5,5,>=2,True
reacquisition_bars,reacquisition_shape_count,2020,16,16,>=2,True
reacquisition_bars,reacquisition_shape_count,2021,11,11,>=2,True
reacquisition_bars,reacquisition_shape_count,2022,11,11,>=2,True
reacquisition_bars,reacquisition_shape_count,2023,5,5,>=2,True
reacquisition_bars,reacquisition_shape_count,A,31,31,>=6,True
reacquisition_bars,reacquisition_shape_count,B,27,27,>=6,True
reacquisition_bars,reacquisition_shape_count,GLOBAL,58,58,>=20,True
reacquisition_bars,shape_ols_slope_sign,A,31,0.87096774193548387,>=0.55,True
reacquisition_bars,shape_ols_slope_sign,B,27,0.85185185185185186,>=0.55,True
reacquisition_bars,shape_ols_slope_sign,GLOBAL,58,0.86206896551724133,>=0.65,True
reacquisition_bars,shape_ols_slope_spearman,A,31,0.9209623686570283,>=0.45,True
reacquisition_bars,shape_ols_slope_spearman,B,27,0.84178282500611301,>=0.45,True
reacquisition_bars,shape_ols_slope_spearman,GLOBAL,58,0.88877591564922875,>=0.65,True
reacquisition_bars,shape_theil_sen_slope_sign,A,31,0.93548387096774188,>=0.55,True
reacquisition_bars,shape_theil_sen_slope_sign,B,27,0.96296296296296291,>=0.55,True
reacquisition_bars,shape_theil_sen_slope_sign,GLOBAL,58,0.94827586206896552,>=0.65,True
reacquisition_bars,shape_theil_sen_slope_spearman,A,31,0.91833451290800694,>=0.45,True
reacquisition_bars,shape_theil_sen_slope_spearman,B,27,0.99723959034887455,>=0.45,True
reacquisition_bars,shape_theil_sen_slope_spearman,GLOBAL,58,0.94989816072089861,>=0.65,True
rejection_depth,common_direction_median,A,123,0.00025071066436107198,common nonzero sign; bootstrap excludes zero,False
rejection_depth,common_direction_median,B,127,-0.0034906855480629773,common nonzero sign; bootstrap excludes zero,False
rejection_depth,definition_L10_CONTINUOUS_sign,A,123,0.93495934959349591,>=0.55,True
rejection_depth,definition_L10_CONTINUOUS_sign,B,127,0.96062992125984248,>=0.55,True
rejection_depth,definition_L10_CONTINUOUS_sign,GLOBAL,250,0.94799999999999995,>=0.6,True
rejection_depth,definition_L10_CONTINUOUS_spearman,A,123,0.93396147322666567,n>=20;rho>=0.2,True
rejection_depth,definition_L10_CONTINUOUS_spearman,B,127,0.95960465879265078,n>=20;rho>=0.2,True
rejection_depth,definition_L10_CONTINUOUS_spearman,GLOBAL,250,0.95099617030378358,n>=60;rho>=0.35,True
rejection_depth,definition_L20_AUCTION_sign,A,123,1,>=0.8,True
rejection_depth,definition_L20_AUCTION_sign,B,127,0.99212598425196852,>=0.8,True
rejection_depth,definition_L20_AUCTION_sign,GLOBAL,250,0.996,>=0.85,True
rejection_depth,definition_L20_AUCTION_spearman,A,123,0.99966464810622924,n>=20;rho>=0.65,True
rejection_depth,definition_L20_AUCTION_spearman,B,127,0.99749250093738262,n>=20;rho>=0.65,True
rejection_depth,definition_L20_AUCTION_spearman,GLOBAL,250,0.99814064082226517,n>=60;rho>=0.75,True
rejection_depth,definition_L40_CONTINUOUS_sign,A,69,0.97101449275362317,>=0.55,True
rejection_depth,definition_L40_CONTINUOUS_sign,B,76,0.98684210526315785,>=0.55,True
rejection_depth,definition_L40_CONTINUOUS_sign,GLOBAL,145,0.97931034482758617,>=0.6,True
rejection_depth,definition_L40_CONTINUOUS_spearman,A,69,0.95600942655145293,n>=20;rho>=0.2,True
rejection_depth,definition_L40_CONTINUOUS_spearman,B,76,0.9849897470950103,n>=20;rho>=0.2,True
rejection_depth,definition_L40_CONTINUOUS_spearman,GLOBAL,145,0.96884342789211908,n>=60;rho>=0.35,True
rejection_depth,endpoint_nondegeneracy,2018,43,43,>=3,True
rejection_depth,endpoint_nondegeneracy,2019,33,32,>=3,True
rejection_depth,endpoint_nondegeneracy,2020,47,46,>=3,True
rejection_depth,endpoint_nondegeneracy,2021,46,46,>=3,True
rejection_depth,endpoint_nondegeneracy,2022,46,46,>=3,True
rejection_depth,endpoint_nondegeneracy,2023,35,35,>=3,True
rejection_depth,endpoint_nondegeneracy,A,123,121,>=5,True
rejection_depth,endpoint_nondegeneracy,B,127,127,>=5,True
rejection_depth,endpoint_nondegeneracy,GLOBAL,250,248,>=10,True
rejection_depth,external_complete_count,A,123,123,>=45,True
rejection_depth,external_complete_count,B,127,127,>=45,True
rejection_depth,external_complete_count,GLOBAL,250,250,>=120,True
rejection_depth,external_joint_adjusted_r2,A,123,0.26718749646601736,<0.85,True
rejection_depth,external_joint_adjusted_r2,B,127,0.36358907854214795,<0.85,True
rejection_depth,external_joint_adjusted_r2,GLOBAL,250,0.33442248947587572,<0.7,True
rejection_depth,external_pairwise_control__close_location__endpoint_rate,A,123,0.44143146305058251,abs<0.85,True
rejection_depth,external_pairwise_control__close_location__endpoint_rate,B,127,0.58175528120856068,abs<0.85,True
rejection_depth,external_pairwise_control__close_location__endpoint_rate,GLOBAL,250,0.5196551257443297,abs<0.85,True
rejection_depth,external_pairwise_control__first_cross_fraction__endpoint_rate,A,123,0.047879879911331198,abs<0.85,True
rejection_depth,external_pairwise_control__first_cross_fraction__endpoint_rate,B,127,0.21556012749097045,abs<0.85,True
rejection_depth,external_pairwise_control__first_cross_fraction__endpoint_rate,GLOBAL,250,0.14330898848043161,abs<0.85,True
rejection_depth,external_pairwise_control__intraday_log_range__endpoint_rate,A,123,0.071010763505975072,abs<0.85,True
rejection_depth,external_pairwise_control__intraday_log_range__endpoint_rate,B,127,0.15480291526059239,abs<0.85,True
rejection_depth,external_pairwise_control__intraday_log_range__endpoint_rate,GLOBAL,250,0.12037104238163863,abs<0.85,True
rejection_depth,external_pairwise_control__open_close_log_return__endpoint_rate,A,123,0.50322131290266414,abs<0.85,True
rejection_depth,external_pairwise_control__open_close_log_return__endpoint_rate,B,127,0.58656144544431943,abs<0.85,True
rejection_depth,external_pairwise_control__open_close_log_return__endpoint_rate,GLOBAL,250,0.56489996824266742,abs<0.85,True
rejection_depth,main_endpoint_count,2018,43,43,>=12,True
rejection_depth,main_endpoint_count,2019,33,33,>=12,True
rejection_depth,main_endpoint_count,2020,47,47,>=12,True
rejection_depth,main_endpoint_count,2021,46,46,>=12,True
rejection_depth,main_endpoint_count,2022,46,46,>=12,True
rejection_depth,main_endpoint_count,2023,35,35,>=12,True
rejection_depth,main_endpoint_count,A,123,123,>=60,True
rejection_depth,main_endpoint_count,ALL_A,67,67,>=25,True
rejection_depth,main_endpoint_count,B,127,127,>=60,True
rejection_depth,main_endpoint_count,CHINEXT_BOARD,70,70,>=25,True
rejection_depth,main_endpoint_count,GLOBAL,250,250,>=160,True
rejection_depth,main_endpoint_count,SH_A,60,60,>=25,True
rejection_depth,main_endpoint_count,SZ_A,53,53,>=25,True
rejection_depth,main_shape_count,2018,16,16,>=5,True
rejection_depth,main_shape_count,2019,13,13,>=5,True
rejection_depth,main_shape_count,2020,22,22,>=5,True
rejection_depth,main_shape_count,2021,25,25,>=5,True
rejection_depth,main_shape_count,2022,18,18,>=5,True
rejection_depth,main_shape_count,2023,14,14,>=5,True
rejection_depth,main_shape_count,A,51,51,>=20,True
rejection_depth,main_shape_count,B,57,57,>=20,True
rejection_depth,main_shape_count,GLOBAL,108,108,>=60,True
rejection_depth,shape_ols_slope_sign,A,51,0.98039215686274506,>=0.55,True
rejection_depth,shape_ols_slope_sign,B,57,0.96491228070175439,>=0.55,True
rejection_depth,shape_ols_slope_sign,GLOBAL,108,0.97222222222222221,>=0.65,True
rejection_depth,shape_ols_slope_spearman,A,51,0.98615259299484126,>=0.45,True
rejection_depth,shape_ols_slope_spearman,B,57,0.98794399792584919,>=0.45,True
rejection_depth,shape_ols_slope_spearman,GLOBAL,108,0.98748166072823584,>=0.65,True
rejection_depth,shape_theil_sen_slope_sign,A,51,0.90196078431372551,>=0.55,True
rejection_depth,shape_theil_sen_slope_sign,B,57,0.94736842105263153,>=0.55,True
rejection_depth,shape_theil_sen_slope_sign,GLOBAL,108,0.92592592592592593,>=0.65,True
rejection_depth,shape_theil_sen_slope_spearman,A,51,0.88360937641415505,>=0.45,True
rejection_depth,shape_theil_sen_slope_spearman,B,57,0.9663598651801919,>=0.45,True
rejection_depth,shape_theil_sen_slope_spearman,GLOBAL,108,0.92411828592115541,>=0.65,True
