group,profit,invested,trades,dimension,net_pnl_share
IT服务Ⅱ,109849.8328,5604693.109,13,industry,0.008972120581
一般零售,-66466.77567,2335338.808,6,industry,-0.005428755883
专业工程,-111412.954,3965086.084,13,industry,-0.009099790434
专业服务,54063.05449,1241552.835,3,industry,0.004415666656
个护用品,-127022.405,1721639.396,4,industry,-0.01037471159
中药Ⅱ,-167516.2477,5348235.94,11,industry,-0.01368209615
乘用车,2002737.694,18308871.27,44,industry,0.1635760714
互联网电商,-54730.2405,2701192.757,9,industry,-0.004470159897
休闲食品,161254.603,4829095.002,17,industry,0.01317066859
元件,149795.324,7650265.003,23,industry,0.01223471785
光伏设备,438112.1962,8527065.543,24,industry,0.03578335399
光学光电子,-176246.2515,5952274.339,12,industry,-0.01439512997
其他电子Ⅱ,345019.9213,5103367.506,13,industry,0.02817992762
其他电源设备Ⅱ,-2128.619588,278844.0785,1,industry,-0.0001738576303
养殖业,808059.9293,22146147.08,64,industry,0.06599929138
军工电子Ⅱ,-115571.1042,2646804.371,7,industry,-0.009439412477
农产品加工,81300.74199,3900526.73,12,industry,0.006640338378
农化制品,4096.983508,2307903.101,6,industry,0.0003346261812
冶钢原料,-275701.6067,3774840.65,9,industry,-0.02251826878
出版,1598572.929,30767046.77,58,industry,0.1305654157
动物保健Ⅱ,44178.52446,1169292.079,3,industry,0.003608335475
包装印刷,1532.251513,387043.2351,2,industry,0.0001251485322
化妆品,336472.668,5006385.801,14,industry,0.02748182016
化学制药,73138.41317,5547595.32,10,industry,0.005973670105
化学原料,-106603.0587,1593624.203,4,industry,-0.008706936303
化学纤维,-732191.0362,10193443.8,23,industry,-0.05980260596
医疗器械,339439.8837,11834729.82,38,industry,0.02772417117
医疗服务,57820.80526,2878735.434,8,industry,0.004722585585
医药商业,298293.4282,14748732.98,40,industry,0.02436348366
半导体,53895.49596,6763700.008,19,industry,0.004401981107
厨卫电器,14151.62442,388393.0056,1,industry,0.001155851379
商用车,616089.434,14367759.78,33,industry,0.05031986441
地面兵装Ⅱ,471163.6542,31226471.46,65,industry,0.03848287259
基础建设,-41256.87601,1946034.457,5,industry,-0.003369706234
塑料,39264.60657,271195.8386,1,industry,0.00320698517
多元金融,284786.4533,4026877.332,10,industry,0.02326028483
家居用品,4415.013286,749351.4061,2,industry,0.0003606016556
家电零部件Ⅱ,356103.5173,9409354.703,19,industry,0.02908519399
小家电,218160.5883,5271292.093,12,industry,0.01781853513
小金属,286289.6042,20128401.19,54,industry,0.02338305653
工业金属,99751.09973,7114427.313,18,industry,0.008147294103
工程咨询服务Ⅱ,-49735.97809,878051.5146,2,industry,-0.004062247355
工程机械,88865.56228,21031150.01,73,industry,0.007258204406
广告营销,-324874.8186,6821626.627,13,industry,-0.02653455151
影视院线,566343.9032,9880350.722,20,industry,0.04625683682
房地产开发,114607.2854,11623902.73,40,industry,0.009360691395
房地产服务,-945689.3028,16292107.28,32,industry,-0.07724034022
房屋建设Ⅱ,-168447.0693,4318174.246,8,industry,-0.01375812215
摩托车及其他,273194.9976,2338187.452,6,industry,0.02231353839
教育,322581.5815,7440690.442,17,industry,0.02634724854
数字媒体,1086047.511,7572408.207,17,industry,0.08870426999
文娱用品,86677.24953,1786372.951,5,industry,0.007079471263
旅游及景区,252436.9441,29542987.48,64,industry,0.02061809876
普钢,281775.8537,36718079.31,89,industry,0.02301439039
服装家纺,-29722.26696,405544.7112,1,industry,-0.002427602813
橡胶,180383.7899,1797829.226,4,industry,0.01473306852
水泥,413173.1034,18960471.08,46,industry,0.03374642283
汽车零部件,13953.60263,854571.2739,2,industry,0.001139677705
油服工程,-854276.4947,12695018.71,30,industry,-0.06977408637
消费电子,442014.3715,5563523.52,14,industry,0.03610206897
渔业,-826580.2853,10077535,23,industry,-0.06751196431
游戏Ⅱ,23742.28239,9531421.598,18,industry,0.001939180198
炼化及贸易,-52260.65052,7598358.854,22,industry,-0.004268453089
焦炭Ⅱ,-83362.60411,5182353.099,12,industry,-0.00680874351
煤炭开采,-125172.8564,30950111.8,64,industry,-0.01022364743
燃气Ⅱ,367238.2649,18601970.59,49,industry,0.02999463824
物流,3062.738656,853501.6043,2,industry,0.0002501529573
特钢Ⅱ,-42016.13336,3165474.878,7,industry,-0.003431719515
环保设备Ⅱ,-44574.60337,3234245.032,7,industry,-0.003640685709
环境治理,77773.22345,4825844.429,13,industry,0.00635222395
玻璃玻纤,797359.4026,8182063.323,20,industry,0.06512531267
生物制品,33971.90042,3376455.736,11,industry,0.002774696868
电子化学品Ⅱ,10555.86108,3452043.444,11,industry,0.0008621629732
电机Ⅱ,-328.451994,6100515.346,13,industry,-2.682672172e-05
电池,74829.09259,1632565.023,5,industry,0.006111758431
电网设备,155678.4135,1283621.877,5,industry,0.01271522644
电视广播Ⅱ,-17416.06135,13085797.59,32,industry,-0.001422478292
白色家电,611091.1479,28456256.49,67,industry,0.04991162323
白酒Ⅱ,1508395.612,51342205.77,143,industry,0.1232000721
种植业,-912181.9287,13689367.66,33,industry,-0.07450358411
纺织制造,-117362.0487,6537792.575,14,industry,-0.009585690078
综合Ⅱ,29547.13215,17066062.32,45,industry,0.002413298462
能源金属,-195195.1416,32027247.63,73,industry,-0.01594280394
航天装备Ⅱ,-79885.17408,11500292.55,23,industry,-0.006524720123
航海装备Ⅱ,-193589.7685,3937706.676,8,industry,-0.01581168311
航空机场,102253.2738,26911161.36,61,industry,0.008351662257
航空装备Ⅱ,-659064.5714,12023611.12,38,industry,-0.05382991176
航运港口,158689.7971,12356377.94,31,industry,0.0129611849
装修建材,240880.0918,7023508.241,23,industry,0.0196741786
装修装饰Ⅱ,6898.4766,692980.9967,3,industry,0.0005634415849
计算机设备,18817.37094,528400.3113,2,industry,0.001536931981
证券Ⅱ,-263638.4646,26456552.37,67,industry,-0.02153299677
调味发酵品Ⅱ,1007748.447,15596463.24,55,industry,0.08230909738
贵金属,-385911.7256,21116822.55,59,industry,-0.03151981617
贸易Ⅱ,133123.1792,7768275.088,17,industry,0.01087299985
轨交设备Ⅱ,130973.2268,5032063.303,15,industry,0.01069739984
软件开发,222711.9042,781671.5272,2,industry,0.01819026947
通信服务,35573.43961,598070.7361,3,industry,0.002905504556
通信设备,61364.48089,4980094.011,19,industry,0.005012019664
造纸,268599.6023,5918500.009,16,industry,0.02193820381
酒店餐饮,-340810.9243,15268804.52,32,industry,-0.0278361526
金属新材料,698950.4567,11792123.16,35,industry,0.05708764063
铁路公路,-144409.5734,8490066.034,16,industry,-0.01179483002
银行Ⅱ,-417481.0448,20644609.85,54,industry,-0.03409827925
非白酒,685152.8998,19791422.83,51,industry,0.05596070816
风电设备,458168.91,8052559.777,20,industry,0.03742151083
食品加工,-133914.2665,3361130.066,12,industry,-0.01093761289
饮料乳品,5748.697814,1719447.326,5,industry,0.0004695319844
饰品,-254044.482,8614710.261,21,industry,-0.02074939641
饲料,-103158.5862,6315415.661,18,industry,-0.008425604766
黑色家电,586650.8098,8907493.04,17,industry,0.04791542847
2018-07-09,-256676.9705,2500000,10,decision_date,-0.02096440815
2018-07-16,-82082.56643,2499719.974,10,decision_date,-0.006704194854
2018-07-23,-208727.1294,2495662.749,10,decision_date,-0.01704804574
2018-07-30,-62629.09899,2466944.836,10,decision_date,-0.005115308906
2018-08-06,-55715.99923,2280995.471,10,decision_date,-0.004550672957
2018-08-13,-131196.3839,2391141.805,10,decision_date,-0.01071562647
2018-08-20,-140939.6256,2310711.448,10,decision_date,-0.01151141776
2018-08-27,-164921.3236,2349778.635,10,decision_date,-0.01347015252
2018-09-03,-118318.5203,2269556.326,10,decision_date,-0.009663811076
2018-09-10,-137481.661,2208830.237,10,decision_date,-0.01122898423
2018-09-17,-179901.3798,2172534.657,10,decision_date,-0.01469366709
2018-09-25,-354229.0587,2246189.682,10,decision_date,-0.02893209528
2018-10-09,-181269.5467,2151237.806,10,decision_date,-0.0148054138
2018-10-16,64669.86744,2053502.311,10,decision_date,0.005281991187
2018-10-23,15830.71149,1935216.176,10,decision_date,0.001292992886
2018-10-30,107772.5847,1944618.491,10,decision_date,0.00880245878
2018-11-06,85601.63522,1992573.758,10,decision_date,0.006991619138
2018-11-13,-10540.83369,2044528.059,10,decision_date,-0.0008609355929
2018-11-20,-79899.64943,2024691.007,10,decision_date,-0.006525902415
2018-11-27,100461.3391,2029774.423,10,decision_date,0.008205303777
2018-12-04,-151095.4595,2087722.706,10,decision_date,-0.01234090801
2018-12-11,-40789.0875,2047056.565,10,decision_date,-0.003331499031
2018-12-18,14234.16975,1944791.358,10,decision_date,0.00116259337
2018-12-25,67903.36856,1996575.26,10,decision_date,0.005546091379
2019-01-03,12890.58878,1915207.278,10,decision_date,0.001052854738
2019-01-10,141277.5935,1993569.12,10,decision_date,0.0115390217
2019-01-17,893300.3461,2020727.971,10,decision_date,0.07296140756
2019-01-24,498759.4272,2080398.054,10,decision_date,0.04073679138
2019-01-31,355371.6199,2018254.825,10,decision_date,0.02902541537
2019-02-14,328992.2379,2134846.714,10,decision_date,0.02687084681
2019-02-21,427313.8121,2401177.256,10,decision_date,0.03490138265
2019-02-28,230266.4513,2592624.334,10,decision_date,0.01880729642
2019-03-07,393780.264,2718655.406,10,decision_date,0.03216248875
2019-03-14,159108.7507,2618194.2,10,decision_date,0.01299540346
2019-03-21,312296.1717,2827822.943,10,decision_date,0.02550717501
2019-03-28,66636.81852,2778755.108,10,decision_date,0.005442644342
2019-04-04,-376248.1613,2843083.567,10,decision_date,-0.03073053264
2019-04-12,-316569.7245,3015680.432,10,decision_date,-0.0258562227
2019-04-19,-323468.5063,3044727.184,10,decision_date,-0.02641968922
2019-04-26,-242057.105,2809956.155,10,decision_date,-0.0197703126
2019-05-08,20764.83727,2640059.133,10,decision_date,0.001695993695
2019-05-15,-30671.8264,2716349.921,10,decision_date,-0.002505159252
2019-05-22,233492.1789,2666225.623,10,decision_date,0.0190707617
2019-05-29,159115.5871,2757225.898,10,decision_date,0.01299596183
2019-06-05,196520.7007,2694099.442,10,decision_date,0.01605107062
2019-06-13,-146163.0821,2867626.464,10,decision_date,-0.01193805001
2019-06-20,-80378.8581,2566343.351,10,decision_date,-0.006565042374
2019-06-27,-1225.690967,2788440.785,10,decision_date,-0.0001001098215
2019-07-04,-103103.0162,2767513.652,10,decision_date,-0.008421066013
2019-07-11,-205095.0508,2679534.669,10,decision_date,-0.01675139124
2019-07-18,-245968.194,2703394.949,10,decision_date,-0.02008975562
2019-07-25,-20884.91825,2696606.145,10,decision_date,-0.001705801457
2019-08-01,124610.219,2644406.014,10,decision_date,0.01017769333
2019-08-08,263476.0712,2593885.743,10,decision_date,0.02151973308
2019-08-15,386987.786,2524099.65,10,decision_date,0.03160770473
2019-08-22,315186.9225,2675721.227,10,decision_date,0.02574328065
2019-08-29,-67415.31147,2718161.781,10,decision_date,-0.005506228714
2019-09-05,-38154.20798,2838263.351,10,decision_date,-0.003116291996
2019-09-12,-113872.371,2665808.913,10,decision_date,-0.009300666348
2019-09-20,-35786.35226,2890894.954,10,decision_date,-0.00292289446
2019-09-27,143239.2766,2761873.273,10,decision_date,0.01169924459
2019-10-11,-17498.07004,2859712.268,10,decision_date,-0.001429176452
2019-10-18,-88290.36553,2796451.247,10,decision_date,-0.007211224502
2019-10-25,-302046.1573,2834822.39,10,decision_date,-0.02466999244
2019-11-01,-125960.0091,2818541.93,10,decision_date,-0.0102879391
2019-11-08,-85883.30003,2795793.634,10,decision_date,-0.007014624458
2019-11-15,-40025.69598,2709613.142,10,decision_date,-0.003269148087
2019-11-22,92505.92583,2684601.368,10,decision_date,0.007555535589
2019-11-29,248708.8309,2663071.52,10,decision_date,0.02031360052
2019-12-06,429539.6476,2697049.794,10,decision_date,0.03508318051
2019-12-13,322531.6127,2711958.386,10,decision_date,0.02634316728
2019-12-20,258553.751,2777107.294,10,decision_date,0.02111769651
2019-12-27,-367671.3599,2874641.595,10,decision_date,-0.03003001181
2020-01-06,-248836.7126,3040092.302,10,decision_date,-0.02032404541
2020-01-13,-216316.1326,3105400.997,10,decision_date,-0.01766788693
2020-01-20,264768.1114,3051225.975,10,decision_date,0.02162526206
2020-02-04,151088.7916,2544130.203,10,decision_date,0.01234036341
2020-02-11,255470.3534,2791255.59,10,decision_date,0.02086585621
2020-02-18,-363657.336,2889084.865,10,decision_date,-0.02970216145
2020-02-25,-234987.7153,3000406.616,10,decision_date,-0.01919291148
2020-03-03,-316743.0409,2875013.405,10,decision_date,-0.02587037853
2020-03-10,-132162.6695,2873946.958,10,decision_date,-0.01079454904
2020-03-17,284305.2147,2697379.108,10,decision_date,0.02322097907
2020-03-24,265936.925,2778818.343,10,decision_date,0.02172072635
2020-03-31,135018.2427,2681491.386,10,decision_date,0.0110277815
2020-04-08,114726.5045,2741784.289,10,decision_date,0.00937042876
2020-04-15,385211.577,2835696.837,10,decision_date,0.03146263067
2020-04-22,138955.3861,2976291.188,10,decision_date,0.01134935254
2020-04-29,398388.0729,2938602.801,10,decision_date,0.03253883722
2020-05-11,290612.5427,3071621.894,10,decision_date,0.02373613787
2020-05-18,-59032.12292,3098155.707,10,decision_date,-0.004821521449
2020-05-25,286592.0494,3088163.278,10,decision_date,0.02340775911
2020-06-01,254410.4123,3301435.275,10,decision_date,0.02077928422
2020-06-08,607782.7979,3266257.209,10,decision_date,0.04964140966
2020-06-15,437267.3399,3197739.707,10,decision_date,0.03571434931
2020-06-22,532271.9892,3325650.941,8,decision_date,0.04347397122
2020-07-01,429597.6553,3458317.858,10,decision_date,0.03508791836
2020-07-08,297986.7413,3769183.988,10,decision_date,0.02433843463
2020-07-15,20725.68325,3914582.291,10,decision_date,0.001692795742
2020-07-22,39648.52181,3829835.921,10,decision_date,0.003238341921
2020-07-29,-67849.98484,3840531.373,10,decision_date,-0.005541731198
2020-08-05,-10369.45683,3994726.003,10,decision_date,-0.0008469381766
2020-08-12,-210975.7251,3883930.056,10,decision_date,-0.01723170256
